ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024,Quantile_Bin,Quantile_Bin_year
M2961,cesta III. triedy,1831,Most cez potok Radiša pred obcou Kšinná,6,48.806431,18.351182,320.574999,dosková,monolitický železobetón,17.000000,36.000000,133.000000,porovnávací výpočet,Vodný tok,1959,Nezistený,1.000000,11.000000,nan,9.900000,6.900000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A62200,3524A62100,1363512,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M3757,cesta III. triedy,1831,Most cez potok v obci Kšinná,8,48.811478,18.354972,332.278000,dosková,monolitický železobetón,12.000000,34.000000,302.000000,podľa tabuliek,Vodný tok,1950,Nezistený,1.000000,3.000000,nan,7.950000,6.950000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A61800,3524A61700,1363508,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M7766,cesta III. triedy,1831,Most cez potok Závada v obci Kšinná,9,48.813043,18.359585,341.630000,dosková,monolitický železobetón,19.000000,42.000000,142.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,9.500000,nan,8.050000,7.050000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A61700,3524A61600,1363507,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M7605,cesta III. triedy,1831,Most cez potok Radiša v obci Závada,10,48.820638,18.357392,353.346999,dosková,oceľobetón,16.000000,35.000000,199.000000,porovnávací výpočet,Vodný tok,1959,Nezistený,1.000000,8.000000,nan,7.800000,6.800000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A61500,3524A61400,1363505,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M3718,cesta III. triedy,1833,Most cez potok Omastiná pred obcou Uhrovské Podhradie,1,48.768236,18.372752,298.838499,dosková,monolitický železobetón,11.000000,34.000000,302.000000,podľa tabuliek,Vodný tok,1956,Nezistený,1.000000,3.100000,nan,7.500000,6.700000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A05800,3524A62600,7347,Trenčín,4,4,4,4,4,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1949.333, 1965.0]"
M5822,cesta III. triedy,1745,Most cez potok Hydina pred obcou Žabokreky,1,48.633373,18.290748,183.040999,dosková,monolitický železobetón,19.000000,43.000000,154.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,9.000000,10.400000,9.800000,6.500000,nan,133.000000,TN SK,SC TN SK - PD,Partizánske,3541A02200,3541A13201,7449,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M3455,cesta III. triedy,1835,Most cez potok Bebrava za obcou Dolné Naštice,2,48.689416,18.246397,193.600000,dosková,prefabrikovaný predpätý betón,21.000000,62.000000,135.000000,porovnávací výpočet,Vodný tok,1966,Nezistený,1.000000,18.000000,nan,9.200000,6.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A06500,3541A11600,218404,Trenčín,5,5,5,5,5,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M5945,cesta III. triedy,1835,Most cez potok Kortinky pred obcou Pečeňany,3,48.681428,18.235325,189.892999,dosková,monolitický železobetón,19.000000,46.000000,294.000000,podľa tabuliek,Vodný tok,1954,Nezistený,1.000000,5.000000,nan,6.650000,5.950000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A06500,3541A11600,218404,Trenčín,3,3,3,3,3,5,5,5,5,5,5,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M4017,cesta III. triedy,1835,Most cez potok Haláčovka v obci Pečeňany,4,48.672310,18.229200,195.726999,trámová,prefabrikovaný železobetón,36.000000,77.000000,372.000000,podľa tabuliek,Vodný tok,1956,Nezistený,1.000000,5.200000,nan,7.000000,6.000000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3541A11800,3541A11900,218407,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(4.6, 6.72]","(1949.333, 1965.0]"
M7670,cesta III. triedy,1838,Most cez potok Dendeš pred obcou Pravotice,2,48.674396,18.285273,207.835000,dosková,monolitický železobetón,27.000000,64.000000,333.000000,podľa tabuliek,Vodný tok,1970,Nezistený,1.000000,5.800000,nan,7.600000,6.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3541A09600,3541A09700,218384,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M5002,cesta III. triedy,1839,Most cez potok Hydina pred obcou Nedašovce,1,48.674302,18.308361,198.621499,klenbová,kameň,14.000000,70.000000,360.000000,porovnávací výpočet,Vodný tok,1900,Nezistený,2.000000,10.450000,nan,6.000000,5.700000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3541A07200,3541A07300,7436,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M6964,cesta III. triedy,1841,Most cez potok v obci Otrhánky,1,48.692201,18.206700,210.132500,dosková,oceľobetón,7.000000,15.000000,80.000000,porovnávací výpočet,Vodný tok,1924,Nezistený,1.000000,4.000000,nan,4.950000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A02700,3523A44000,7984,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M4509,cesta III. triedy,1771,Most cez potok Nitrica v obci Nitrica,1,48.708351,18.450358,240.931249,trámová,oceľ -  plnostenná,25.000000,37.000000,131.000000,odhadom,Vodný tok,1958,Nezistený,2.000000,27.200000,nan,6.000000,5.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A00700,3524A14600,6723,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M3568,cesta III. triedy,1771,Nezistený,2,48.707381,18.451398,241.176250,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Záplavové územie,1960,Nezistený,1.000000,6.000000,nan,7.000000,6.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A14600,3524A14700,490562,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(4.6, 6.72]","(1949.333, 1965.0]"
M2683,cesta III. triedy,1771,Nezistený,3,48.704980,18.447855,241.422500,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1930,Nezistený,1.000000,2.500000,nan,15.000000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A14900,3524A15000,490565,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M1784,cesta III. triedy,1771,Most cez zátopové územie v obci Nitrica,4,48.704241,18.444862,239.423500,trámová,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Záplavové územie,1933,Nezistený,1.000000,6.000000,nan,6.500000,5.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A15200,3524A00600,490568,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M6855,cesta III. triedy,1771,Most cez potok Nitrica v obci Nitrica,5,48.706932,18.443025,238.526750,trámová,oceľ -  plnostenná,20.000000,34.000000,126.000000,odhadom,Vodný tok,1960,Nezistený,2.000000,18.700000,nan,6.100000,4.900000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A15200,3524A00600,490568,Trenčín,3,3,3,3,3,4,4,4,4,4,4,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M5517,cesta III. triedy,1771,Most cez zátopové územie v obci Nitrica,6,48.707231,18.442897,238.300000,dosková,monolitický železobetón,41.000000,66.000000,420.000000,odhadom,Záplavové územie,1960,Nezistený,1.000000,5.500000,nan,6.500000,5.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A15200,3524A00600,490568,Trenčín,2,2,2,2,2,2,2,2,2,2,2,3,3,"(4.6, 6.72]","(1949.333, 1965.0]"
M4770,cesta III. triedy,1772,Most cez Sučiansky potok pred obcou Nitrianske Sučany,1,48.723977,18.472473,272.858999,dosková,monolitický železobetón,6.000000,11.000000,117.000000,porovnávací výpočet,Vodný tok,1957,Nezistený,1.000000,2.920000,nan,6.360000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A00800,3524A24300,7797,Trenčín,4,4,4,4,4,4,4,4,4,4,5,5,1,"(1.999, 3.25]","(1949.333, 1965.0]"
M6812,cesta III. triedy,1772,Most cez bezmenný potok v obci Nitrianske Sučany,2,48.730240,18.470152,295.794750,dosková,monolitický železobetón,21.000000,32.000000,258.000000,odhadom,Vodný tok,1959,Nezistený,1.000000,6.000000,nan,9.500000,7.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A24400,3524A24500,490660,Trenčín,2,2,2,2,2,3,3,3,3,3,3,3,3,"(4.6, 6.72]","(1949.333, 1965.0]"
M4929,cesta III. triedy,1773,Most cez rieku Nitra v obci Opatovce nad Nitrou,1,48.761639,18.571100,257.165250,trámová,monolitický železobetón,23.000000,29.000000,103.000000,statický výpočet,Vodný tok,1960,Nezistený,3.000000,35.000000,nan,5.500000,4.700000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A59200,3524A25901,1287991,Trenčín,4,4,4,4,4,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M7146,cesta III. triedy,1773,Nezistený,2,48.748946,18.570464,254.735750,priehradová,oceľ -  priehradová,20.000000,60.000000,95.000000,odhadom,Vodný tok,1966,Nezistený,1.000000,14.380000,nan,4.000000,4.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A26100,3524A59100,490677,Trenčín,6,6,6,6,6,6,2,2,2,2,4,4,3,"(11.0, 260.36]","(1965.0, 2022.0]"
M4940,cesta III. triedy,1773,Most nad cestou I/50 pri obci Sebedražie,4,48.736342,18.612766,322.173750,trámová,prefabrikovaný predpätý betón,26.000000,53.000000,248.000000,odhadom,Cestná komunikácia,1985,Nezistený,3.000000,64.300000,nan,11.250000,7.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A07603,3524A07604,7993,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M6574,cesta III. triedy,1774,"Pracovný názov: 050062_000A Most nad cestou I/64, Prievidza",000A,48.773440,18.625020,281.462249,Nezistený,Nezistený,0.000000,0.000000,0.000000,Nezistený,Nezistený,1000,Nezistený,0.000000,nan,nan,nan,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A50200,3524A53800,121101,Trenčín,0,0,0,0,0,3,3,3,3,3,3,3,3,nan,"(999.999, 1949.333]"
M794,cesta III. triedy,1774,Most cez rieku Nitra v meste Prievidza,2,48.777204,18.599856,261.426999,trámová,prefabrikovaný predpätý betón,28.000000,86.000000,338.000000,odhadom,Vodný tok,1967,Nezistený,2.000000,26.160000,nan,16.500000,10.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A52900,3524A02701,121108,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M785,cesta III. triedy,1774,Most cez potok Dubnička pri meste Prievidza,3,48.777872,18.596998,262.978000,dosková,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1967,Nezistený,1.000000,7.000000,nan,16.000000,10.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A52900,3524A02701,121108,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1965.0, 2022.0]"
M3251,cesta III. triedy,1774,Most cez Dlžínsky potok pred obcou Kostolná Ves,4,48.807125,18.502544,357.869999,dosková,monolitický železobetón,19.000000,30.000000,313.000000,porovnávací výpočet,Vodný tok,1928,Nezistený,1.000000,2.750000,nan,8.760000,8.290000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A19600,3524A19700,490612,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M5267,cesta III. triedy,1774,Most cez bezmenný potok v obci Kostolná Ves,5,48.802905,18.491316,326.027499,dosková,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1967,Nezistený,1.000000,6.200000,nan,10.000000,7.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A19700,3524A04400,490613,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1965.0, 2022.0]"
M605,cesta III. triedy,1774,Most ponad výtokový objekt vodnej nádrže Nitrianske Rudno,6,48.801844,18.480676,323.702000,dosková,prefabrikovaný predpätý betón,27.000000,49.000000,215.000000,odhadom,Kanál,1951,Nezistený,2.000000,16.850000,nan,9.000000,8.060000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A60500,3524A16600,1289601,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M6811,cesta III. triedy,1775,Most cez potok Dubnička meste Bojnice -časť Dubnica,1,48.786076,18.586256,286.546749,rámová,prefabrikovaný železobetón,39.000000,116.000000,420.000000,porovnávací výpočet,Vodný tok,1975,Nezistený,1.000000,2.020000,nan,11.830000,7.140000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A20700,3524A20800,490623,Trenčín,2,2,2,2,2,4,4,4,4,4,3,3,3,"(1.999, 3.25]","(1965.0, 2022.0]"
M3436,cesta III. triedy,1775,Most cez potok Dubnička pri obci Bojnice miestna časť Dubnica,2,48.791502,18.587242,282.851999,dosková,prefabrikovaný železobetón,16.000000,52.000000,420.000000,odhadom,Vodný tok,1985,Nezistený,1.000000,2.740000,nan,29.260000,23.760000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A21300,3524A21400,490629,Trenčín,2,2,2,2,2,4,4,4,4,4,4,3,3,"(1.999, 3.25]","(1965.0, 2022.0]"
M2616,cesta III. triedy,1775,Most cez potok Dubnička v Dubnici - Kanianka,3,48.795068,18.584704,289.487999,rámová,prefabrikovaný železobetón,63.000000,75.000000,214.000000,odhadom,Vodný tok,1985,Nezistený,1.000000,5.400000,nan,11.000000,10.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A21400,3524A59400,490630,Trenčín,1,1,1,1,1,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1965.0, 2022.0]"
M364,cesta III. triedy,1775,Most cez bezmenný potok pred obcou Kanianka,4,48.800040,18.583190,298.341499,rámová,prefabrikovaný železobetón,50.000000,130.000000,420.000000,odhadom,Vodný tok,1985,Nezistený,1.000000,2.300000,nan,9.500000,9.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A21400,3524A59400,490630,Trenčín,2,2,2,2,2,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1965.0, 2022.0]"
M2261,cesta III. triedy,1775,Most cez potok v obci Kanianka,5,48.808018,18.578534,352.600000,dosková,prefabrikovaný predpätý betón,37.000000,83.000000,282.000000,odhadom,Vodný tok,1985,Nezistený,1.000000,16.710000,nan,11.000000,10.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A21500,3524A59500,490631,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M1072,cesta III. triedy,1776,Most cez Teplý potok v obci Opatovce nad Nitrou,1,48.762564,18.571213,256.996499,dosková,prefabrikovaný železobetón,38.000000,130.000000,420.000000,odhadom,Vodný tok,1972,Nezistený,1.000000,3.040000,nan,9.000000,7.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A02900,3524A25400,7801,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(1965.0, 2022.0]"
M2590,cesta III. triedy,1776,Nezistený,2,48.757673,18.565256,257.115999,dosková,monolitický železobetón,35.000000,42.000000,200.000000,porovnávací výpočet,Vodný tok,1972,Nezistený,1.000000,3.460000,nan,11.450000,7.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A25600,3524A25700,490672,Trenčín,2,2,2,2,2,3,3,3,3,3,3,3,3,"(3.25, 4.6]","(1965.0, 2022.0]"
M2077,cesta III. triedy,1778,Most nad účelovou komunikáciou v meste Prievidza,1,48.759537,18.618784,273.896500,trámová,monolitický železobetón,28.000000,57.000000,350.000000,odhadom,Účelová komunikácia,1969,Nezistený,1.000000,4.950000,nan,15.600000,14.400000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A03000,3524A52202,953830,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M6478,cesta III. triedy,1778,Most cez kanál za mestom Prievidza,2,48.758463,18.617701,274.422999,dosková,monolitický železobetón,34.000000,53.000000,420.000000,odhadom,Vodný tok,1959,Nezistený,1.000000,5.050000,nan,7.910000,6.620000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A52204,3524A34900,494966,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(4.6, 6.72]","(1949.333, 1965.0]"
M2701,cesta III. triedy,1778,"Most cez potok Moštenica za mestom Prievidza, SAD",3,48.755823,18.620854,279.720499,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1959,Nezistený,1.000000,2.800000,nan,7.500000,6.700000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A35000,3524A35100,490896,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1949.333, 1965.0]"
M5942,cesta III. triedy,1778,Most cez bezmenný potok v obci Prievidza pri podjazde I/9,5,48.746058,18.624630,301.907500,dosková,monolitický železobetón,44.000000,79.000000,420.000000,porovnávací výpočet,Vodný tok,1959,Nezistený,1.000000,2.000000,nan,7.580000,7.040000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A35302,3524A35500,490900,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M913,cesta III. triedy,1778,"Most cez bezmenný potok v Prievidzi, časť Vlčie Kúty",6,48.744795,18.623400,303.506500,dosková,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1959,Nezistený,1.000000,4.000000,nan,8.000000,7.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A35500,3524A35700,490901,Trenčín,1,1,1,1,1,4,4,4,4,4,5,5,5,"(3.25, 4.6]","(1949.333, 1965.0]"
M325,cesta III. triedy,1778,Most cez Cíglianský potok v obci Sebedražie,7,48.730648,18.623020,338.890249,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,10.600000,nan,6.600000,5.600000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A30601,3524A30602,490793,Trenčín,3,3,3,3,3,4,4,4,4,4,6,6,6,"(6.72, 11.0]","(999.999, 1949.333]"
M2038,cesta III. triedy,1778,Most v obci Sebedražie cez bezmenný potok pri ihrisku,8,48.727716,18.623649,351.096000,dosková,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1958,Nezistený,1.000000,3.000000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A31000,3524A31100,490797,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(1949.333, 1965.0]"
M726,cesta III. triedy,1779,Most cez potok Mraznica pred obcou Veľká Lehôtka,2,48.756097,18.661453,376.016499,dosková,monolitický železobetón,36.000000,58.000000,310.000000,porovnávací výpočet,Vodný tok,1947,Nezistený,1.000000,3.610000,nan,6.900000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A05203,3524A29400,494949,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M4571,cesta III. triedy,1779,Most cez potok Mraznica v obci Veľká Lehôtka,3,48.755760,18.669045,406.710500,dosková,monolitický železobetón,24.000000,37.000000,321.000000,porovnávací výpočet,Vodný tok,1949,Nezistený,1.000000,3.780000,nan,6.500000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A24300,3613A24400,490773,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M7174,cesta III. triedy,1780,Klenbový MO pred obcou Malá Lehôtka,1,48.765504,18.657604,338.092749,klenbová,monolitický prostý betón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1948,Nezistený,1.000000,2.300000,nan,5.000000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A05202,3613A24700,496550,Trenčín,4,4,4,4,4,4,4,4,4,4,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M4454,cesta III. triedy,1780,Most cez Hradecký potok v obci Malá Lehôtka,2,48.765892,18.664144,332.510500,dosková,monolitický železobetón,14.000000,21.000000,199.000000,porovnávací výpočet,Vodný tok,1948,Nezistený,1.000000,3.530000,nan,11.250000,8.370000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3524A05202,3613A24700,496550,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M1507,cesta III. triedy,1781,Most cez potok Handlovka v obci Veľká Čausa,1,48.778957,18.695175,312.646500,dosková,prefabrikovaný predpätý betón,37.000000,73.000000,170.000000,odhadom,Vodný tok,1969,Nezistený,1.000000,21.200000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A22500,3613A22600,490753,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M1479,cesta III. triedy,1781,Most cez Čaušiansky potok pred obcou Malá Čausa,3,48.786982,18.700469,322.066000,trámová,monolitický železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1930,Nezistený,1.000000,4.000000,nan,5.700000,nan,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A00400,3613A22700,6752,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M702,cesta III. triedy,1781,Most cez potok v obci Malá Čausa,4,48.799299,18.700603,352.807000,dosková,monolitický železobetón,50.000000,130.000000,420.000000,porovnávací výpočet,Vodný tok,1965,Nezistený,1.000000,2.040000,nan,11.470000,8.610000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A23300,3613A23400,490761,Trenčín,3,3,3,3,3,4,4,4,4,4,4,5,5,"(1.999, 3.25]","(1949.333, 1965.0]"
M7207,cesta III. triedy,1781,Most cez potok v obci Malá Čausa,5,48.800968,18.702552,355.889249,dosková,prefabrikovaný železobetón,50.000000,60.000000,100.000000,odhadom,Vodný tok,1962,Nezistený,1.000000,5.000000,nan,14.000000,10.000000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A23400,3613A23600,490762,Trenčín,1,1,1,1,1,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M4459,cesta III. triedy,1782,Most cez potok Handlovka za obcou Veľká Čausa,1,48.776149,18.711377,320.910749,trámová,oceľ -  plnostenná,20.000000,25.000000,40.000000,odhadom,Vodný tok,1960,Nezistený,2.000000,22.800000,nan,6.300000,5.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A03900,3613A00500,6750,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M448,cesta III. triedy,1783,Most cez potok Handlovka v obci Ráztočno,1,48.768670,18.754312,350.782250,trámová,oceľ -  plnostenná,25.000000,30.000000,50.000000,odhadom,Vodný tok,1956,Nezistený,1.000000,17.140000,nan,8.400000,7.500000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A21800,3613A21900,490746,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M7070,cesta III. triedy,1783,Most cez Morovniansky potok v obci Ráztočno,2,48.768144,18.752695,354.589000,dosková,monolitický železobetón,5.000000,9.000000,87.000000,porovnávací výpočet,Vodný tok,1946,Nezistený,1.000000,3.100000,nan,7.730000,7.240000,nan,nan,TN SK,SC TN SK - PD,Prievidza,3613A22002,3613A22101,1145691,Trenčín,5,5,5,5,5,4,4,4,4,4,4,6,3,"(1.999, 3.25]","(999.999, 1949.333]"
M156,cesta III. triedy,1748,Most cez potok Hydina v obci Trebašovce,1,48.647120,18.297680,187.020999,trámová,oceľ -  plnostenná,15.000000,22.000000,100.000000,porovnávací výpočet,Vodný tok,1938,Nezistený,1.000000,10.000000,nan,4.750000,4.750000,nan,nan,TN SK,SC TN SK - PD,Partizánske,3541A02200,3541A07600,7450,Trenčín,4,4,4,4,4,6,6,6,6,6,6,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M56,cesta III. triedy,1865,Most cez potok Dúbrava,1,48.938564,17.947877,329.173999,trámová,prefabrikovaný železobetón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,2000,Nezistený,1.000000,5.230000,nan,7.540000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3512A00700,3512A12800,6887,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,4,"(4.6, 6.72]","(1965.0, 2022.0]"
