ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024,Quantile_Bin,Quantile_Bin_year
M7034,cesta III. triedy,1936,Most v obci Lazy p. Makytou,4,49.228027,18.214288,395.088250,dosková,prefabrikovaný predpätý betón,23.000000,42.000000,112.000000,statický výpočet,Vodný tok,1976,Nezistený,1.000000,23.430000,nan,49.700000,7.500000,nan,1138.700000,TN SK,SC TN SK - PB,Púchov,2541A04700,2541A04800,343696,Trenčín,5,5,6,6,6,6,6,6,6,6,6,6,6,"(11.0, 260.36]","(1965.0, 2022.0]"
M7672,cesta III. triedy,1936,Most v obci Lazy p. Makytou,5,49.233850,18.216530,402.500000,trámová,monolitický železobetón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,1930,"model (EC) , LM1, LM3",1.000000,12.760000,14.760000,6.500000,6.500000,113.650000,119.560000,TN SK,SC TN SK - PB,Púchov,2541A05000,2541A06900,343699,Trenčín,6,6,6,6,6,6,6,6,6,6,1,1,1,"(11.0, 260.36]","(999.999, 1949.333]"
M7421,cesta III. triedy,1936,Most za obcou Lazy p. Makytou,6,49.247852,18.218789,432.520999,dosková,monolitický železobetón,11.000000,17.000000,54.000000,statický výpočet,Vodný tok,1921,Nezistený,1.000000,7.000000,nan,7.500000,6.700000,nan,52.200000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,5,5,6,6,6,6,6,6,6,6,6,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M5572,cesta III. triedy,1936,Most v osade Rieka,7,49.250313,18.219165,436.624249,dosková,monolitický železobetón,14.000000,39.000000,161.000000,Nezistený,Vodný tok,1958,Nezistený,1.000000,11.000000,nan,8.000000,6.600000,nan,88.000000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M4830,cesta III. triedy,1936,Most v osade Rieka,8,49.255554,18.218912,450.156000,dosková,monolitický železobetón,39.000000,58.000000,116.000000,statický výpočet,Vodný tok,1959,Nezistený,1.000000,11.400000,nan,9.500000,8.000000,nan,108.300000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M4371,cesta III. triedy,1936,Most v osade Rieka,9,49.256811,18.219067,452.894000,dosková,monolitický železobetón,27.000000,37.000000,141.000000,statický výpočet,Vodný tok,1959,Nezistený,1.000000,10.000000,nan,10.200000,8.000000,nan,102.000000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,3,3,4,4,4,4,4,4,4,4,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M4753,cesta III. triedy,1936,Most v osade Rieka,10,49.260931,18.219342,465.366999,dosková,monolitický železobetón,20.000000,49.000000,180.000000,podľa tabuliek,Vodný tok,1960,Nezistený,1.000000,9.000000,nan,9.600000,7.600000,nan,86.400000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,3,3,3,3,3,3,3,5,5,5,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M4169,cesta III. triedy,1936,Most v osade Čertov,11,49.273152,18.217202,501.895000,dosková,monolitický železobetón,19.000000,42.000000,136.000000,podľa tabuliek,Vodný tok,1957,Nezistený,1.000000,9.700000,nan,8.000000,6.900000,nan,77.600000,TN SK,SC TN SK - PB,Púchov,2541A05200,2541A07000,343701,Trenčín,4,4,4,4,4,4,4,6,6,6,6,6,6,"(6.72, 11.0]","(1949.333, 1965.0]"
M4776,cesta III. triedy,1936,Most v osade Čertov,12,49.276470,18.217470,515.280000,dosková,monolitický železobetón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,1947,"model (EC) , LM1, LM3",1.000000,7.250000,7.250000,6.500000,6.500000,55.830000,58.730000,TN SK,SC TN SK - PB,Púchov,2541A07000,2541A05400,1368750,Trenčín,6,6,6,6,6,6,6,6,6,6,1,1,1,"(6.72, 11.0]","(999.999, 1949.333]"
M7465,cesta III. triedy,1938,Most v obci Vydrná,1,49.192345,18.244734,345.089000,dosková,prefabrikovaný predpätý betón,19.000000,42.000000,136.000000,porovnávací výpočet,Vodný tok,1970,Nezistený,1.000000,14.600000,nan,9.500000,7.000000,nan,148.920000,TN SK,SC TN SK - PB,Púchov,2543A00800,2541A00700,6847,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1965.0, 2022.0]"
M6204,cesta III. triedy,1938,Most v obci Vydrná,2,49.206496,18.253392,390.366999,dosková,monolitický železobetón,11.000000,34.000000,302.000000,podľa tabuliek,Vodný tok,1952,Nezistený,1.000000,2.900000,nan,6.800000,6.000000,nan,19.720000,TN SK,SC TN SK - PB,Púchov,2541A07100,2541A01200,1368752,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(1949.333, 1965.0]"
M7329,cesta III. triedy,1938,Most v obci Vydrná,3,49.207770,18.253830,396.503500,dosková,prefabrikovaný predpätý betón,19.000000,42.000000,136.000000,porovnávací výpočet,Vodný tok,1971,Nezistený,1.000000,14.320000,nan,9.500000,7.000000,nan,136.040000,TN SK,SC TN SK - PB,Púchov,2541A01200,2541A01300,343333,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M3726,cesta III. triedy,1939,Most pred obcou Zbora - Jelšie,1,49.173643,18.284243,333.691999,dosková,monolitický železobetón,13.000000,40.000000,350.000000,podľa tabuliek,Vodný tok,1943,Nezistený,1.000000,2.500000,nan,5.500000,5.000000,nan,13.750000,TN SK,SC TN SK - PB,Púchov,2543A13800,2543A13900,343336,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M3388,cesta III. triedy,1939,Most v obci Zbora,2,49.175063,18.283804,337.065749,dosková,monolitický železobetón,13.000000,31.000000,136.000000,podľa tabuliek,Vodný tok,1943,Nezistený,1.000000,6.400000,nan,5.000000,4.500000,nan,32.000000,TN SK,SC TN SK - PB,Púchov,2543A13800,2543A13900,343336,Trenčín,3,3,3,3,3,3,3,4,4,4,4,5,5,"(4.6, 6.72]","(999.999, 1949.333]"
M1752,cesta III. triedy,1939,Most v obci Zbora,3,49.181135,18.282519,353.771999,dosková,monolitický železobetón,5.000000,16.000000,210.000000,podľa tabuliek,Vodný tok,1943,Nezistený,1.000000,2.500000,nan,4.000000,4.000000,nan,10.000000,TN SK,SC TN SK - PB,Púchov,2543A14000,2543A14100,343338,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M1203,cesta III. triedy,1940,Most pred obcou Mostište,1,49.159379,18.290779,313.282749,dosková,prefabrikovaný predpätý betón,15.000000,41.000000,133.000000,porovnávací výpočet,Vodný tok,1969,Nezistený,1.000000,11.300000,nan,8.800000,7.200000,nan,99.440000,TN SK,SC TN SK - PB,Púchov,2543A37100,2543A15600,1368754,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5,"(11.0, 260.36]","(1965.0, 2022.0]"
M719,cesta III. triedy,1943,Most v obci Lúky,1,49.191146,18.222757,341.792000,dosková,oceľobetón,0.000000,0.000000,0.000000,Nezistený,Vodný tok,1947,Nezistený,1.000000,3.700000,nan,4.700000,4.700000,nan,nan,TN SK,SC TN SK - PB,Púchov,2543A03600,2543A13400,6839,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M3485,cesta III. triedy,1860,Most cez potok pred obcou Trenčianske Jastrabie,2,48.803749,18.102796,301.728000,dosková,prefabrikovaný železobetón,19.000000,38.000000,269.000000,podľa tabuliek,Vodný tok,1968,Nezistený,1.000000,4.200000,nan,8.000000,7.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A00303,3523A28400,389104,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,5,"(3.25, 4.6]","(1965.0, 2022.0]"
M3816,cesta III. triedy,1860,Most cez potok v obci Trenčianske Jastrabie,3,48.801136,18.112151,286.553000,dosková,prefabrikovaný železobetón,20.000000,38.000000,256.000000,podľa tabuliek,Vodný tok,1968,Nezistený,1.000000,4.300000,nan,10.700000,8.000000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A28600,3523A28700,382669,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,4,"(3.25, 4.6]","(1965.0, 2022.0]"
M4998,cesta III. triedy,1860,Most cez potok Svinica pred obcou Svinná,5,48.788719,18.150005,254.198000,dosková,monolitický železobetón,13.000000,31.000000,160.000000,podľa tabuliek,Vodný tok,1946,Nezistený,1.000000,6.000000,nan,7.650000,6.650000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A29500,3523A49100,382678,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M5953,cesta III. triedy,1860,Most cez potok Svinica v obci Svinná,7,48.787413,18.162560,242.931750,trámová,prefabrikovaný predpätý betón,21.000000,48.000000,173.000000,porovnávací výpočet,Vodný tok,1962,Nezistený,1.000000,10.000000,nan,9.000000,6.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A29800,3523A06102,382681,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M4168,cesta III. triedy,1860,Most cez povrchovú vodu v obci Svinná,9,48.780719,18.176810,235.470499,dosková,monolitický železobetón,7.000000,19.000000,33.000000,odhadom,Vodný tok,1935,Nezistený,1.000000,3.400000,nan,7.150000,6.150000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A30400,3523A49300,382687,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(999.999, 1949.333]"
M1351,cesta III. triedy,1860,Most cez potok za obcou Svinná,10,48.779900,18.178072,235.634500,dosková,monolitický železobetón,13.000000,40.000000,350.000000,podľa tabuliek,Vodný tok,1935,Nezistený,1.000000,3.000000,nan,6.400000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A30400,3523A49300,382687,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(1.999, 3.25]","(999.999, 1949.333]"
M1555,cesta III. triedy,1860,Most cez potok v obci Horňany,11,48.778295,18.195042,222.578999,dosková,monolitický železobetón,20.000000,49.000000,253.000000,podľa tabuliek,Vodný tok,1953,Nezistený,1.000000,5.800000,nan,7.100000,6.100000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A30900,3523A31000,382692,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M6742,cesta III. triedy,1860,Most cez potok Machnáč v obci Horňany,12,48.778767,18.197305,223.510250,dosková,prefabrikovaný železobetón,32.000000,80.000000,196.000000,projektovaná,Vodný tok,1991,Nezistený,1.000000,8.000000,nan,9.600000,7.200000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A31000,3523A01900,382693,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,5,"(6.72, 11.0]","(1965.0, 2022.0]"
M4751,cesta III. triedy,1861,Most cez potok Svinica za obcou Tr. Jastrabie,1,48.784704,18.102590,347.864499,dosková,monolitický železobetón,5.000000,20.000000,34.000000,odhadom,Vodný tok,1949,Nezistený,1.000000,3.150000,nan,8.600000,7.250000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A49000,3523A31200,1380668,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,5,"(1.999, 3.25]","(999.999, 1949.333]"
M3380,cesta III. triedy,1861,Most cez potok Hradniansky pred obcou Dubodiel,2,48.775021,18.100467,344.130000,dosková,prefabrikovaný železobetón,48.000000,103.000000,535.000000,podľa tabuliek,Vodný tok,1968,Nezistený,1.000000,5.300000,nan,8.150000,7.250000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A31200,3523A31300,382695,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(1965.0, 2022.0]"
M7189,cesta III. triedy,1861,Most cez potok Hradniansky v obci Ruskovce,3,48.742439,18.188452,221.805250,trámová,monolitický železobetón,10.000000,18.000000,81.000000,porovnávací výpočet,Vodný tok,1938,Nezistený,1.000000,10.200000,nan,9.050000,8.700000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A16300,3523A16500,218509,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(999.999, 1949.333]"
M4543,cesta III. triedy,1861,Most cez potok Svinica v obci Ruskovce,4,48.746860,18.193792,217.997499,dosková,prefabrikovaný predpätý betón,14.000000,24.000000,65.000000,porovnávací výpočet,Vodný tok,1964,Nezistený,1.000000,12.000000,nan,9.800000,7.100000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A03300,3523A03400,7975,Trenčín,5,5,5,5,5,5,5,5,5,5,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M4893,cesta III. triedy,1820,Most cez potok v obci Horné Držkovce,1,48.736475,18.165659,233.967499,dosková,monolitický železobetón,19.000000,49.000000,179.000000,podľa tabuliek,Vodný tok,1961,Nezistený,1.000000,9.000000,nan,12.500000,10.100000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A03600,3523A45200,7979,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M1233,cesta III. triedy,1821,Most cez potok Hradniansky v obci Malá Hradná,1,48.755137,18.171701,234.620999,dosková,prefabrikovaný železobetón,43.000000,98.000000,423.000000,podľa tabuliek,Vodný tok,1963,Nezistený,1.000000,7.850000,nan,9.850000,7.250000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A15600,3523A15800,218502,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M2883,cesta III. triedy,1821,Most cez potok Hradniansky v obci Veľká Hradná,2,48.767775,18.144005,255.760999,dosková,prefabrikovaný železobetón,45.000000,97.000000,340.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,7.200000,nan,6.000000,5.600000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A32500,3523A32600,382780,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(6.72, 11.0]","(1949.333, 1965.0]"
M766,cesta III. triedy,1821,Most cez melioračný potok pri obci Svinná,4,48.786250,18.159415,244.674499,dosková,prefabrikovaný železobetón,57.000000,150.000000,500.000000,podľa tabuliek,Kanál,1965,Nezistený,1.000000,4.550000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A32900,3523A04400,382784,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
M356,cesta III. triedy,1862,Most cez potok za obcou Trenčianske Jastrabie,1,48.802556,18.113689,285.118499,dosková,prefabrikovaný železobetón,43.000000,108.000000,369.000000,podľa tabuliek,Vodný tok,1970,Nezistený,1.000000,6.000000,nan,7.250000,5.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A28300,3523A00402,382666,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,5,"(4.6, 6.72]","(1965.0, 2022.0]"
M7176,cesta III. triedy,1862,Most cez Svitavský potok za obcou Neporadza,4,48.825248,18.158352,286.975500,dosková,prefabrikovaný železobetón,49.000000,110.000000,358.000000,podľa tabuliek,Vodný tok,1965,Nezistený,1.000000,6.550000,nan,7.600000,6.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A25900,3523A26000,382558,Trenčín,2,2,2,2,3,3,3,3,4,4,4,4,4,"(4.6, 6.72]","(1949.333, 1965.0]"
M7423,cesta III. triedy,1863,Most cez potok Cípec v obci Svinná,1,48.792870,18.157770,241.460000,dosková,monolitický železobetón,7.000000,13.000000,22.000000,odhadom,Vodný tok,1932,Nezistený,1.000000,4.800000,nan,4.800000,nan,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A29100,3523A29200,382674,Trenčín,4,4,4,4,4,4,4,4,5,5,5,5,4,"(4.6, 6.72]","(999.999, 1949.333]"
M4870,cesta III. triedy,1863,Most cez potok Cípec za obcou Svinná,2,48.794621,18.155361,252.551500,dosková,prefabrikovaný železobetón,62.000000,118.000000,469.000000,podľa tabuliek,Vodný tok,1968,Nezistený,1.000000,7.000000,nan,8.000000,7.500000,nan,nan,TN SK,SC TN SK - TN,Trenčín,3523A29200,3523A29300,382675,Trenčín,3,3,3,3,4,4,4,4,4,4,4,4,3,"(6.72, 11.0]","(1965.0, 2022.0]"
M5932,cesta III. triedy,1823,Most cez rieku Bebrava v obci Horné Ozorovce,2,48.741413,18.239172,203.839999,dosková,prefabrikovaný predpätý betón,40.000000,104.000000,336.000000,porovnávací výpočet,Vodný tok,1987,Nezistený,1.000000,24.550000,nan,9.500000,9.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A00901,3523A05200,7748,Trenčín,4,4,4,4,4,3,3,3,3,3,3,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M572,cesta III. triedy,1823,Most cez potok Jelešnica v obci Lútov,4,48.773138,18.280213,238.399000,dosková,monolitický železobetón,19.000000,46.000000,294.000000,podľa tabuliek,Vodný tok,1968,Nezistený,1.000000,5.050000,nan,6.900000,6.100000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A13800,3523A13900,218484,Trenčín,3,3,3,3,3,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(1965.0, 2022.0]"
M6429,cesta III. triedy,1824,Most cez rieku Bebrava v obci Krásna Ves,1,48.830390,18.235245,254.536999,dosková,prefabrikovaný predpätý betón,32.000000,57.000000,193.000000,porovnávací výpočet,Vodný tok,1964,Nezistený,1.000000,12.450000,nan,9.750000,7.150000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A12902,3523A13000,1363533,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1949.333, 1965.0]"
M4481,cesta III. triedy,1825,Most cez potok Jelešnica v obci Prusy,1,48.758421,18.260364,219.559999,dosková,monolitický železobetón,4.000000,5.000000,42.000000,porovnávací výpočet,Vodný tok,1929,Nezistený,1.000000,5.000000,nan,4.600000,4.600000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A06200,3523A47300,7960,Trenčín,6,6,6,6,6,6,6,6,6,6,6,6,6,"(4.6, 6.72]","(999.999, 1949.333]"
M6178,cesta III. triedy,1825,Most cez potok Dubnička v obci Dubnička,2,48.765873,18.301706,247.264500,dosková,monolitický železobetón,10.000000,24.000000,151.000000,podľa tabuliek,Vodný tok,1947,Nezistený,1.000000,4.900000,nan,5.000000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A14300,3523A14400,218489,Trenčín,4,4,4,4,4,4,4,4,4,4,6,6,6,"(4.6, 6.72]","(999.999, 1949.333]"
M1912,cesta III. triedy,1827,Most cez potok Svinica v obci Dolné Ozorovce,2,48.723280,18.247786,200.232250,dosková,monolitický železobetón,22.000000,22.000000,43.000000,porovnávací výpočet,Vodný tok,1942,Nezistený,1.000000,10.500000,nan,6.000000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A38400,3523A03000,968066,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5,"(6.72, 11.0]","(999.999, 1949.333]"
M881,cesta III. triedy,1827,Most cez potok pred obcou Malé Chlievany,3,48.717057,18.232746,201.286999,dosková,monolitický železobetón,10.000000,32.000000,280.000000,podľa tabuliek,Vodný tok,1935,Nezistený,1.000000,2.050000,nan,4.500000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A03000,3523A38500,9269,Trenčín,4,4,4,4,4,4,4,4,4,4,4,3,3,"(1.999, 3.25]","(999.999, 1949.333]"
M2933,cesta III. triedy,1827,Most cez potok Inovec pred obcou Veľké Chlievany,4,48.706706,18.224328,199.287249,klenbová,kameň,16.000000,45.000000,390.000000,porovnávací výpočet,Vodný tok,1908,Nezistený,1.000000,5.000000,nan,4.950000,4.950000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A44200,3523A02600,1362253,Trenčín,5,5,5,5,5,4,4,4,4,4,4,4,4,"(4.6, 6.72]","(999.999, 1949.333]"
M6510,cesta III. triedy,1828,Most cez potok Svinica v obci Dolné Ozorovce,1,48.728896,18.242647,202.910499,klenbová,kameň,11.000000,22.000000,79.000000,porovnávací výpočet,Vodný tok,1898,Nezistený,2.000000,15.600000,nan,6.500000,6.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A19000,3523A19100,218539,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(999.999, 1949.333]"
M97,cesta III. triedy,1770,Most cez potok Radiša v obci Uhrovec,1,48.738366,18.337023,238.521250,dosková,prefabrikovaný predpätý betón,33.000000,64.000000,179.000000,porovnávací výpočet,Vodný tok,1969,Nezistený,1.000000,15.350000,nan,7.500000,6.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A03300,3524A61200,7349,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M7112,cesta III. triedy,1770,Most cez potok za obcou Uhrovec,2,48.741026,18.330569,242.558000,dosková,monolitický železobetón,10.000000,32.000000,280.000000,podľa tabuliek,Vodný tok,1949,Nezistený,1.000000,2.050000,nan,7.000000,nan,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A60800,3523A47100,1362287,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M4269,cesta III. triedy,1770,Most cez Krátky potok za obcou Uhrovec,3,48.739937,18.317428,234.740500,dosková,monolitický železobetón,10.000000,32.000000,280.000000,podľa tabuliek,Vodný tok,1948,Nezistený,1.000000,2.700000,nan,6.200000,6.200000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A47100,3523A47000,1362286,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(1.999, 3.25]","(999.999, 1949.333]"
M1921,cesta III. triedy,1770,Most cez potok Radiša v obci Horné Naštice,5,48.733182,18.297114,221.229250,dosková,prefabrikovaný predpätý betón,30.000000,60.000000,170.000000,porovnávací výpočet,Vodný tok,1984,Nezistený,1.000000,12.900000,nan,10.950000,8.450000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A46500,3523A46600,1362280,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M7537,cesta III. triedy,1770,Most cez potok Radiša v obci Biskupice,9,48.709033,18.240664,197.137250,dosková,prefabrikovaný predpätý betón,25.000000,45.000000,101.000000,porovnávací výpočet,Vodný tok,1969,Nezistený,1.000000,15.600000,nan,10.100000,7.600000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A08700,3523A08800,218432,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4,"(11.0, 260.36]","(1965.0, 2022.0]"
M2877,cesta III. triedy,1770,Most cez rieku Bebrava v obci Biskupice,10,48.707041,18.238115,196.653500,dosková,oceľobetón,11.000000,14.000000,55.000000,porovnávací výpočet,Vodný tok,1959,Nezistený,2.000000,17.100000,nan,6.000000,5.000000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A40000,3523A08900,968496,Trenčín,4,4,4,4,4,4,4,4,4,4,5,5,5,"(11.0, 260.36]","(1949.333, 1965.0]"
M2934,cesta III. triedy,1770,Most cez potok Haláčovka pred obcou Haláčovce,11,48.702907,18.194553,217.568499,dosková,monolitický železobetón,24.000000,53.000000,211.000000,podľa tabuliek,Vodný tok,1956,Nezistený,1.000000,8.000000,nan,7.600000,6.500000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3523A43900,3523A43800,1362250,Trenčín,3,3,3,3,3,4,4,4,4,4,5,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M3720,cesta III. triedy,1831,Most cez potok Radiša v obci Uhrovec,1,48.747451,18.340560,246.361000,dosková,prefabrikovaný železobetón,50.000000,86.000000,390.000000,podľa tabuliek,Vodný tok,1963,Nezistený,1.000000,8.900000,nan,9.700000,7.200000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A06400,3524A06500,218375,Trenčín,3,3,3,3,3,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M4150,cesta III. triedy,1831,Most cez potok Dobrovka v obci Žitná,2,48.766106,18.343526,261.751749,dosková,oceľobetón,39.000000,56.000000,368.000000,porovnávací výpočet,Vodný tok,1958,Nezistený,1.000000,10.000000,nan,7.800000,6.300000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A06700,3524A05701,218378,Trenčín,4,4,4,4,4,4,4,4,4,4,4,5,5,"(6.72, 11.0]","(1949.333, 1965.0]"
M2116,cesta III. triedy,1831,Most cez Záhumenský potok v obci Radiša,3,48.772120,18.344970,272.935500,dosková,monolitický železobetón,16.000000,56.000000,392.000000,porovnávací výpočet,Vodný tok,1928,Nezistený,1.000000,2.360000,nan,7.500000,7.100000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A05702,3524A62300,240108,Trenčín,2,2,2,2,2,4,4,4,4,4,4,5,5,"(1.999, 3.25]","(999.999, 1949.333]"
M5484,cesta III. triedy,1831,Most cez potok Rakovec za obcou Radiša,4,48.791027,18.349648,301.259000,dosková,prefabrikovaný železobetón,32.000000,80.000000,196.000000,porovnávací výpočet,Vodný tok,1924,Nezistený,1.000000,4.030000,nan,8.180000,8.180000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A05702,3524A62300,240108,Trenčín,2,2,2,2,2,3,3,3,3,3,3,3,3,"(3.25, 4.6]","(999.999, 1949.333]"
M5664,cesta III. triedy,1831,Most cez Jarok v obci Kšinná,5,48.801422,18.350540,311.262000,dosková,monolitický železobetón,16.000000,42.000000,316.000000,podľa tabuliek,Vodný tok,1959,Nezistený,1.000000,3.550000,nan,8.100000,7.000000,nan,nan,TN SK,SC TN SK - PD,Bánovce nad Bebravou,3524A62300,3524A62200,1363513,Trenčín,3,3,3,3,3,3,3,3,3,3,3,4,4,"(3.25, 4.6]","(1949.333, 1965.0]"
