ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M4823,cesta III. triedy,2493,"2493-008 Most cez potok Vyhnianka v km 6,98 Vyhne (065017-008)",8,48.50055847,18.813483431,368.425,dosková,prefabrikovaný železobetón,56.0,168.0,601.0,odhadom,Vodný tok,1976,Nezistený,1,4.3,Nezistený,6,5.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3633A24500,3633A24600,383807,Banská Bystrica,3,3,3,4,4,4,4,4,4,4,4,4,4
M7809,cesta III. triedy,2493,"2493-009 Most cez potok Vyhnianka v km 7,406 Vyhne (065017-009)",9,48.499203035,18.818531198,384.873999,dosková,prefabrikovaný železobetón,52.0,133.0,420.0,odhadom,Vodný tok,1968,Nezistený,1,5.9,Nezistený,8.3,6.8,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3633A24700,3633A24800,383809,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M6845,cesta III. triedy,2493,"2493-010 Most cez potok Vyhnianka v km 8,302 Vyhne (065017-010)",10,48.49834,18.82927,411.71,dosková,prefabrikovaný železobetón,26.0,72.0,542.0,odhadom,Vodný tok,1975,Nezistený,1,4,Nezistený,5.8,5.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3633A24900,3633B00400,383811,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4
M751,cesta III. triedy,2493,"2493-011 Most cez potok Vyhnianka v km 8,869 Vyhne (065017-011)",11,48.494678995,18.835126991,436.183999,dosková,monolitický železobetón,16.0,42.0,316.0,odhadom,Vodný tok,1958,Nezistený,1,3.5,Nezistený,6,5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3633A24900,3633B00400,383811,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,5
M5047,cesta III. triedy,2493,"2493-12 Most cez potok Vyhnianka v km 9,640 (065017-012)",12,48.493114776,18.843648107,471.391,klenbová,oceľ -  plnostenná,50.0,60.0,100.0,podľa tabuliek,Vodný tok,1980,Nezistený,1,11.6,Nezistený,6.5,6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Banská Štiavnica,3633B00400,3633A06400,6440,Banská Bystrica,2,2,2,2,3,3,3,3,3,3,3,3,3
M5495,cesta III. triedy,2493,"2493-13 Most cez potok Vyhnianka v km 10,940 Vyhne (065017-013)",13,48.4873,18.85797,595.95068359375,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,2006,Nezistený,1,4.45,Nezistený,6.93,6.93,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Banská Štiavnica,3633B00400,3633A06400,6440,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,2,3
M3559,cesta III. triedy,2493,"2493-14 Most cez potok Vyhnianka v km 11,275 Banky (065017-014)",14,48.48644,18.86094,579.17,klenbová,oceľ -  plnostenná,40.0,80.0,110.0,projektovaná,Vodný tok,2001,Nezistený,1,4.4,Nezistený,6.2,5.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Banská Štiavnica,3633B00400,3633A06400,6440,Banská Bystrica,1,1,1,2,2,2,2,2,2,2,2,2,4
M961,cesta III. triedy,2530,"2530-001 Most cez Hodrušský potok v km 4,759 Hodruša Hámre (065018-001)",1,48.46587,18.83577,447.4,klenbová,kameň,50.0,130.0,420.0,odhadom,Vodný tok,1870,Nezistený,1,2.25,Nezistený,4.4,Nezistený,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A34200,3633A34300,423743,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M3789,cesta III. triedy,2530,"2530-002 Most cez Hodrušský potok v km 5,016 Hodruša Hámre (065018-002)",2,48.46519,18.8328,437.46,klenbová,kameň,21.0,56.0,176.0,odhadom,Vodný tok,1870,Nezistený,1,2.45,Nezistený,8.5,8.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A34200,3633A34300,423743,Banská Bystrica,5,5,6,6,6,6,6,6,6,6,6,6,6
M837,cesta III. triedy,2530,"2530-004 Most cez Hodrušský potok v km 6,288 Hodruša Hámre (065018-004)",4,48.46047,18.81801,387.31,klenbová,kameň,10.0,31.0,127.0,odhadom,Vodný tok,1800,Nezistený,1,3.7,Nezistený,5.98,5.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A34401,3633A41700,423745,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M191,cesta III. triedy,2530,"2530-005 Most cez Hodrušský potok v km 7,755 Hodruša Hámre (065018-005)",5,48.453152636,18.802628894,350.467499,klenbová,kameň,8.0,25.0,112.0,odhadom,Vodný tok,1810,Nezistený,1,3.9,Nezistený,5,4.4,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A34600,3633A02600,423747,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M1557,cesta III. triedy,2530,"2530-006 Most cez Hodrušský potok v km 8,754 Hodruša Hámre (065018-006)",6,48.45308,18.78982,330.37,dosková,prefabrikovaný železobetón,63.0,118.0,518.0,odhadom,Vodný tok,1962,Nezistený,1,8.15,Nezistený,7.65,5.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A27800,3633A28300,423616,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M1678,cesta III. triedy,2530,"2530-007 Most cez Hodrušský potok v km 12,068 Hodruša Hámre (065018-007)",7,48.460749528,18.75040899,286.50925,klenbová,kameň,9.0,35.0,154.0,odhadom,Vodný tok,1870,Nezistený,1,3.7,Nezistený,4.8,Nezistený,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A29400,3633A29500,423632,Banská Bystrica,3,3,3,3,5,5,5,5,5,4,4,4,4
M2812,cesta III. triedy,2530,"2530-008 Most cez Hodrušský potok v km 12,276 Hodruša Hámre (065018-008)",8,48.46073,18.74771,269.16,iná,iný materiál,14.0,34.0,108.0,odhadom,Vodný tok,1830,Nezistený,1,3.98,Nezistený,7.15,7.15,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A29500,3633A29800,423633,Banská Bystrica,4,4,4,4,4,4,4,4,4,3,3,3,4
M1204,cesta III. triedy,2530,"2530-009 Most cez Hodrušský potok v km 14,096 Žarnovica (065018-009)",9,48.466292359,18.726962084,225.6345,dosková,monolitický železobetón,11.0,30.0,234.0,odhadom,Vodný tok,1948,Nezistený,1,5.45,Nezistený,7.5,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A30200,3633A30500,423640,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M1757,cesta III. triedy,2530,"2530-010 Most nad traťou ŽSR, cestou RI/65 a riekou Hron Žarnovica (065018-010 )",10,48.474869279,18.722579676,222.888,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Železnica,  Vodný tok",1998,Nezistený,6,163.78,Nezistený,12.69,8.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A33700,3633A33800,423738,Banská Bystrica,2,2,2,2,2,3,3,3,3,3,3,3,3
M2165,cesta III. triedy,2520,"2520-001 Most cez Kohútovský potok v km 0,195 Banská Hodruša (065019-001)",1,48.451440029,18.803383366,357.862999,klenbová,kameň,31.0,81.0,257.0,podľa tabuliek,Vodný tok,1941,Nezistený,1,2.63,Nezistený,7.91,6.2,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žarnovica,3633A34700,3633A41600,423770,Banská Bystrica,5,5,5,5,5,5,5,5,5,6,6,6,6
M7001,cesta III. triedy,2520,"2520-2 Most cez potok Richňava v km 5,141 Kopanice (065019-002)",2,48.426116817,18.8020124,496.171,dosková,monolitický železobetón,20.0,23.0,189.0,odhadom,Vodný tok,1949,Nezistený,1,3.4,Nezistený,5,Nezistený,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Banská Štiavnica,3633B00900,3633A35300,986662,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M1529,cesta III. triedy,2494,"2494-002 Most cez rieku Hron v km 0,641 Bukovina (065021-002)",2,48.532910933,18.735603879,227.12775,dosková,prefabrikovaný predpätý betón,35.0,101.0,204.0,zaťažovacou skúškou,Vodný tok,1980,Nezistený,3,65.65,71,9,6.5,461.5,590.85,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A18500,3631A18600,383971,Banská Bystrica,3,3,4,4,4,4,4,4,4,4,4,4,4
M5053,cesta III. triedy,2495,"2495-002 Most cez rieku Hron v km 1,074 Dolná Ždaňa (065023-002)",2,48.541835884,18.770452426,230.91525,dosková,prefabrikovaný predpätý betón,26.0,77.0,206.0,odhadom,Vodný tok,1970,Nezistený,6,115.85,Nezistený,9,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A31200,3631A03300,386147,Banská Bystrica,3,3,4,4,4,4,4,4,4,4,4,4,4
M144,cesta III. triedy,2495,"2495-004 Most cez Prochotský potok v km 4,916 Horná Ždaňa (065023-004)",4,48.570500048,18.747899313,300.2535,trámová,monolitický železobetón,22.0,45.0,284.0,odhadom,Vodný tok,1933,Nezistený,1,6.4,Nezistený,7,6.3,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A32500,3631A32600,386160,Banská Bystrica,2,2,2,2,3,3,3,3,3,3,3,3,3
M2245,cesta III. triedy,2495,"2495-005 Most cez Prochotský potok v km 6,526 Horná Ždaňa (065023-005)",5,48.57994814,18.733190911,338.6085,dosková,monolitický železobetón,29.0,42.0,273.0,odhadom,Vodný tok,1934,Nezistený,1,8,Nezistený,5.65,Nezistený,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A03403,3631A34000,386174,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4
M4468,cesta III. triedy,2495,"2495-006 Most cez Prochotský potok  v km 6,882 Prochot (065023-006)",6,48.582181971,18.728717805,348.8285,trámová,monolitický železobetón,23.0,45.0,203.0,odhadom,Vodný tok,1934,Nezistený,1,6.5,Nezistený,5.7,5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A03403,3631A34000,386174,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4,4
M6322,cesta III. triedy,2495,"2495-008 Most cez Horský  potok v km 9,987 Prochot (065023-008)",8,48.586209085,18.72196921,376.11125,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,1976,Nezistený,1,7.55,Nezistený,7,6.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A34300,3631A34500,386178,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M2931,cesta III. triedy,2495,"2495-009 Most cez Prochotský potok v km 11,048 Prochot (065023-009)",9,48.603640964,18.709975426,448.123749,dosková,prefabrikovaný železobetón,55.0,105.0,473.0,odhadom,Vodný tok,1970,Nezistený,1,11,Nezistený,9,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A34500,3631A34700,386180,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M5309,cesta III. triedy,2495,"2495-010 Most cez Prochotský potok v km 11,398 Prochot (065023-010)",10,48.60479734,18.709317742,453.98725,dosková,prefabrikovaný predpätý betón,22.0,44.0,278.0,odhadom,Vodný tok,1971,Nezistený,1,3.7,Nezistený,8.25,4.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A34500,3631A34700,386180,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4
M718,cesta III. triedy,2495,"2495-011 Most cez jarok v km 11,498 Prochot (065023-011)",11,48.614244045,18.706496371,510.690499,dosková,monolitický železobetón,30.0,44.0,347.0,odhadom,Vodný tok,1933,Nezistený,1,4.25,Nezistený,5.2,5.2,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A35500,3631A35700,386190,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,4
M4091,cesta III. triedy,2497,"2497-002 Most cez miestny potok v km 1,965 Prestavlky (065025-002)",2,48.584857027,18.758217517,291.309999,dosková,monolitický železobetón,13.0,43.0,350.0,odhadom,Vodný tok,1945,Nezistený,1,2.1,Nezistený,7.8,6.8,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A33100,3631A33201,386166,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M2384,cesta III. triedy,2498,"2498-002 Most cez Banský potok v km 2,172 Lehôtka pod Brehmi (065026-002)",2,48.53662534,18.80308776,251.668999,klenbová,oceľ -  plnostenná,40.0,80.0,110.0,projektovaná,Vodný tok,1999,Nezistený,1,3.1,Nezistený,10.2,8,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A07100,3631A07200,383819,Banská Bystrica,1,1,1,1,1,1,1,1,1,3,3,3,3
M6340,cesta III. triedy,2498,"2498-003 Most cez potok Teplá v km 2,847 Sklené Teplice (065026-003)",3,48.536260037,18.811139958,263.755,dosková,prefabrikovaný železobetón,42.0,99.0,523.0,odhadom,Vodný tok,1967,Nezistený,1,6.6,Nezistený,7.5,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A07300,3631A07500,383821,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4
M3650,cesta III. triedy,2498,"2498-004 Most cez potok Teplá v km 3,767 Sklené Teplice (065026-004)",4,48.538494293,18.822195859,279.4165,dosková,monolitický železobetón,20.0,49.0,253.0,odhadom,Vodný tok,1954,Nezistený,1,6.65,Nezistený,9,7.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A07300,3631A07500,383821,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M2268,cesta III. triedy,2498,"2498-005 Most cez potok Teplá v km 4,880 Sklené Teplice (065026-005)",5,48.543324111,18.835278462,295.395999,dosková,monolitický železobetón,19.0,35.0,196.0,odhadom,Vodný tok,1955,Nezistený,1,7.5,Nezistený,7.7,6.7,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A07300,3631A07500,383821,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M2725,cesta III. triedy,2498,"2498-006 Most cez potok Teplá v km 7,840 Sklené Teplice (065026-006)",6,48.529141754,18.863231581,342.838,dosková,prefabrikovaný železobetón,67.0,116.0,526.0,odhadom,Vodný tok,1957,Nezistený,1,9.2,Nezistený,8.75,6.55,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A07900,3631A42300,383827,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4,4
M4480,cesta III. triedy,2498,"2498-007 Most cez potok Teplička v km 8,826 Sklené Teplice (065026-007)",7,48.521108614,18.862485554,366.212249,dosková,monolitický železobetón,12.0,30.0,189.0,odhadom,Vodný tok,1951,Nezistený,1,5.1,Nezistený,7.6,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A08200,3631A03700,383830,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4,4
M4292,cesta III. triedy,2498,"2498-008 Most cez potok Teplička v km 9,786 Sklené Teplice (065026-008)",8,48.513622509,18.861342487,407.6385,klenbová,monolitický prostý betón,29.0,78.0,280.0,odhadom,Vodný tok,1959,Nezistený,1,5.35,Nezistený,8,8,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A03700,3631A05200,2409,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M6360,cesta III. triedy,2498,"2498-009 Most cez potok Teplička v km 10,158 Sklené Teplice (065026-009)",9,48.511793351,18.864734423,412.641,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,1910,Nezistený,1,3.97,Nezistený,6.6,6.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A03700,3631A05200,2409,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,2,2,2
M431,cesta III. triedy,2498,"2498-11 Most cez potok Teplička v km 13,339 Podhorie (065026-011)",11,48.507561937,18.903473811,516.993,dosková,monolitický železobetón,16.0,42.0,316.0,odhadom,Vodný tok,1958,Nezistený,1,4,Nezistený,7.5,6.5,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Banská Štiavnica,3631B00200,3633A07100,6484,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M4503,cesta III. triedy,2499,"2499-001 Most cez potok Teplá v km 0,017 Sklené Teplice (065027-001)",1,48.52092417,18.862182506,362.568499,dosková,monolitický železobetón,16.0,42.0,316.0,odhadom,Vodný tok,1964,Nezistený,1,4.8,Nezistený,6.3,5.1,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A03700,3631A08600,6486,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M4161,cesta III. triedy,2500,"2500-001 Most cez obecný potok v km 1,264 Šašovské Podhradie (065028-001)",1,48.579516864,18.897051486,252.051,dosková,monolitický železobetón,16.0,42.0,316.0,odhadom,Vodný tok,1956,Nezistený,1,4.05,Nezistený,6.6,5.4,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A41000,3631A16200,744502,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M2757,cesta III. triedy,2501,"2501-001 Most cez Kremnický potok v km 0,007 Kremnica (065029-001)",1,48.699391701,18.914312166,525.95225,trámová,prefabrikovaný železobetón,36.0,82.0,261.0,odhadom,Vodný tok,1985,Nezistený,1,7.26,Nezistený,14.85,9,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3613A00800,3613A18000,6657,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M3845,cesta III. triedy,2501,"2501-002 Most cez jarok v km 2,945 Lúčky (065029-002)",2,48.69713,18.89415,565.54,dosková,monolitický železobetón,32.0,61.0,222.0,odhadom,Vodný tok,1933,Nezistený,1,3.05,Nezistený,7.1,7.1,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3613A18900,3613A19100,386025,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M279,cesta III. triedy,2501,"2501-004 Most cez Kopernický potok v km 7,680 Kopernica (065029-004)",4,48.670605124,18.87230746,453.72775,dosková,prefabrikovaný železobetón,52.0,91.0,418.0,odhadom,Vodný tok,1969,Nezistený,1,7.85,Nezistený,7.5,6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3631A20200,3631A04900,386030,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3
M6443,cesta III. triedy,2502,"2502-001 Most cez inundáciu v km 0,423 Kunešov (065030-001)",1,48.740503436,18.896200228,776.316999,dosková,monolitický železobetón,22.0,34.0,229.0,odhadom,Záplavové územie,1930,Nezistený,1,4,Nezistený,4.6,4.6,Nezistený,18,BB SK,BBRSC-SEVER,Žiar nad Hronom,3613A19500,3613A19700,386118,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M5703,cesta III. triedy,2502,"2502-002 Most cez inundáciu v km 0,478 Kunešov (065030-002)",2,48.740284798,18.895552,776.622499,dosková,monolitický železobetón,29.0,61.0,222.0,odhadom,Záplavové územie,1930,Nezistený,1,3,Nezistený,4.45,4.45,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3613A19500,3613A19700,386118,Banská Bystrica,3,3,3,4,4,4,4,4,4,5,5,5,5
M1389,cesta III. triedy,2502,"2502-004 Most cez potok Kunešovka v km 2,860 Kunešov (065030-004)",4,48.731610567,18.869384099,775.2115,dosková,monolitický železobetón,23.0,48.0,336.0,odhadom,Vodný tok,1933,Nezistený,1,5.2,Nezistený,6.6,6.6,Nezistený,Nezistený,BB SK,BBRSC-SEVER,Žiar nad Hronom,3613A19700,3613A03200,386120,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4,4
M7711,cesta III. triedy,2170,Nezistený,1,48.757909563,18.923530867,688.811499,dosková,monolitický železobetón,14.0,32.0,98.0,odhadom,Vodný tok,1920,Nezistený,1,4.3,Nezistený,7.3,Nezistený,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A04900,3613A05000,376758,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M2201,cesta III. triedy,2171,Nezistený,1,48.781165745,18.86843354,587.65175,dosková,monolitický železobetón,16.0,30.0,100.0,odhadom,Vodný tok,1960,Nezistený,1,10,Nezistený,8.5,7.4,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A01200,3613A08601,9017,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M5808,cesta III. triedy,2171,Nezistený,3,48.7861535,18.8529025,571.223249,dosková,prefabrikovaný železobetón,46.0,95.0,254.0,odhadom,Vodný tok,1960,Nezistený,1,9,Nezistený,7.55,6.75,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A28200,3613A09001,710282,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M1533,cesta III. triedy,2171,Nezistený,4,48.78530161,18.837081913,564.984249,dosková,monolitický železobetón,28.0,46.0,196.0,odhadom,Vodný tok,1960,Nezistený,1,7.2,Nezistený,5,Nezistený,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A02700,3613A09500,9316,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M1598,cesta III. triedy,2171,Nezistený,5,48.786033054,18.831467596,575.22775,dosková,monolitický železobetón,27.0,50.0,252.0,odhadom,Vodný tok,1960,Nezistený,1,6.5,Nezistený,5.95,5.4,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A09800,3613A09900,376962,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M5590,cesta III. triedy,2171,Nezistený,6,48.785642581,18.828262536,580.046499,dosková,monolitický železobetón,15.0,40.0,224.0,odhadom,Vodný tok,1948,Nezistený,1,2.3,Nezistený,7,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A10200,3613A29800,376966,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M6709,cesta III. triedy,2172,065031_001 Most cez miestny potok v obci Sklené,1,48.783502178,18.842224963,583.312,klenbová,monolitický prostý betón,30.0,80.0,280.0,odhadom,Vodný tok,1932,Nezistený,1,2.2,Nezistený,6,6,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3613A09400,3613A02800,376958,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M2739,cesta III. triedy,2174,Nezistený,1,48.864579006,18.866691755,513.652,dosková,prefabrikovaný predpätý betón,28.0,72.0,210.0,odhadom,Cestná komunikácia,1977,Nezistený,2,45.14,Nezistený,11,8.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A00204,3611A00210,6601,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5
M7709,cesta III. triedy,2174,Nezistený,2,48.859542069,18.885285423,519.914999,trámová,prefabrikovaný predpätý betón,30.0,62.0,169.0,odhadom,Vodný tok,1964,Nezistený,1,9.15,Nezistený,7.5,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A05601,3613A29900,2448,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M2085,cesta III. triedy,2174,Nezistený,3,48.84939654,18.897298381,591.9875,dosková,prefabrikovaný železobetón,52.0,118.0,392.0,odhadom,Vodný tok,1964,Nezistený,1,3.55,Nezistený,7.5,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A05601,3613A29900,2448,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M7760,cesta III. triedy,2175,Nezistený,1,48.863669487,18.858775106,504.808,dosková,prefabrikovaný predpätý betón,26.0,42.0,90.0,podľa tabuliek,Vodný tok,1956,Nezistený,1,11.7,Nezistený,11.5,7.9,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A33900,3611A34000,376934,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
M1094,cesta III. triedy,2176,Nezistený,2,48.940372994,18.829739447,445.668749,trámová,prefabrikovaný predpätý betón,11.0,28.0,48.0,odhadom,Vodný tok,1963,Nezistený,2,44.2,Nezistený,10.5,8.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A04400,3611A02003,2494,Žilina,6,6,6,6,6,6,6,6,6,6,5,5,5
M4366,cesta III. triedy,2177,2177_002 Most cez miestny potok v obci Turčianske Teplice,2,48.8755,18.85382,490.25,dosková,monolitický železobetón,28.0,53.0,280.0,odhadom,Vodný tok,1952,Nezistený,1,8.8,Nezistený,10.3,7.3,Nezistený,111.24,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A33200,3611A33300,376927,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M5455,cesta III. triedy,2178,Nezistený,1,48.912639426,18.883896607,474.74725,dosková,prefabrikovaný železobetón,26.0,52.0,252.0,odhadom,Vodný tok,1973,Nezistený,1,4,Nezistený,11.2,7.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A05400,3611A28800,2477,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M1445,cesta III. triedy,2178,Nezistený,2,48.904624199,18.847285861,465.6735,trámová,monolitický železobetón,9.0,14.0,77.0,odhadom,Vodný tok,1973,Nezistený,1,6.6,Nezistený,6.9,6.9,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A28000,3611A03900,376875,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3
M4197,cesta III. triedy,2180,Nezistený,2,48.901029854,18.836776861,467.259749,dosková,prefabrikovaný železobetón,28.0,48.0,218.0,podľa tabuliek,Vodný tok,1964,Nezistený,2,19.1,Nezistený,9,7,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A27200,3611A27301,376867,Žilina,6,6,6,6,6,6,6,6,6,6,3,3,3
M960,cesta III. triedy,2181,Nezistený,1,48.912454032,18.831719492,457.701499,dosková,prefabrikovaný železobetón,37.0,86.0,265.0,odhadom,Vodný tok,1961,Nezistený,1,6.4,Nezistený,7.8,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - TUR,Turčianske Teplice,3611A04900,3611A28600,2475,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4
