Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64003,5,2112,M890,,1963,,1.0,3.55,,8.75,7.05,,,Bezchybný,trámová,prefabrikovaný železobetón,53.0,74.0,297.0,porovnávací výpočet,Vodný tok,18.542906785,47.817904237,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,7.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64005,2,2087,M1849,Most cez potok Mikulášov Dvor v obci Bátorové Kosihy.,1932,,1.0,3.0,,6.0,5.7,,,Dobrý,dosková,monolitický železobetón,4.0,19.0,86.0,porovnávací výpočet,Vodný tok,18.431045105,47.843016679,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64005,1,2087,M7257,,1932,,1.0,2.05,,6.3,6.0,,,Dobrý,dosková,monolitický železobetón,10.0,146.0,172.0,porovnávací výpočet,Vodný tok,18.424009423,47.838217868,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64010,2,9060,M378,Most cez potok v obci Pribeta.,1954,,1.0,3.0,,7.4,7.1,,,Dobrý,dosková,monolitický železobetón,13.0,51.0,229.0,porovnávací výpočet,"Vodný tok,  Kanál",18.296284606,47.914405447,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64012,2,1704,M2084,Most cez rieku Žitava v obci Bohatá.,1991,,1.0,16.7,,7.5,7.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,27.0,60.0,100.0,podľa tabuliek,Vodný tok,18.186304291,47.894429008,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64012,1,1704,M5775,,1964,,1.0,3.0,,8.0,7.0,,,Uspokojivý,dosková,monolitický železobetón,30.0,50.0,80.0,odhadom,Vodný tok,18.198639552,47.889877454,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64014,1,7041,M1325,,1930,,1.0,5.0,,6.36,5.2,,,Dobrý,dosková,monolitický železobetón,12.0,30.0,189.0,porovnávací výpočet,Vodný tok,18.306089914,48.02185136,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64015,2,1990,M7055,,1925,,1.0,4.6,,6.2,5.0,,,Dobrý,trámová,oceľ -  plnostenná,12.0,30.0,189.0,podľa tabuliek,Kanál,18.339077305,48.101769114,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,2.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64016,2,1613,M320,,1970,,1.0,7.8,,6.95,5.6,,,Uspokojivý,dosková,monolitický železobetón,25.0,37.0,166.0,odhadom,Vodný tok,18.286091019,48.2147704,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64016,3,1613,M662,,1974,,3.0,36.15,,8.0,5.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,34.0,57.0,229.0,odhadom,Vodný tok,18.293378976,48.21407703,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Levice, a.s.",cesta III. triedy,64017,1,1954,M5716,,1965,,1.0,5.0,,16.7,14.2,,,Dobrý,dosková,monolitický železobetón,12.0,43.0,168.0,porovnávací výpočet,Vodný tok,18.360587221,48.207334829,Nitriansky samosprávny kraj,Nitriansky kraj,Levice,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64019,2,1709,M6745,,1963,,3.0,35.0,,7.5,6.5,,,Uspokojivý,trámová,oceľ -  plnostenná,20.0,44.0,140.0,porovnávací výpočet,Vodný tok,18.165036604,47.864847185,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,4.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64021,1,9041,M5936,,1964,,1.0,14.2,,9.5,6.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,28.0,68.0,120.0,podľa tabuliek,Vodný tok,18.199984739,48.066138237,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64022,2,1639,M1697,,1950,,1.0,11.0,,7.5,6.4,,,Uspokojivý,dosková,monolitický železobetón,19.0,42.0,142.0,podľa tabuliek,Kanál,18.074485301,48.044312237,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,2.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64022,3,1327,M270,,1946,,1.0,6.2,,7.8,7.6,,,Dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,18.005636661,48.043267049,Nitriansky samosprávny kraj,Nitriansky kraj,Šaľa,3.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64025,1,1645,M4695,,1959,,1.0,5.1,,7.75,6.9,,,Veľmi dobrý,dosková,monolitický železobetón,19.0,46.0,294.0,podľa tabuliek,Kanál,18.091201453,48.140916606,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64025,3,1310,M1076,,1938,,1.0,9.0,,6.0,5.8,,,Uspokojivý,dosková,monolitický železobetón,9.0,19.0,30.0,porovnávací výpočet,Kanál,18.000753002,48.116826364,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,4.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64026,1,1637,M1175,,1943,,1.0,2.45,,6.2,6.2,,,Zlý,klenbová,tehla,8.0,9.0,86.0,porovnávací výpočet,Kanál,18.09710693,48.131020607,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64027,7,1648,M1096,,1950,,3.0,54.1,,6.88,6.88,,,Veľmi dobrý,dosková,monolitický železobetón,16.0,52.0,92.0,porovnávací výpočet,Vodný tok,18.220470552,48.15672986,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64027,5,1648,M510,,1962,,1.0,7.75,,8.0,7.0,,,Bezchybný,trámová,prefabrikovaný železobetón,42.0,60.0,180.0,porovnávací výpočet,Záplavové územie,18.213083828,48.155992959,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64027,2,1648,M4176,,1992,,2.0,22.2,,9.4,9.4,,,Dobrý,dosková,monolitický predpätý betón,30.0,70.0,110.0,porovnávací výpočet,Vodný tok,18.176506824,48.151778453,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64027,6,1648,M5976,,1927,,1.0,4.5,,7.44,6.66,,,Veľmi dobrý,dosková,monolitický železobetón,19.0,46.0,294.0,porovnávací výpočet,Záplavové územie,18.217744576,48.156478952,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64028,3,1629,M4778,,1943,,1.0,3.0,,5.8,5.8,,,Dobrý,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,18.113760288,48.20000546,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,5,114304,M3956,,1946,,1.0,7.2,,8.35,8.35,,,Dobrý,dosková,monolitický železobetón,10.0,18.0,125.0,odhadom,Vodný tok,18.150111321,48.342973931,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,4.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,7,9027,M5409,,1945,,1.0,4.15,,8.35,8.35,,,Dobrý,dosková,monolitický železobetón,13.0,20.0,198.0,odhadom,Vodný tok,18.177010158,48.354300504,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,5.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,8,9027,M7403,,1943,,3.0,34.5,,8.5,6.0,,,Veľmi dobrý,trámová,monolitický železobetón,33.0,61.0,181.0,odhadom,Cestná komunikácia,18.181814465,48.356381757,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,5.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,12,1502,M124,,1963,,1.0,5.0,,9.0,8.6,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,17.0,29.0,253.0,odhadom,Vodný tok,18.22367973,48.379685752,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,14,1502,M1918,,1942,,1.0,4.4,,8.0,8.0,,,Dobrý,dosková,monolitický železobetón,16.0,29.0,185.0,odhadom,Vodný tok,18.245790043,48.375041535,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,10,1502,M2545,,1957,,1.0,5.0,,7.3,6.3,,,Dobrý,trámová,oceľ -  plnostenná,23.0,62.0,354.0,odhadom,Vodný tok,18.204353592,48.365535791,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,11,1502,M6734,,1936,,3.0,27.2,,7.52,6.0,,,Zlý,trámová,monolitický železobetón,8.0,23.0,91.0,odhadom,Železnica,18.211901976,48.37399412,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,13,1502,M6962,,1942,,1.0,3.6,,8.0,7.5,,,Dobrý,dosková,monolitický železobetón,15.0,30.0,218.0,odhadom,Vodný tok,18.225939316,48.377085423,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,16,1491,M6988,,1956,,1.0,8.0,,9.0,6.6,,,Veľmi dobrý,dosková,monolitický železobetón,24.0,53.0,211.0,podľa tabuliek,Vodný tok,18.273405422,48.367383924,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,8.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,17,1492,M5172,,1936,,1.0,3.0,,8.0,8.0,,,Uspokojivý,dosková,monolitický železobetón,15.0,47.0,295.0,odhadom,Miestna komunikácia,18.29631229,48.37472622,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,9.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,18,1492,M698,,2000,,3.0,26.83,,7.5,7.5,,,Bezchybný,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,porovnávací výpočet,Železnica,18.302281717,48.379732799,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,9.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,21,1495,M4328,,1931,,1.0,10.6,,8.5,6.5,,,Zlý,trámová,monolitický železobetón,5.0,9.0,78.0,odhadom,Vodný tok,18.32673741,48.386843958,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,11.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,19,1495,M7340,,1930,,1.0,3.0,,8.0,6.6,,,Uspokojivý,dosková,monolitický železobetón,13.0,35.0,212.0,odhadom,Vodný tok,18.311408169,48.384687612,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,11.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,20,1495,M7367,,1931,,1.0,3.0,,7.6,6.0,,,Uspokojivý,dosková,monolitický železobetón,17.0,47.0,260.0,odhadom,Vodný tok,18.325803734,48.386214145,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,11.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,22,1842,M2401,,1942,,1.0,5.0,,7.5,7.5,,,Dobrý,klenbová,monolitický železobetón,19.0,30.0,220.0,odhadom,Vodný tok,18.34706627,48.385403837,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,12.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,23,1842,M4782,,1963,,1.0,8.05,,8.0,7.0,,,Dobrý,trámová,prefabrikovaný železobetón,24.0,32.0,166.0,odhadom,Vodný tok,18.358542049,48.388733599,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,12.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64033,25,1849,M3425,,1963,,1.0,11.0,,12.2,9.0,,,Uspokojivý,dosková,monolitický železobetón,28.0,54.0,204.0,odhadom,Vodný tok,18.380153332,48.387350078,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,14.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64039,1,1496,M1128,,1958,,1.0,7.85,,11.0,8.0,,,Bezchybný,dosková,monolitický železobetón,19.0,49.0,202.0,podľa tabuliek,Vodný tok,18.328799722,48.39713424,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64040,1,1841,M5412,,1961,,1.0,8.25,,10.3,6.5,,,Bezchybný,trámová,prefabrikovaný železobetón,19.0,49.0,194.0,podľa tabuliek,Vodný tok,18.353065001,48.397176396,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64040,2,1838,M7513,,1960,,1.0,8.0,,8.8,6.9,,,Dobrý,trámová,oceľ -  plnostenná,16.0,37.0,186.0,odhadom,Vodný tok,18.327577745,48.426924096,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,2.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64040,3,6458,M4836,,1961,,1.0,4.9,,9.1,6.1,,,Dobrý,dosková,prefabrikovaný železobetón,18.0,34.0,181.0,odhadom,Vodný tok,18.31531987,48.462354095,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,3.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64041,2,1840,M3225,,1963,,1.0,7.0,,9.2,7.4,,,Veľmi dobrý,dosková,prefabrikovaný železobetón,18.0,29.0,115.0,odhadom,Vodný tok,18.382034015,48.444909559,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,2.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64041,3,1840,M4333,,1973,,1.0,6.2,,8.1,7.1,,,Veľmi dobrý,trámová,prefabrikovaný železobetón,20.0,28.0,150.0,odhadom,Vodný tok,18.393665481,48.430655203,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,2.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64042,2,7511,M47,064042-002 Most cez rieku Chocina v meste Topoľčany,1948,,1.0,10.6,,17.0,9.0,,,Uspokojivý,dosková,monolitický železobetón,25.0,61.0,168.0,porovnávací výpočet,Vodný tok,18.161574534,48.550674691,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64043,1,1484,M4375,,1999,,1.0,2.5,,7.5,6.0,,,Bezchybný,rámová,prefabrikovaný železobetón,32.0,80.0,196.0,odhadom,Vodný tok,18.317452538,48.419718557,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64044,2,1477,M1401,,1950,,1.0,2.25,,12.0,10.0,,,Veľmi dobrý,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,18.123203183,48.37500013,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64044,1,1477,M7327,,1958,,1.0,5.5,,8.8,7.1,,,Dobrý,trámová,prefabrikovaný železobetón,16.0,30.0,164.0,odhadom,Vodný tok,18.106516967,48.387451195,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64045,1,1475,M474,,1952,,1.0,3.0,,7.0,6.0,,,Dobrý,trámová,oceľ -  plnostenná,20.0,25.0,40.0,odhadom,Vodný tok,18.127726851,48.398143718,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64046,1,1473,M347,,1955,,1.0,5.0,,7.7,6.7,,,Dobrý,dosková,monolitický železobetón,13.0,36.0,207.0,odhadom,Vodný tok,18.147168458,48.422281285,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64046,2,1473,M389,,1959,,1.0,4.5,,7.6,7.0,,,Dobrý,dosková,monolitický železobetón,16.0,47.0,262.0,odhadom,Vodný tok,18.158798007,48.421757821,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,1.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Prievidza,cesta III. triedy,64049,6,7489,M3137,,1932,,1.0,2.5,,6.0,6.0,,,Uspokojivý,dosková,monolitický železobetón,11.0,32.0,280.0,podľa tabuliek,Vodný tok,18.331036119,48.554605207,Trenčiansky samosprávny kraj,Trenčianský kraj,Partizánske,4.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Prievidza,cesta III. triedy,64049,7,7489,M668,,1963,,1.0,4.0,,7.7,6.7,,,Dobrý,dosková,monolitický železobetón,16.0,42.0,316.0,podľa tabuliek,Vodný tok,18.337316461,48.5502525,Trenčiansky samosprávny kraj,Trenčianský kraj,Partizánske,4.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Prievidza,cesta III. triedy,64049,5,7489,M878,,1932,,1.0,2.5,,7.7,7.7,,,Uspokojivý,trámová,monolitický železobetón,16.0,33.0,207.0,porovnávací výpočet,Vodný tok,18.325482926,48.560121343,Trenčiansky samosprávny kraj,Trenčianský kraj,Partizánske,4.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Prievidza,cesta III. triedy,64049,8,6703,M4020,,1932,,1.0,3.0,,7.0,6.5,,,Dobrý,dosková,monolitický železobetón,12.0,28.0,249.0,porovnávací výpočet,Vodný tok,18.363622744,48.531845789,Trenčiansky samosprávny kraj,Trenčianský kraj,Partizánske,5.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Prievidza,cesta III. triedy,64049,9,6703,M681,,1957,,1.0,5.0,,8.9,8.1,,,Dobrý,dosková,monolitický železobetón,19.0,46.0,294.0,podľa tabuliek,Vodný tok,18.372448991,48.525581068,Trenčiansky samosprávny kraj,Trenčianský kraj,Partizánske,5.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64049,11,1822,M228,,1942,,1.0,4.15,,5.8,5.8,,,Dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,18.425059599,48.501163076,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,6.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64049,10,1822,M4175,,1942,,1.0,3.0,,7.0,7.0,,,Dobrý,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,18.418272756,48.507042776,Nitriansky samosprávny kraj,Nitriansky kraj,Zlaté Moravce,6.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64052,1,6820,M6125,064052-001 Most cez rieku Nitra v obci Koniarovce,1979,,2.0,57.38,,9.0,6.5,,,Zlý,dosková,prefabrikovaný predpätý betón,24.0,60.0,85.0,porovnávací výpočet,Vodný tok,18.097174474,48.428493462,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,1.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64052,2,6457,M374,,1940,,1.0,4.0,,7.0,7.0,,,Uspokojivý,trámová,monolitický železobetón,12.0,40.0,294.0,odhadom,Vodný tok,18.112727339,48.426984615,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,2.0,1.0
"Regionálna správa a údržba ciest Nitra, a.s.",cesta III. triedy,64052,3,6457,M7196,,1942,,1.0,5.0,,7.2,7.0,,,Dobrý,trámová,monolitický železobetón,17.0,32.0,194.0,odhadom,Vodný tok,18.115941281,48.425885249,Nitriansky samosprávny kraj,Nitriansky kraj,Nitra,2.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64053,2,7409,M6381,064053-002 most cez potok Perky za obcou Čermany,1930,,1.0,4.0,,5.4,5.4,,,Dobrý,dosková,monolitický železobetón,22.0,26.0,145.0,porovnávací výpočet,Vodný tok,18.031379047,48.469243464,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,1.0,2.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64055,3,7416,M3576,064055-003 most cez potok za obcou Ludanice /Dolina /,1933,,1.0,2.7,,6.0,6.0,,,Uspokojivý,klenbová,tehla,22.0,60.0,201.0,porovnávací výpočet,Vodný tok,18.097928863,48.50873488,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,2.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64055,4,7416,M5372,064055-004 most cez potok Perky v obci Horné Obdokovce,1962,,1.0,8.85,,10.15,8.15,,,Dobrý,dosková,prefabrikovaný železobetón,35.0,72.0,195.0,podľa tabuliek,Vodný tok,18.052436791,48.495465515,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,2.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64055,5,7430,M6692,064055-005 most cez potok Hlavinka v obci Obsolovce,1931,,1.0,4.6,,6.8,6.3,,,Uspokojivý,dosková,monolitický železobetón,10.0,24.0,151.0,podľa tabuliek,Vodný tok,18.010458953,48.502361587,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,3.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64056,1,8029,M3804,064056-001 most cez potok za obcou Ludanice,1973,,1.0,8.0,,7.5,6.5,,,Dobrý,dosková,prefabrikovaný železobetón,57.0,123.0,340.0,podľa tabuliek,Vodný tok,18.123798518,48.501344779,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,1.0,1.0
"Regionálna správa a údržba ciest Topoľčany, a.s.",cesta III. triedy,64056,2,8029,M5591,064056-002 Most cez rieku Nitra v obci Kovarce,1973,,5.0,127.6,,9.0,6.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,20.0,62.0,106.0,porovnávací výpočet,Vodný tok,18.14998343,48.500466579,Nitriansky samosprávny kraj,Nitriansky kraj,Topoľčany,1.0,1.0
