Správca CK,Trieda CK,Číslo CK,Evidenčné číslo mosta,Usek,ID mosta,Názov mosta,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,LongitudeE,LatitudeN,Vlastník CK,KRAJ,OKRES,PORADIE,POKRAC
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,61069,1,1079,M6522,,1918,,1.0,9.5,,7.6,,,,Uspokojivý,klenbová,tehla,50.0,71.0,119.0,odhadom,Vodný tok,17.694546021,48.422115964,Trnavský samosprávny kraj,Trnavský kraj,Trnava,1.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Považská Bystrica,cesta III. triedy,61073,1,7265,M3157,Most v obci Plevník,1935,,1.0,5.1,,8.7,8.0,,44.37,Dobrý,dosková,monolitický železobetón,12.0,30.0,189.0,podľa tabuliek,Vodný tok,18.499609158,49.167714466,Trenčiansky samosprávny kraj,Trenčianský kraj,Považská Bystrica,2.0,1.0
Správa ciest Trenčianskeho samosprávneho kraja - Stredisko údržby Trenčín,cesta III. triedy,61074,1,8122,M3583,,1966,,1.0,4.2,,7.4,6.8,,,Uspokojivý,trámová,oceľ -  plnostenná,18.0,22.0,36.0,odhadom,Vodný tok,17.902772215,48.839397366,Trenčiansky samosprávny kraj,Trenčianský kraj,Trenčín,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62002,1,8728,M4589,,1904,,1.0,12.9,,11.0,6.5,,,Zlý,priehradová,oceľ -  priehradová,25.0,37.0,62.0,odhadom,Vodný tok,17.607174526,48.193853225,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62002,3,609,M2495,,1989,,1.0,18.96,,15.5,11.0,,,Dobrý,dosková,prefabrikovaný predpätý betón,35.0,101.0,294.0,odhadom,Vodný tok,17.648135908,48.207115519,Trnavský samosprávny kraj,Trnavský kraj,Galanta,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62002,4,90192,M3551,,1965,,1.0,4.0,,11.0,6.5,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,90.0,odhadom,Vodný tok,17.658066109,48.217927577,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,3.0
Regionálne cesty Bratislava,cesta III. triedy,62004,1,8787,M3232,062004_001 Most nad diaľnicou D1 - Čataj - Igram,1978,,3.0,56.38,,7.5,7.5,,422.85,Dobrý,trámová,monolitický predpätý betón,12.0,59.0,104.0,odhadom,Cestná komunikácia,17.471791292,48.279740517,Bratislavský samosprávny kraj,Bratislavský kraj,Senec,11.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62005,5,629,M1009,,1934,,1.0,3.5,,6.0,4.8,,,Dobrý,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,17.551127599,48.215746551,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62005,3,629,M6509,,1934,,1.0,4.0,,6.0,5.0,,,Veľmi dobrý,dosková,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,17.564510436,48.22637134,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62005,1,629,M7444,,1963,,1.0,2.1,,10.75,10.1,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,17.568118189,48.22917689,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62005,2,629,M7650,,1934,,1.0,7.0,,6.1,4.8,,,Dobrý,trámová,monolitický železobetón,40.0,50.0,80.0,odhadom,Vodný tok,17.566434043,48.22784805,Trnavský samosprávny kraj,Trnavský kraj,Galanta,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62007,3,1288,M1829,,1966,,1.0,27.8,,8.9,6.8,,,Dobrý,trámová,prefabrikovaný predpätý betón,50.0,60.0,100.0,odhadom,Vodný tok,17.667036273,48.149728915,Trnavský samosprávny kraj,Trnavský kraj,Galanta,2.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,4,620,M3305,,1938,,1.0,4.4,,10.1,8.5,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,17.634411411,48.263950019,Trnavský samosprávny kraj,Trnavský kraj,Galanta,4.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,3,620,M7140,,1942,,1.0,4.3,,7.7,6.9,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,17.638495519,48.259250047,Trnavský samosprávny kraj,Trnavský kraj,Galanta,4.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,1,620,M743,,1924,,1.0,6.8,,10.2,8.5,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,17.63502837,48.220689338,Trnavský samosprávny kraj,Trnavský kraj,Galanta,4.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,6,592,M5699,,1932,,2.0,21.99,,9.9,8.6,,,Uspokojivý,dosková,monolitický železobetón,16.0,32.0,40.0,odhadom,Vodný tok,17.631547858,48.295895806,Trnavský samosprávny kraj,Trnavský kraj,Trnava,6.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,006A,6625,M7599,,1998,,4.0,68.21,,7.5,7.5,,,Bezchybný,dosková,monolitický železobetón,32.0,80.0,196.0,odhadom,Cestná komunikácia,17.645430165,48.314542968,Trnavský samosprávny kraj,Trnavský kraj,Trnava,7.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,8,1120,M3945,,1965,,1.0,3.0,,9.0,,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Kanál,17.664061628,48.33801668,Trnavský samosprávny kraj,Trnavský kraj,Trnava,8.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,11,6562,M5662,,1965,,1.0,2.5,,6.2,,,,Veľmi dobrý,dosková,monolitický železobetón,50.0,60.0,100.0,odhadom,Záplavové územie,17.696337586,48.401148539,Trnavský samosprávny kraj,Trnavský kraj,Trnava,9.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,12,6562,M6138,,1936,,1.0,6.0,,5.5,,,,Dobrý,trámová,monolitický železobetón,50.0,60.0,100.0,odhadom,Vodný tok,17.699471393,48.411446677,Trnavský samosprávny kraj,Trnavský kraj,Trnava,9.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,9,6562,M6802,,1935,,1.0,6.2,,5.6,,,,Dobrý,dosková,monolitický železobetón,35.0,40.0,70.0,odhadom,Vodný tok,17.67761604,48.361096818,Trnavský samosprávny kraj,Trnavský kraj,Trnava,9.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Trnava,cesta III. triedy,62008,008A,6562,M787,,1982,,3.0,67.66,,7.5,7.5,,,Veľmi dobrý,dosková,prefabrikovaný predpätý betón,39.0,108.0,197.0,odhadom,Cestná komunikácia,17.677685643,48.358836214,Trnavský samosprávny kraj,Trnavský kraj,Trnava,9.0,1.0
Regionálne cesty Bratislava,cesta III. triedy,63002,2,6316,M3027,063002_002 Most cez závlahový kanál - Tomášov - Studené,1963,,1.0,7.8,,7.5,6.5,,58.5,Dobrý,dosková,prefabrikovaný železobetón,49.0,97.0,342.0,odhadom,Kanál,17.316633926,48.137916276,Bratislavský samosprávny kraj,Bratislavský kraj,Senec,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63018,1,912,M7129,,1963,,1.0,5.6,,7.5,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,32.0,96.0,272.0,podľa tabuliek,Kanál,17.449679442,47.978523342,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63019,1,913,M106,,1962,,1.0,8.0,,8.5,7.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,34.0,75.0,218.0,podľa tabuliek,Kanál,17.456051865,47.978079433,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,4.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,2,1356,M3280,,1962,,3.0,26.85,,9.5,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,27.0,50.0,190.0,podľa tabuliek,Kanál,17.639292346,47.972253558,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,3,1352,M7538,,1966,,1.0,7.7,,8.3,6.7,,,Uspokojivý,dosková,prefabrikovaný železobetón,20.0,40.0,80.0,podľa tabuliek,Kanál,17.682127896,47.911909046,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,5.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,5,1425,M1067,,1967,,1.0,16.5,,7.5,6.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,20.0,40.0,80.0,podľa tabuliek,Kanál,17.675937778,47.89553685,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,7.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,4,1425,M4145,,1967,,1.0,12.4,,7.5,6.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,24.0,48.0,136.0,podľa tabuliek,Kanál,17.682111598,47.906481683,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,7.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,7,1427,M1109,,1940,,1.0,12.35,,7.82,7.82,,,Uspokojivý,trámová,monolitický železobetón,14.0,20.0,20.0,podľa tabuliek,Kanál,17.672897413,47.857253809,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,8.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,8,1427,M3779,,1940,,1.0,8.0,,8.5,8.5,,,Uspokojivý,trámová,monolitický železobetón,28.0,55.0,55.0,podľa tabuliek,Kanál,17.67393052,47.856517872,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,8.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,6,1427,M3456,,1962,,1.0,7.0,,9.0,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,20.0,44.0,224.0,podľa tabuliek,Kanál,17.652958175,47.876516363,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,8.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63028,9,1438,M5491,,1963,,3.0,22.55,,7.5,6.5,,,Zlý,trámová,prefabrikovaný železobetón,12.0,30.0,60.0,podľa tabuliek,Kanál,17.708937164,47.81289349,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,10.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63029,1,1341,M729,,1966,,1.0,21.4,,9.1,6.7,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,21.0,62.0,134.0,podľa tabuliek,Vodný tok,17.750380571,47.992229377,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,5.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63032,2,1347,M7582,,1960,,3.0,27.65,,7.6,6.6,,,Uspokojivý,dosková,prefabrikovaný železobetón,25.0,70.0,274.0,podľa tabuliek,Kanál,17.711059224,47.975361106,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63034,1,1348,M2306,,1960,,3.0,31.55,,7.65,6.65,,,Uspokojivý,dosková,prefabrikovaný železobetón,20.0,45.0,45.0,porovnávací výpočet,Kanál,17.694446986,47.969888758,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63035,1,1345,M3884,,1963,,1.0,15.2,,7.5,6.5,,,Uspokojivý,dosková,monolitický železobetón,14.0,32.0,64.0,podľa tabuliek,Kanál,17.768211912,47.979968722,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63036,2,1360,M4605,,1967,,1.0,9.0,,7.9,6.6,,,Uspokojivý,dosková,prefabrikovaný železobetón,32.0,64.0,224.0,podľa tabuliek,Kanál,17.759677337,47.958756885,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63039,1,1363,M6726,,1964,,1.0,6.85,,7.75,6.25,,,Uspokojivý,dosková,prefabrikovaný železobetón,10.0,24.0,64.0,podľa tabuliek,Kanál,17.686861373,47.911211053,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63040,1,1382,M3958,,1965,,1.0,18.0,,7.92,7.0,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,21.0,62.0,181.0,podľa tabuliek,Kanál,17.844315433,47.896889979,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,2.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63041,1,1411,M407,,1963,,3.0,21.4,,8.4,6.5,,,Zlý,dosková,prefabrikovaný železobetón,15.0,30.0,126.0,podľa tabuliek,Kanál,17.688582805,47.832243163,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63041,2,1429,M3190,,1963,,3.0,18.9,,7.9,6.8,,,Uspokojivý,dosková,prefabrikovaný železobetón,12.0,14.0,28.0,podľa tabuliek,Kanál,17.653886501,47.827955502,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,2.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63041,3,1429,M5534,,1963,,1.0,5.0,,8.0,7.0,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,24.0,72.0,256.0,podľa tabuliek,Kanál,17.631599313,47.824933394,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,2.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63042,1,1433,M3984,,1964,,3.0,24.4,,8.0,7.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,25.0,60.0,250.0,podľa tabuliek,Kanál,17.67078798,47.817284793,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63043,1,1443,M3909,,1964,,1.0,8.3,,8.1,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,25.0,58.0,246.0,podľa tabuliek,Kanál,17.761385296,47.841238527,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63043,3,1443,M5099,,1967,,1.0,22.2,,7.5,6.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,25.0,70.0,145.0,podľa tabuliek,Kanál,17.744331625,47.815392176,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63043,2,1443,M727,,1967,,1.0,8.35,,7.5,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,25.0,58.0,247.0,podľa tabuliek,Kanál,17.756474856,47.831868727,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63046,3,1454,M1740,Most cez odvodňovací kanál v obci Trávnik.,1968,,1.0,6.0,,9.7,7.2,,,Dobrý,dosková,prefabrikovaný železobetón,18.0,47.0,263.0,porovnávací výpočet,Kanál,17.797813731,47.776247007,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63046,1,1454,M2234,Most cez odvodňovací kanál Tôň- Trávnik.,1970,,3.0,25.95,,10.0,8.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,22.0,48.0,76.0,porovnávací výpočet,Kanál,17.81924896,47.79743491,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63046,2,1454,M2748,063046-002 Most cez odvodňovací kanál v obci Trávnik.,1965,,1.0,4.9,,9.5,7.0,,,Dobrý,dosková,prefabrikovaný železobetón,21.0,50.0,199.0,porovnávací výpočet,Kanál,17.806236202,47.775992702,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63047,2,1448,M4185,,1961,,1.0,20.35,,9.0,7.5,,,Dobrý,trámová,prefabrikovaný predpätý betón,22.0,51.0,118.0,porovnávací výpočet,Kanál,17.89484385,47.835958854,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63047,4,1377,M6314,,1942,,1.0,11.4,,7.1,5.5,,,Uspokojivý,dosková,monolitický železobetón,7.0,15.0,60.0,porovnávací výpočet,Kanál,17.976199873,47.904378476,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,3.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63047,3,1377,M989,063047-003 most cez odvodňovací kanál pri Zemianskej Olči.,1968,,1.0,4.7,,7.5,6.0,,,Uspokojivý,dosková,prefabrikovaný železobetón,13.0,39.0,214.0,porovnávací výpočet,Kanál,17.91822631,47.874822058,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,3.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63050,1,9432,M6669,,1967,,1.0,22.4,,8.0,6.0,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,19.0,44.0,95.0,porovnávací výpočet,Kanál,17.854950433,47.839509471,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63052,1,1456,M414,,1947,,1.0,3.5,,8.0,7.8,,,Uspokojivý,dosková,monolitický železobetón,3.0,14.0,70.0,porovnávací výpočet,Kanál,17.882175995,47.753100342,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63053,4,1458,M4521,,1966,,1.0,5.2,,8.0,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,13.0,35.0,211.0,porovnávací výpočet,Vodný tok,17.953375862,47.841477647,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63053,2,1458,M6793,,1966,,1.0,16.8,,8.0,6.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,16.0,36.0,95.0,porovnávací výpočet,Kanál,17.923525796,47.809384182,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63053,3,1458,M7438,,1966,,1.0,21.5,,9.0,6.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,17.0,40.0,90.0,porovnávací výpočet,Kanál,17.931500673,47.819334368,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63054,4,1464,M3919,063054-004 Most cez odvodňovací kanál v k.ú. obce Zlatná na Ostrove,2006,,1.0,12.87,,7.5,7.5,,,Bezchybný,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Kanál,17.989381739,47.799891389,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63054,2,1464,M5232,,1947,,1.0,2.7,,6.0,5.0,,,Dobrý,dosková,monolitický železobetón,14.0,60.0,243.0,porovnávací výpočet,Kanál,17.985123013,47.78916187,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63054,3,1464,M6526,,1960,,1.0,12.0,,9.0,7.5,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,18.0,42.0,139.0,porovnávací výpočet,Kanál,17.98614246,47.791737666,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,63054,5,1716,M27,Most cez odvodňovací kanál Čalovec - Kameničná,1968,,1.0,18.0,,8.1,6.6,,,Uspokojivý,trámová,prefabrikovaný predpätý betón,17.0,39.0,93.0,porovnávací výpočet,Kanál,18.009676734,47.826010926,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,3.0,1.0
Správa a údržba ciest Trnavského samosprávneho kraja - oblasť Dunajská Streda,cesta III. triedy,63061,1,6551,M2841,,1984,,2.0,45.33,,8.5,8.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,28.0,81.0,320.0,podľa tabuliek,Cestná komunikácia,17.568302054,47.997260233,Trnavský samosprávny kraj,Trnavský kraj,Dunajská Streda,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,2,1725,M6828,,1980,,1.0,10.6,,9.5,8.5,,,Uspokojivý,dosková,prefabrikovaný predpätý betón,32.0,74.0,258.0,porovnávací výpočet,Kanál,18.100017586,47.818219771,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,8,1712,M2187,Most cez odvodňovací kanál Vék-Hurbanovo.,1963,,1.0,2.8,,10.3,7.7,,,Uspokojivý,dosková,monolitický železobetón,15.0,60.0,262.0,porovnávací výpočet,Kanál,18.14810615,47.860931561,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,4,1712,M2284,Most cez odvodňovací kanál v úseku Lándor-Martovce.,1958,,1.0,8.4,,7.4,6.0,,,Dobrý,trámová,prefabrikovaný predpätý betón,19.0,43.0,200.0,porovnávací výpočet,Kanál,18.099366498,47.847881807,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,3,1712,M2365,Most cez kanál Stará Gúta za Hliníkom.,1972,,3.0,28.5,,7.6,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,26.0,61.0,256.0,porovnávací výpočet,Kanál,18.098627249,47.842321373,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,5,1712,M3797,Most cez odvodňovací kanál v úseku Lándor-Martovce.,1958,,1.0,8.4,,7.4,6.0,,,Dobrý,trámová,prefabrikovaný predpätý betón,18.0,43.0,200.0,porovnávací výpočet,Kanál,18.114237852,47.85267821,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,6,1712,M3426,064001-006 Most cez rieku Nitra v obci Martovce.,1993,,2.0,58.25,,9.5,7.5,,,Dobrý,dosková,prefabrikovaný predpätý betón,36.0,80.0,130.0,porovnávací výpočet,Vodný tok,18.118816132,47.853314112,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64001,7,1712,M670,Most cez rieku Žitava pri obci Martovce,1978,,2.0,29.89,,7.5,7.5,,,Dobrý,trámová,oceľ -  plnostenná,27.0,60.0,100.0,porovnávací výpočet,Vodný tok,18.140010685,47.859825802,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,2.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64003,1,1734,M2153,Most cez kanál v obci Marcelová.,1952,,1.0,4.0,,7.5,7.1,,,Uspokojivý,dosková,monolitický železobetón,3.0,10.0,53.0,porovnávací výpočet,Kanál,18.26611402,47.788377739,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,1.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64003,3,2096,M4235,,1954,,1.0,3.75,,9.2,8.8,,,Dobrý,dosková,monolitický železobetón,16.0,49.0,260.0,,Vodný tok,18.410800579,47.830523925,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,3.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64003,2,2096,M841,,1955,,1.0,4.1,,7.7,7.1,,,Dobrý,dosková,monolitický železobetón,16.0,49.0,264.0,porovnávací výpočet,Kanál,18.352186262,47.821327132,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,3.0,1.0
"Regionálna správa a údržba ciest Komárno, a.s.",cesta III. triedy,64003,4,7071,M5645,,1966,,1.0,4.75,,7.6,6.5,,,Uspokojivý,dosková,prefabrikovaný železobetón,13.0,36.0,210.0,porovnávací výpočet,Vodný tok,18.449808512,47.820116042,Nitriansky samosprávny kraj,Nitriansky kraj,Komárno,5.0,1.0
"Regionálna správa a údržba ciest Nové Zámky, a.s.",cesta III. triedy,64003,7,2112,M4278,,1934,,1.0,2.75,,7.36,7.0,,,Uspokojivý,klenbová,tehla,50.0,60.0,100.0,porovnávací výpočet,Vodná nádrž,18.597423886,47.792286948,Nitriansky samosprávny kraj,Nitriansky kraj,Nové Zámky,7.0,1.0
