ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M7386,cesta III. triedy,1976,Dilatačný celok,Most za obcou Horná Mariková,M7386.01,11,49.277564893,18.280103077,544.373999,dosková,prefabrikovaný železobetón,8,12,68,odhadom,Vodný tok,1959,Nezistený,1,4.55,Nezistený,5.3,4.8,Nezistený,24.12,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2541A06200,2541A06300,1299794,33,18.226,17.745,48,Trenčín,4,4,4,4,6,6,7,7,7,1,1,1,1.0
M4339,cesta III. triedy,1977,Dilatačný celok,Most pred obcou Klieština,M4339.01,1,49.190887911,18.375218387,321.945999,trámová,prefabrikovaný predpätý betón,22,35,54,porovnávací výpočet,Vodný tok,1956,Nezistený,2,25,Nezistený,6.4,4,Nezistený,160,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2544A20400,2544A20500,343390,30,Nezistený,0.085,2,Trenčín,6,6,6,6,6,6,6,6,6,6,6,6,6.0
M4231,cesta III. triedy,1978,Dilatačný celok,Most v obci Stupné,M4231.01,1,49.196311164,18.436441895,341.084749,trámová,oceľ -  plnostenná,17,24,134,porovnávací výpočet,Vodný tok,1937,Nezistený,1,4,Nezistený,7,7,Nezistený,28,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A21200,2542A21300,343286,68,4.851,4.414,16,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M3046,cesta III. triedy,1978,Dilatačný celok,Most v obci Brvnište,M3046.01,2,49.212582792,18.427580488,361.1235,trámová,monolitický železobetón,20,38,273,porovnávací výpočet,Vodný tok,1960,Nezistený,1,18,Nezistený,9,8,Nezistený,162,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A38200,2542A21500,1299813,10,6.797,6.36,19,Trenčín,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M4916,cesta III. triedy,1978,Dilatačný celok,Most v obci Brvnište,M4916.01,3,49.217923466,18.422380743,369.39225,trámová,monolitický železobetón,16,30,138,odhadom,Vodný tok,1960,Nezistený,1,15.2,Nezistený,9.5,8,Nezistený,144.4,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A37900,2542A21700,1299810,11,7.527,7.09,24,Trenčín,4,4,4,4,4,4,5,5,5,5,5,5,5.0
M2375,cesta III. triedy,1978,Dilatačný celok,Most v obci Papradno,M2375.01,4,49.22503288,18.413119802,384.243,dosková,prefabrikovaný predpätý betón,18,33,143,porovnávací výpočet,Vodný tok,1965,Nezistený,1,17.4,Nezistený,9.5,7,Nezistený,Nezistený,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A22000,2542A22100,343294,5,8.608,8.171,32,Trenčín,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M3070,cesta III. triedy,1978,Dilatačný celok,Most v obci Papradno,M3070.01,5,49.233742659,18.408873783,400.489499,rámová,prefabrikovaný železobetón,50,89,400,podľa tabuliek,Vodný tok,1988,Nezistený,1,2.7,Nezistený,10,7,Nezistený,27,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A23000,2542A37400,343304,37,9.648,9.211,42,Trenčín,2,2,2,2,2,2,2,2,3,3,3,3,3.0
M3810,cesta III. triedy,1978,Dilatačný celok,Most v obci Papradno,M3810.01,6,49.234647734,18.407102937,401.400999,dosková,prefabrikovaný predpätý betón,23,59,169,porovnávací výpočet,Vodný tok,1966,Nezistený,1,20.4,Nezistený,9,6.5,Nezistený,Nezistený,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A23200,2542A23300,343306,11,9.803,9.366,45,Trenčín,5,5,4,4,4,4,4,4,4,4,4,4,4.0
M5989,cesta III. triedy,1978,Dilatačný celok,Most v obci Papradno,M5989.01,7,49.24029169,18.398331587,417.66,dosková,prefabrikovaný predpätý betón,16,33,123,porovnávací výpočet,Vodný tok,1966,Nezistený,1,14.9,Nezistený,9,6.5,Nezistený,134.1,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A23800,2542A23900,343312,8,10.721,10.284,53,Trenčín,4,4,5,5,5,5,5,5,5,5,5,5,5.0
M2445,cesta III. triedy,1978,Dilatačný celok,Most za obcou Papradno,M2445.01,9,49.242250431,18.396369485,428.278999,dosková,monolitický železobetón,12,36,240,podľa tabuliek,Vodný tok,1945,Nezistený,1,3.3,Nezistený,5.2,4.5,Nezistený,17.16,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A23900,2542A37100,343313,257,11.025,10.588,54,Trenčín,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M4958,cesta III. triedy,1978,Dilatačný celok,Most za obcou Papradno / Majer /,M4958.01,10,49.272560025,18.36234682,498.92225,dosková,prefabrikovaný železobetón,29,82,189,porovnávací výpočet,Vodný tok,1997,Nezistený,1,15.4,Nezistený,7.5,7.5,Nezistený,143.22,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A37100,2542A37000,1299802,934,15.397,14.96,55,Trenčín,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M5553,cesta III. triedy,1978,Dilatačný celok,Most za obcou Majer,M5553.01,11,49.279476384,18.359827095,521.092749,trámová,oceľ -  plnostenná,8,17,70,odhadom,Vodný tok,1966,Nezistený,1,8.4,Nezistený,8,8,Nezistený,67.2,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A37000,2542A36900,1299801,339,16.232,15.795,56,Trenčín,3,3,5,5,5,5,6,6,6,6,6,6,6.0
M3257,cesta III. triedy,1978,Dilatačný celok,Most za obcou Papradno,M3257.01,12,49.289120641,18.350768837,552.629249,dosková,monolitický železobetón,10,21,152,odhadom,Vodný tok,1983,Nezistený,1,3,Nezistený,8,7.7,Nezistený,24,TN SK,SC TN SK - PB,Považská Bystrica,oba smery trasy CK,medzikrižovatkový,2542A36900,2542A01500,1299800,66,17.563,17.126,57,Trenčín,3,3,3,3,3,3,5,5,5,5,5,5,5.0
M5389,cesta III. triedy,2005,Dilatačný celok,507051_001 Most cez derivačný kanál pred obcou Hvozdnica,M5389.01,1,49.201261981,18.512031989,323.648,rámová,monolitický predpätý betón,32,80,196,projektovaná,Kanál,1961,Nezistený,1,62.7,Nezistený,8,6,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A01202,2542A40300,339941,160,Nezistený,0.206,3,Žilina,2,4,4,4,4,4,4,4,4,1,1,1,1.0
M7295,cesta III. triedy,2005,Dilatačný celok,Nezistený,M7295.01,2,49.247149273,18.464397617,397.375,dosková,monolitický železobetón,6,9,31,porovnávací výpočet,Vodný tok,1930,Nezistený,2,14.9,Nezistený,3.8,3.6,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A19100,2542A19200,273507,15,Nezistený,6.864,32,Žilina,6,6,6,6,6,6,6,6,6,6,6,6,6.0
M5370,cesta III. triedy,2005,Dilatačný celok,Nezistený,M5370.01,3,49.250692966,18.463951269,403.963,trámová,oceľ -  plnostenná,12,24,51,podľa tabuliek,Vodný tok,1931,Nezistený,1,10.86,Nezistený,8.2,7.68,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A19500,2542A19600,273511,84,Nezistený,7.272,36,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M4974,cesta III. triedy,2005,Dilatačný celok,507051_004 Most cez Štiavnický potok za obcou Štiavnik,M4974.01,4,49.266570634,18.451502935,442.62625,dosková,prefabrikovaný predpätý betón,48,97,308,porovnávací výpočet,Vodný tok,1970,Nezistený,1,15.21,Nezistený,8.5,7.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20200,2542A20300,273518,1261,Nezistený,9.368,46,Žilina,3,4,4,4,4,4,4,4,4,3,3,3,3.0
M623,cesta III. triedy,2005,Dilatačný celok,Nezistený,M623.01,5,49.283576961,18.438022185,487.998,trámová,prefabrikovaný železobetón,12,14,112,odhadom,Vodný tok,1900,Nezistený,1,10.6,Nezistený,5.1,5.1,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,931,Nezistený,11.621,47,Žilina,5,5,5,5,5,5,5,5,5,2,2,2,2.0
M5533,cesta III. triedy,2005,Dilatačný celok,Nezistený,M5533.01,6,49.293879984,18.428433659,521.895999,dosková,prefabrikovaný železobetón,32,79,399,podľa tabuliek,Vodný tok,1900,Nezistený,1,5,Nezistený,7.5,7,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,2305,Nezistený,12.995,47,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M6148,cesta III. triedy,2005,Dilatačný celok,Nezistený,M6148.01,7,49.298674045,18.423177967,536.841499,dosková,prefabrikovaný železobetón,18,32,174,podľa tabuliek,Vodný tok,1900,Nezistený,1,8.8,Nezistený,5.35,4.9,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,2978,Nezistený,13.668,47,Žilina,4,4,4,4,4,4,4,4,4,5,5,5,5.0
M640,cesta III. triedy,2005,Dilatačný celok,Nezistený,M640.01,8,49.302961401,18.418603585,553.452499,dosková,prefabrikovaný železobetón,26,48,98,odhadom,Vodný tok,1900,Nezistený,1,3,Nezistený,5.9,5.9,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,3601,Nezistený,14.291,47,Žilina,6,6,6,6,6,6,6,6,6,6,6,6,6.0
M1474,cesta III. triedy,2005,Dilatačný celok,Nezistený,M1474.01,9,49.306468797,18.417098001,568.353499,oblúková,oceľ -  plnostenná,34,76,127,odhadom,Vodný tok,1988,Nezistený,1,5.22,Nezistený,7.5,7.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,4060,Nezistený,14.75,47,Žilina,2,2,2,2,2,2,2,2,2,3,3,3,3.0
M7071,cesta III. triedy,2005,Dilatačný celok,507051_010 Most cez potok Štiavnička za obcou Štiavnik,M7071.01,10,49.308409786,18.416568039,574.383249,dosková,prefabrikovaný železobetón,12,20,112,podľa tabuliek,Vodný tok,1900,Nezistený,1,3,Nezistený,5.7,5.7,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,4283,Nezistený,14.973,47,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M4659,cesta III. triedy,2005,Dilatačný celok,507051_011 Most cez potok Štiavnička za obcou Štiavnik,M4659.01,11,49.310264365,18.414816121,582.5945,dosková,prefabrikovaný železobetón,16,44,231,podľa tabuliek,Vodný tok,1900,Nezistený,1,3.7,Nezistený,6.9,6.9,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A20300,2542A01600,273519,4531,Nezistený,15.221,47,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M7041,cesta III. triedy,2006,Dilatačný celok,507052_001 Most cez Petrovický potok v meste Bytča,M7041.01,1,49.234220754,18.552718532,316.975999,dosková,monolitický železobetón,24,46,105,odhadom,Vodný tok,1960,Nezistený,1,18.6,Nezistený,8.4,6,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Bytča,oba smery trasy CK,medzikrižovatkový,2542A07700,2542A07800,273355,22,Nezistený,0.074,2,Žilina,4,4,4,4,4,4,4,4,4,3,3,3,3.0
M3164,cesta III. triedy,2092,Dilatačný celok,Nezistený,M3164.01,1,49.26549987,18.645191833,326.159499,dosková,monolitický železobetón,15,39,140,porovnávací výpočet,Vodný tok,1928,Nezistený,1,2.3,Nezistený,6.2,Nezistený,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A28000,2542A28200,402208,156,Nezistený,0.24,2,Žilina,4,4,4,4,4,4,4,4,4,4,3,3,3.0
M3610,cesta III. triedy,2092,Dilatačný celok,Nezistený,M3610.01,2,49.302137258,18.630052877,388.9545,klenbová,kameň,6,24,60,porovnávací výpočet,Vodný tok,1915,Nezistený,1,2.8,Nezistený,5.9,5.9,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A29800,2542A29900,402226,6,Nezistený,4.706,16,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M4587,cesta III. triedy,2092,Dilatačný celok,Nezistený,M4587.01,3,49.309868871,18.63107715,397.860249,dosková,monolitický železobetón,17,52,154,podľa tabuliek,Vodný tok,1920,Nezistený,1,2.5,Nezistený,7.4,7.4,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A30900,2542A31000,402237,11,Nezistený,5.58,26,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5816,cesta III. triedy,2092,Dilatačný celok,Nezistený,M5816.01,4,49.310609931,18.63117173,398.39625,trámová,prefabrikovaný železobetón,21,50,163,podľa tabuliek,Vodný tok,1960,Nezistený,1,14.76,Nezistený,7.75,7.75,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A31000,2542A38300,402238,40,Nezistený,5.729,27,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M6137,cesta III. triedy,2092,Dilatačný celok,2092_005 Most cez potok Dlhopoľka v obci Dlhé Pole,M6137.01,5,49.311666714,18.632168203,399.822499,trámová,prefabrikovaný železobetón,28,64,310,porovnávací výpočet,Vodný tok,1900,Nezistený,1,4.859,8.389,8.5,8,74.9,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A31100,2542A31200,402239,137,Nezistený,5.888,29,Žilina,4,4,4,4,4,4,4,4,4,3,3,3,3.0
M1134,cesta III. triedy,2092,Dilatačný celok,507054_006 Most cez potok Dlhopoľka v obci Dlhé Pole,M1134.01,6,49.317672478,18.628313896,415.9355,dosková,prefabrikovaný predpätý betón,20,62,176,podľa tabuliek,Vodný tok,1966,Nezistený,1,17.67,Nezistený,10,7.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A31700,2542A31800,402245,46,Nezistený,6.504,36,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M6733,cesta III. triedy,2092,Dilatačný celok,507054_007 Most cez potok Dlhopoľka v obci Dlhé Pole,M6733.01,7,49.329083381,18.628539655,442.910999,dosková,monolitický železobetón,23,57,196,podľa tabuliek,Vodný tok,1967,Nezistený,1,5.1,Nezistený,7.05,Nezistený,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2542A32400,2542A02900,402252,110,Nezistený,8.013,40,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M2868,cesta III. triedy,2093,Dilatačný celok,507055_001 Most cez bezmenný potok v obci Divinka,M2868.01,1,49.252067703,18.69880788,328.032999,trámová,monolitický železobetón,20,35,210,podľa tabuliek,Vodný tok,1935,Nezistený,1,10.4,Nezistený,6.4,6.2,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A01400,2631A42701,2656,100,Nezistený,0.1,1,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M4387,cesta III. triedy,2093,Dilatačný celok,Nezistený,M4387.01,2,49.254866301,18.698837821,334.221,trámová,monolitický železobetón,5,10,52,porovnávací výpočet,Vodný tok,1935,Nezistený,1,9.2,Nezistený,6,5.2,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A42800,2631A42900,398747,118,Nezistený,0.477,4,Žilina,5,5,5,5,5,5,5,5,5,5,4,4,4.0
M6010,cesta III. triedy,2093,Dilatačný celok,Nezistený,M6010.01,3,49.271339964,18.695414343,364.346999,dosková,monolitický železobetón,5,10,52,porovnávací výpočet,Vodný tok,1935,Nezistený,1,2.9,Nezistený,5.8,5.4,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A40300,2631A40400,398544,44,Nezistený,2.442,11,Žilina,6,6,6,6,6,6,6,6,6,6,3,3,3.0
M2238,cesta III. triedy,2093,Dilatačný celok,Nezistený,M2238.01,4,49.279303683,18.695451394,381.794999,dosková,prefabrikovaný predpätý betón,26,51,274,porovnávací výpočet,Vodný tok,1969,Nezistený,1,9.4,Nezistený,9,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A87600,2631A39300,1336344,698,Nezistený,3.333,15,Žilina,2,2,2,2,2,2,2,2,2,2,4,4,4.0
M5633,cesta III. triedy,2093,Dilatačný celok,Nezistený,M5633.01,5,49.282188092,18.696413346,388.73225,dosková,prefabrikovaný železobetón,35,76,331,porovnávací výpočet,Vodný tok,1970,Nezistený,1,7.38,Nezistený,9,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A87600,2631A39300,1336344,1041,Nezistený,3.676,15,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M2605,cesta III. triedy,2093,Dilatačný celok,Nezistený,M2605.01,6,49.283503242,18.696388919,394.824999,dosková,prefabrikovaný železobetón,40,86,462,podľa tabuliek,Vodný tok,1970,Nezistený,1,4.58,Nezistený,8.5,7,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A39300,2631A39400,398534,8,Nezistený,3.824,16,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5374,cesta III. triedy,2093,Dilatačný celok,Nezistený,M5374.01,7,49.292658395,18.691706254,420.145,dosková,prefabrikovaný železobetón,50,97,390,porovnávací výpočet,Vodný tok,1969,Nezistený,1,8.21,Nezistený,9,6.5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A39400,2631A39500,398535,24,Nezistený,4.934,17,Žilina,3,3,3,3,3,3,3,3,3,3,4,4,4.0
M534,cesta III. triedy,2093,Dilatačný celok,Nezistený,M534.01,8,49.29976063,18.687605069,446.073999,trámová,monolitický železobetón,7,14,77,odhadom,Vodný tok,1900,Nezistený,1,6.1,Nezistený,7.2,6.7,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A87700,2631A87800,1336345,282,Nezistený,5.813,19,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M4826,cesta III. triedy,2093,Dilatačný celok,Nezistený,M4826.01,9,49.305167763,18.683383183,470.0415,dosková,monolitický železobetón,10,18,112,odhadom,Vodný tok,1900,Nezistený,1,4.5,Nezistený,5.2,4.3,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A87700,2631A87800,1336345,1013,Nezistený,6.544,19,Žilina,4,4,4,4,4,4,4,4,4,4,5,5,5.0
M6586,cesta III. triedy,2093,Dilatačný celok,Nezistený,M6586.01,10,49.306436704,18.683715385,477.089999,dosková,monolitický prostý betón,9,26,145,podľa tabuliek,Vodný tok,1940,Nezistený,1,4.25,Nezistený,6.35,6.35,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A87800,2631A87900,1336346,127,Nezistený,6.689,20,Žilina,4,4,4,4,4,4,4,4,4,4,3,3,3.0
M3728,cesta III. triedy,2094,Dilatačný celok,Nezistený,M3728.01,1,49.271940909,18.695362866,364.357499,dosková,monolitický železobetón,32,80,196,projektovaná,Vodný tok,1994,Nezistený,1,6.1,Nezistený,10.5,7,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A07400,2631A39601,2653,2,Nezistený,0.002,1,Žilina,1,1,1,1,1,1,1,1,1,1,1,1,1.0
M1991,cesta III. triedy,2094,Dilatačný celok,Nezistený,M1991.01,2,49.276208637,18.686028694,399.607999,dosková,monolitický železobetón,21,42,112,porovnávací výpočet,Vodný tok,1935,Nezistený,1,4,Nezistený,5.35,5.05,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A88300,2631A39700,1336752,694,Nezistený,1.033,6,Žilina,1,1,1,1,1,1,1,1,1,1,4,4,4.0
M4551,cesta III. triedy,2094,Dilatačný celok,Nezistený,M4551.01,4,49.283959764,18.68006479,429.05825,dosková,monolitický železobetón,9,13,144,porovnávací výpočet,Vodný tok,1940,Nezistený,1,6,Nezistený,5,5,Nezistený,Nezistený,ZA SK,SC ŽSK - HPOV,Žilina,oba smery trasy CK,medzikrižovatkový,2631A88300,2631A39700,1336752,1732,Nezistený,2.071,6,Žilina,2,2,2,2,2,2,2,2,2,2,3,3,3.0
M1326,cesta III. triedy,2095,Dilatačný celok,Nezistený,M1326.01,1,49.269232098,18.749575021,336.508749,dosková,monolitický železobetón,13,35,275,podľa tabuliek,Vodný tok,1000,Nezistený,1,4.4,Nezistený,6.3,6,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A95200,2631A21201,1377863,0,1.522,1.192,6,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5411,cesta III. triedy,2095,Dilatačný celok,Nezistený,M5411.01,2,49.280984296,18.759343328,346.658249,dosková,monolitický železobetón,13,37,182,podľa tabuliek,Vodný tok,1954,Nezistený,1,6.2,Nezistený,9.3,7.9,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A20600,2631A20700,327834,28,3.25,2.909,12,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M5616,cesta III. triedy,2095,Dilatačný celok,Nezistený,M5616.01,3,49.28358431,18.762671215,346.853499,dosková,monolitický železobetón,19,43,154,podľa tabuliek,Vodný tok,1954,Nezistený,1,9.1,Nezistený,7.35,6.45,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A20600,2631A20700,327834,409,3.618,3.29,12,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M1396,cesta III. triedy,2058,Dilatačný celok,Nezistený,M1396.01,1,49.282545876,18.753165949,355.948,dosková,monolitický železobetón,14,31,106,podľa tabuliek,Vodný tok,1955,Nezistený,1,9.85,Nezistený,8,6.9,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A25000,2631A25100,327878,94,0.365,0.375,2,Žilina,5,5,5,5,5,5,5,5,5,3,3,3,3.0
M2249,cesta III. triedy,2058,Dilatačný celok,Nezistený,M2249.01,2,49.286534221,18.744443428,367.12625,dosková,prefabrikovaný železobetón,32,80,196,projektovaná,Vodný tok,1991,Nezistený,1,7.96,Nezistený,9.5,7,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A25400,2631A25500,327882,303,1.176,1.186,6,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M2659,cesta III. triedy,2058,Dilatačný celok,Nezistený,M2659.01,3,49.286998792,18.743387252,369.626499,dosková,prefabrikovaný železobetón,32,80,196,projektovaná,Vodný tok,1991,Nezistený,1,7.07,Nezistený,11.38,7.25,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A25400,2631A25500,327882,385,1.258,1.268,6,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M7495,cesta III. triedy,2058,Dilatačný celok,Nezistený,M7495.01,4,49.294210369,18.728234349,394.153,dosková,monolitický železobetón,24,54,192,podľa tabuliek,Vodný tok,1954,Nezistený,1,9,Nezistený,7.5,6.4,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A95500,2631A95600,1377866,132,2.673,2.691,14,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M3863,cesta III. triedy,2058,Dilatačný celok,Nezistený,M3863.01,5,49.314360296,18.719527866,449.905249,dosková,prefabrikovaný predpätý betón,48,113,430,podľa tabuliek,Vodný tok,1980,Nezistený,1,9.6,Nezistený,19.04,7.4,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A95700,2631A26200,1377868,219,5.04,5.074,17,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M1690,cesta III. triedy,2058,Dilatačný celok,Nezistený,M1690.01,6,49.315621263,18.718524011,453.517999,dosková,prefabrikovaný predpätý betón,38,90,344,podľa tabuliek,Vodný tok,1980,Nezistený,1,9.6,Nezistený,16.04,6.66,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A26200,2631A26300,327890,135,5.187,5.221,18,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M808,cesta III. triedy,2058,Dilatačný celok,Nezistený,M808.01,7,49.317811577,18.717184537,459.880499,dosková,monolitický železobetón,11,24,109,podľa tabuliek,Vodný tok,1925,Nezistený,1,6.5,Nezistený,3.55,3.55,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Kysucké Nové Mesto,oba smery trasy CK,medzikrižovatkový,2631A26400,2631A05300,327892,155,5.471,5.505,21,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
