ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M7652,cesta I. triedy,79,Dilatačný celok,79_036 Most cez rieku Bodrog pred obcou Viničky,M7652.01,36,48.395426744,21.750181187,104.00125,oblúková,oceľ -  priehradová,32,80,200,statický výpočet,Vodný tok,1952,Nezistený,4,156.5,Nezistený,8.5,7,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A00800,3834A23400,3163,116,64.697,64.478,165,Košice,6,6,3,3,3,3,3,3,3,3,3,3,5.0
M5956,cesta I. triedy,79,Dilatačný celok,79_037 Most cez kanál pri obci Somotor,M5956.01,37,48.396848277,21.806873698,99.352499,dosková,prefabrikovaný železobetón,28,58,85,odhadom,Kanál,1952,Nezistený,3,36,Nezistený,11.2,8.9,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A01100,3834A26300,3322,105,69.524,69.3,170,Košice,3,3,3,3,3,3,4,4,4,4,4,5,5.0
M3203,cesta I. triedy,79,Dilatačný celok,79_038 Most cez inundačný kanál pri obci Bodrog,M3203.01,38,48.426424339,21.843833042,103.515499,dosková,prefabrikovaný železobetón,36,95,271,podľa tabuliek,Kanál,1964,Nezistený,1,3.7,Nezistený,11,10,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A01300,3834A27600,3342,1978,73.939,73.719,175,Košice,3,3,3,3,3,3,4,4,4,4,4,5,5.0
M2894,cesta I. triedy,79,Dilatačný celok,79-039 Most cez poľný kanál pri obci Svätá Mária,M2894.01,39,48.43272,21.85416,98.88,trámová,prefabrikovaný predpätý betón,37,82,222,statický výpočet,Kanál,1961,Nezistený,1,13.5,Nezistený,9.6,9.6,175.94,129.6,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A01400,3834A01500,3344,753,74.985,74.743,177,Košice,5,5,5,5,5,5,5,3,3,3,3,3,3.0
M2140,cesta I. triedy,79,Dilatačný celok,79_041 Most cez poľný potok pred obcou Plešany,M2140.01,41,48.433531631,21.88994786,99.456999,dosková,monolitický železobetón,26,41,260,podľa tabuliek,Vodný tok,1952,Nezistený,1,3.95,Nezistený,10.8,9.9,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A01500,3834A27300,3351,2278,77.705,77.473,178,Košice,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M6648,cesta I. triedy,79,Dilatačný celok,79_043 Most cez Chlmecký kanál v meste Kráľovský Chlmec,M6648.01,43,48.430225549,21.979814703,102.76975,dosková,monolitický železobetón,24,41,294,podľa tabuliek,Kanál,1960,Nezistený,1,2.1,Nezistený,10.7,10.7,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A05600,3834A22200,4322,13,85.229,85.001,202,Košice,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M2112,cesta I. triedy,79,Dilatačný celok,79_044 Most cez Jasovský melioračný kanál za mestom Kráľovský Chlmec,M2112.01,44,48.426908588,21.995061075,99.837249,dosková,prefabrikovaný železobetón,36,78,358,podľa tabuliek,Kanál,1980,Nezistený,1,5.26,Nezistený,11.5,11.5,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3834A00600,3843A09100,8851,823,86.469,86.187,208,Košice,3,3,3,3,3,3,3,4,4,4,4,5,5.0
M3434,cesta I. triedy,79,Dilatačný celok,"79_046 Most cez kanál, k.ú. Čierna",M3434.01,46,48.432910649,22.122590418,100.79175,trámová,prefabrikovaný železobetón,34,92,420,podľa tabuliek,Kanál,1971,Nezistený,1,2.95,Nezistený,9.68,8.35,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3843A00600,3843A00700,3113,1167,96.044,95.762,220,Košice,3,3,3,3,5,5,5,5,5,5,5,4,4.0
M43,cesta I. triedy,79a,Dilatačný celok,79A-001 Most cez rieku Roňava na hranici SR/MR pred obcou Slovenské Nové Mesto,M43.01,1,48.424969098,21.656201381,110.971,trámová,iný materiál,32,80,196,projektovaná,Vodný tok,1988,Nezistený,1,24,Nezistený,18.6,14,Nezistený,Nezistený,STAT,SSC - IVSC KE,Trebišov,oba smery trasy CK,medzikrižovatkový,3833A01000,3833A00500,3145,11,Nezistený,0.307,12,Košice,2,2,2,2,2,2,2,2,2,2,2,2,2.0
M1644,cesta II. triedy,425,Dilatačný celok,425-031 Most cez rieku Morava pri obci Brodské,M1644.01,31,48.686940964,16.98960576,158.482999,trámová,monolitický železobetón,7,16,36,odhadom,Vodný tok,1949,Nezistený,3,80.6,Nezistený,12.5,10,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3423A00100,3423B00100,8315,0,57.095,0,1,Trnava,7,7,7,7,7,7,7,7,7,7,7,7,7.0
M1523,cesta II. triedy,425,Dilatačný celok,425-032 Most cez potok Haďmáš pri obci Brodské,M1523.01,32,48.681548259,16.995133669,155.463499,dosková,monolitický železobetón,30,40,350,podľa tabuliek,Vodný tok,1930,Nezistený,1,3.5,Nezistený,9.3,8,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3423B00200,3441A00700,8003,551,57.838,0.743,3,Trnava,3,3,3,3,3,3,3,3,4,4,4,4,5.0
M932,cesta II. triedy,426,Dilatačný celok,426A-001 Most cez Skalický potok a poľnú cestu pred mestom Skalica,M932.01,1,48.858681215,17.228630409,175.85275,trámová,oceľ -  plnostenná,32,80,196,projektovaná,Vodný tok,2004,Nezistený,0,40.09,Nezistený,9.5,9.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3422A00600,3422A00500,912188,618,1.417,1.37,2,Trnava,0,0,0,0,0,0,0,0,3,3,3,4,4.0
M755,cesta II. triedy,426,Dilatačný celok,426A-002 Most nad poľnou cestou pred mestom Skalica,M755.01,2,48.856514668,17.226202139,171.618499,trámová,prefabrikovaný železobetón,32,80,196,projektovaná,Nezistený,2004,Nezistený,0,4.9,Nezistený,9.5,9.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3422A00500,3424A35400,259633,93,1.69,1.695,3,Trnava,0,0,0,0,0,0,0,0,3,3,3,3,3.0
M4061,cesta II. triedy,426,Dilatačný celok,426-017 Most cez Starohorský potok za mestom Skalica,M4061.01,17,48.833920856,17.203935787,166.092999,dosková,prefabrikovaný železobetón,36,89,246,podľa tabuliek,Vodný tok,1975,Nezistený,1,8.25,Nezistený,11.5,10.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3424A05500,3424A01400,8511,338,26.315,4.729,10,Trnava,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M6492,cesta II. triedy,426,Dilatačný celok,426-018 Most cez Starohorský potok za mestom Skalica,M6492.01,18,48.833688358,17.203469253,166.3635,dosková,prefabrikovaný železobetón,36,79,255,podľa tabuliek,Vodný tok,1975,Nezistený,1,7.85,Nezistený,11.5,10.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3424A05500,3424A01400,8511,384,26.361,4.775,10,Trnava,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M7178,cesta II. triedy,426,Dilatačný celok,426-019 Most cez kanál medzi Skalicou a Holíčom,M7178.01,19,48.827477732,17.185373019,166.898,dosková,prefabrikovaný železobetón,36,79,369,podľa tabuliek,Vodný tok,1975,Nezistený,1,5.1,Nezistený,11.5,10.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3424A01400,3424A01501,359,313,27.918,6.312,11,Trnava,3,3,3,3,3,3,3,3,4,4,4,4,4.0
M433,cesta II. triedy,426,Dilatačný celok,426-021 Most cez potok Chvojnica pred mestom Holíč,M433.01,21,48.824790264,17.167195441,166.001999,trámová,prefabrikovaný predpätý betón,31,73,188,odhadom,Vodný tok,1961,Nezistený,1,14.5,Nezistený,11.5,8.5,Nezistený,Nezistený,TT SK,SUC TTSK - SE,Skalica,oba smery trasy CK,medzikrižovatkový,3424A05300,3424A30200,362,20,29.396,7.692,14,Trnava,4,4,4,4,4,4,4,4,4,4,4,6,7.0
M3640,cesta II. triedy,428,Dilatačný celok,"000428-002 Most cez Kľakovský potok v km 1,824 v meste Žarnovica",M3640.01,2,48.483090582,18.721645922,221.402,dosková,monolitický železobetón,14,34,113,odhadom,Vodný tok,1947,Nezistený,2,23,23,9.5,7,Nezistený,219,BB SK,BBRSC-SEVER,Žarnovica,oba smery trasy CK,medzikrižovatkový,3633A32200,3633A00100,423698,13,60.766,1.22,14,Banská Bystrica,6,6,6,6,6,6,6,6,6,6,6,6,6.0
M5173,cesta II. triedy,428,Dilatačný celok,000428-004 Most nad manipulačnými pásmy píly v meste Žarnovica,M5173.01,4,48.486829697,18.723167556,223.97525,dosková,monolitický železobetón,11,31,234,odhadom,Iná prekážka,1943,Nezistený,1,4,4.8,9.4,8.9,46,38,BB SK,BBRSC-SEVER,Žarnovica,oba smery trasy CK,medzikrižovatkový,3633A32500,3633A32600,423726,158,61.201,1.655,18,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M3852,cesta II. triedy,428,Dilatačný celok,000428-005 Most nad manipulačnými pásmy píly v meste Žarnovica,M3852.01,5,48.487072733,18.723288914,224.24325,dosková,monolitický železobetón,12,37,315,Nezistený,Iná prekážka,1932,Nezistený,1,3.3,3.3,9.4,8.9,Nezistený,38,BB SK,BBRSC-SEVER,Žarnovica,oba smery trasy CK,medzikrižovatkový,3633A32500,3633A32600,423726,187,61.23,1.684,18,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M900,cesta II. triedy,428,Dilatačný celok,"000428-006 Most cez jarok z Rybníka v km 3,935 za mestom Žarnovica",M900.01,6,48.500659841,18.731029869,215.7185,dosková,monolitický železobetón,45,55,90,podľa tabuliek,Vodný tok,1948,Nezistený,1,4.4,5.2,8.4,7.3,44,37,BB SK,BBRSC-SEVER,Žarnovica,oba smery trasy CK,medzikrižovatkový,3633A33100,3633B00700,423732,595,62.871,3.325,23,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4,4.0
M1328,cesta II. triedy,484,Dilatačný celok,484_069 Most cez bezmenný potok a miestnu komunikáciu Kornica v k.ú. obce Klokočov,M1328.01,69,49.456792324,18.545614933,605.407999,klenbová,monolitický prostý betón,40,104,336,podľa tabuliek,Vodný tok,1937,Nezistený,1,4.8,Nezistený,8,8,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A11000,2524A11200,194333,313,36.106,1.605,3,Žilina,4,4,4,4,4,4,4,4,4,3,3,3,5.0
M1983,cesta II. triedy,484,Dilatačný celok,"484_070 Most cez potok Kornica  - osada u Škerov, k.ú. obce Klokočov",M1983.01,70,49.454652532,18.565104213,552.0,trámová,monolitický železobetón,10,24,151,podľa tabuliek,Vodný tok,1937,Nezistený,1,5,Nezistený,8,7.4,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A11400,2524A19100,194337,181,37.549,3.069,5,Žilina,4,4,4,4,4,4,4,4,4,2,2,2,2.0
M3706,cesta II. triedy,484,Dilatačný celok,"484_071 Most cez bezmenný potok, k.ú. obce Klokočov",M3706.01,71,49.450003655,18.571823591,534.1625,dosková,monolitický železobetón,11,32,280,podľa tabuliek,Vodný tok,1937,Nezistený,1,3,Nezistený,8.8,Nezistený,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A01100,2524A11700,53,158,38.329,3.849,8,Žilina,4,4,4,4,4,4,4,4,4,3,3,3,3.0
M321,cesta II. triedy,484,Dilatačný celok,000484_073 Most cez Predmieranku za Klokočovom,M321.01,73,49.444668042,18.577058629,521.50075,dosková,monolitický železobetón,16,27,70,porovnávací výpočet,Vodný tok,1932,Nezistený,2,24,Nezistený,7.4,4.8,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A19000,2524A11800,1377736,368,39.028,4.537,10,Žilina,5,5,3,3,3,3,3,3,3,3,3,3,4.0
M7548,cesta II. triedy,484,Dilatačný celok,484_076 Most cez potok Riečky za obcou Klokočov,M7548.01,76,49.435916064,18.585437816,514.338499,dosková,monolitický železobetón,10,24,152,podľa tabuliek,Vodný tok,1932,Nezistený,1,4.6,Nezistený,8,8,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A19000,2524A11800,1377736,1580,40.279,5.749,10,Žilina,4,4,4,4,4,4,4,4,4,2,2,2,3.0
M4781,cesta II. triedy,484,Dilatačný celok,484_078 Most cez Kysucu v Turzovke,M4781.01,78,49.405183909,18.620595621,474.119,trámová,monolitický železobetón,27,45,117,odhadom,Vodný tok,1932,Nezistený,2,36.6,Nezistený,7.4,4.8,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A14200,2524A00702,194365,10,44.784,10.303,25,Žilina,5,5,3,3,3,3,3,3,3,2,2,2,2.0
M6600,cesta II. triedy,487,Dilatačný celok,487_038 Most cez rieku Kysuca v obci Makov,M6600.01,38,49.371168751,18.482523723,583.144,dosková,prefabrikovaný predpätý betón,15,46,151,podľa tabuliek,Vodný tok,1969,Nezistený,1,15.338,Nezistený,11,8,192.1,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A00803,2524A17000,8709,49,34.217,0.227,6,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,1.0
M1086,cesta II. triedy,487,Dilatačný celok,487_039 Most cez Varechovský potok pred osadou Nižný Kolčov,M1086.01,39,49.374433343,18.500255647,565.68275,dosková,prefabrikovaný železobetón,18,49,302,podľa tabuliek,Vodný tok,1969,Nezistený,1,3.5,Nezistený,8.5,8.5,39.62,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A17200,2524A17300,194654,290,35.727,1.592,9,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,1.0
M781,cesta II. triedy,487,Dilatačný celok,"487_040 Most cez Kelčovský potok, osada Nižný Kelčov",M781.01,40,49.376667123,18.507012865,560.42775,dosková,prefabrikovaný železobetón,26,64,290,podľa tabuliek,Vodný tok,1969,Nezistený,1,6.7,Nezistený,11,8.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A01302,2524A03602,1377739,9,36.278,2.143,13,Žilina,4,4,4,4,4,4,4,4,4,3,3,3,3.0
M1582,cesta II. triedy,487,Dilatačný celok,000487_042 Most cez Kysucu o obci Vysoká nad Kysucou,M1582.01,42,49.378403714,18.520046411,547.419999,dosková,prefabrikovaný železobetón,19,38,115,podľa tabuliek,Vodný tok,1963,Nezistený,3,32.57,Nezistený,10,8,255.6,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A03700,2524A03800,194118,14,37.311,3.112,16,Žilina,6,6,6,6,6,6,6,6,6,6,6,6,3.0
M1847,cesta II. triedy,487,Dilatačný celok,487_043 Most cez potok Jeľovník v obci Vysoká nad Kysucou,M1847.01,43,49.378853198,18.52134368,546.919999,dosková,prefabrikovaný železobetón,27,71,211,podľa tabuliek,Vodný tok,1963,Nezistený,1,7,Nezistený,9.7,8.7,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A03800,2524A03900,194119,85,37.426,3.227,17,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M6597,cesta II. triedy,487,Dilatačný celok,487_044 Most cez bezmenný potok v obci Vysoká nad Kysucou,M6597.01,44,49.379606015,18.535676922,536.307,dosková,monolitický železobetón,10,32,280,podľa tabuliek,Vodný tok,1930,Nezistený,1,3.044,3.999,7,6,28.4,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A03900,2524A04000,194120,474,38.453,4.318,18,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,1.0
M4157,cesta II. triedy,487,Dilatačný celok,"487_048 Most cez bezmenný potok Vysoká u Vojtkov, k.ú. Vysoká nad Kysucou",M4157.01,48,49.381095971,18.575724296,509.4575,dosková,monolitický železobetón,10,30,269,podľa tabuliek,Vodný tok,1932,Nezistený,1,2.6,3.662,9.5,9.5,Nezistený,82.84,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A05300,2524A05400,194134,67,41.519,7.528,30,Žilina,4,4,4,4,4,4,5,5,5,5,5,5,1.0
M249,cesta II. triedy,487,Dilatačný celok,487_050 Most cez potok Semeteška na vyšnom konci obce Turzovka,M249.01,50,49.382529277,18.590435741,500.19675,dosková,prefabrikovaný železobetón,34,74,200,podľa tabuliek,Vodný tok,1963,Nezistený,1,9,Nezistený,10,9,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A05800,2524A01501,194139,107,42.776,8.705,34,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M604,cesta II. triedy,487,Dilatačný celok,487_051 Most cez Turkovský potok v k.ú. obce Tuzovka,M604.01,51,49.384429429,18.598124142,496.731,dosková,monolitický železobetón,50,60,100,odhadom,Vodný tok,1998,Nezistený,1,4.95,Nezistený,14,10.48,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A05900,2524A06000,194140,240,43.404,9.333,37,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M2044,cesta II. triedy,487,Dilatačný celok,487_052 Most cez bezmenný potok v k.ú. obce Turzovka,M2044.01,52,49.388971817,18.606994143,489.481249,dosková,prefabrikovaný železobetón,31,61,330,podľa tabuliek,Vodný tok,1979,Nezistený,1,6.76,Nezistený,14.6,11.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A18600,2524A06300,1111217,29,44.23,10.167,43,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
M4988,cesta II. triedy,487,Dilatačný celok,487_053 Most cez potok Dlhá Dolina v obci Turzovka,M4988.01,53,49.394958755,18.618065897,481.395999,dosková,prefabrikovaný železobetón,16,48,149,podľa tabuliek,Vodný tok,1979,Nezistený,1,4,Nezistený,14.6,11.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A07000,2524A07100,194151,224,45.296,11.245,51,Žilina,5,5,5,5,5,5,5,5,5,4,4,4,4.0
M3132,cesta II. triedy,487,Dilatačný celok,487_054 Most cez potok Dlhá Dolina v obci Turzovka,M3132.01,54,49.39672613,18.619917359,478.85725,dosková,prefabrikovaný predpätý betón,19,48,142,podľa tabuliek,Vodný tok,1979,Nezistený,1,10.52,Nezistený,14.6,11.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A07200,2524A01600,194153,27,45.536,11.485,53,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M6463,cesta II. triedy,487,Dilatačný celok,487_058 Most cez Majikovský potok v obci Podvysoká,M6463.01,58,49.40978668,18.656673902,458.24725,dosková,prefabrikovaný železobetón,26,61,192,podľa tabuliek,Vodný tok,1969,Nezistený,1,6.8,Nezistený,11,8.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2524A08200,2524A08302,194163,61,49.449,15.471,75,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M3510,cesta II. triedy,487,Dilatačný celok,487_060 Most cez rieku Kysuca v obci Staškov,M3510.01,60,49.422266981,18.685942809,445.744999,trámová,monolitický železobetón,8,12,22,porovnávací výpočet,Vodný tok,1932,Nezistený,2,34.4,Nezistený,6,4.8,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A05600,2613A01000,194179,30,52.275,18.183,92,Žilina,5,5,5,5,5,5,5,5,5,5,5,5,5.0
M2142,cesta II. triedy,487,Dilatačný celok,487_061 Most cez Uhrovský potok v obci Staškov,M2142.01,61,49.42263,18.68737,444.24,rámová,monolitický železobetón,32,80,196,projektovaná,Vodný tok,1958,Nezistený,1,2.045,Nezistený,7.5,7.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A01000,2613A01100,22,98,52.421,18.329,93,Žilina,6,6,6,6,6,6,6,6,6,6,1,1,1.0
M3152,cesta II. triedy,487,Dilatačný celok,487_062 Most cez potok Bahaňa v obci Staškov,M3152.01,62,49.433600099,18.712826835,437.729,dosková,prefabrikovaný železobetón,26,61,302,odhadom,Vodný tok,1970,Nezistený,1,4.8,Nezistený,11,8.5,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A06700,2613A06800,194190,18,54.518,20.564,106,Žilina,4,4,4,4,4,4,4,4,4,4,4,4,4.0
M2458,cesta II. triedy,487,Dilatačný celok,487_063 Most cez rieku Kysuca v obci Raková,M2458.01,63,49.437038678,18.724433078,432.614,oblúková,monolitický železobetón,16,35,0,statický výpočet,Vodný tok,1931,Nezistený,1,32,Nezistený,8.65,5.9,Nezistený,256,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A07800,2613A07900,194201,10,55.435,21.481,117,Žilina,6,6,6,6,6,6,6,6,6,6,6,3,3.0
M4632,cesta II. triedy,487,Dilatačný celok,487_064 Most cez potok Raková v obci Raková,M4632.01,64,49.442409886,18.733572015,431.38525,dosková,prefabrikovaný železobetón,28,104,384,statický výpočet,Vodný tok,1964,Nezistený,3,20.35,24.35,11.4,7.9,Nezistený,234.03,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A08501,2613A08600,194208,4,56.363,22.455,126,Žilina,6,6,6,6,6,6,6,6,6,6,6,3,3.0
M870,cesta II. triedy,487,Dilatačný celok,"487_064A Most cez bezmenný potok v meste Čadca ""u Sihelníka""",M870.01,064A,49.441819155,18.756772338,421.29825,dosková,prefabrikovaný železobetón,32,80,420,Nezistený,Vodný tok,1992,Nezistený,1,4.14,Nezistený,13.75,11.75,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A27100,2613A27201,194528,110,58.308,24.38,139,Žilina,3,3,3,3,3,3,3,3,3,4,4,4,4.0
M6233,cesta II. triedy,487,Dilatačný celok,"487_065 Most cez Sihelníkov potok v meste Čadca ""u Sihelníka""",M6233.01,65,49.441545058,18.758844609,417.3435,dosková,prefabrikovaný železobetón,32,80,420,odhadom,Vodný tok,1992,Nezistený,1,4.16,Nezistený,11.54,9.54,Nezistený,Nezistený,ZA SK,SC ŽSK - KYS,Čadca,oba smery trasy CK,medzikrižovatkový,2613A27202,2613A27400,194530,71,58.457,24.529,141,Žilina,3,3,3,3,3,3,3,3,3,3,3,3,3.0
