Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,Usek,Poc. Uzol,Konc. Uzol,Usekove stanicenie zac. objektu,Kumul. stanicenie zaciatku objektu,LongitudeE,LatitudeN,VyskaH,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Ev. dlzka useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie
cesta I. triedy,50,230,M5110,50_230 Most cez zátopové územie pri obci Pinciná,,1955.0,,,1.0,3.0,,11.45,10.85,,,Dobrý,281343.0,3644A20700,3644A20800,28,178512.0,19.758300896,48.359048703,187.544999,3.0,dosková,monolitický železobetón,36.0,57.0,420.0,podľa tabuliek,Záplavové územie,0.0,medzikrižovatkový,90.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,20.0,90.0
cesta I. triedy,50,231,M1982,50_231 Most cez potok Petríkovský za obcou Pinciná,,1960.0,,,1.0,9.1,,10.05,9.15,,,Dobrý,281347.0,3644A21100,3644A21200,161,179020.0,19.765010632,48.359181676,188.58,9.1,dosková,prefabrikovaný železobetón,28.0,49.0,162.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1906.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,20.0,94.0
cesta I. triedy,50,233,M239,"50_233 Most cez potok Bolíh, k.ú. Nové Hony",,1955.0,,,1.0,4.0,,11.15,10.25,,,Uspokojivý,3900.0,3644A00500,3644B00100,48,184056.0,19.830648178,48.362731841,202.72225,4.0,dosková,monolitický železobetón,23.0,88.0,226.0,odhadom,Vodný tok,0.0,medzikrižovatkový,1981.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,20.0,96.0
cesta I. triedy,50,234,M4367,"50_234 Most cez potok Šťavica, k.ú. Nové Hony",,1993.0,,,1.0,2.1,,9.8,9.8,,,Veľmi dobrý,3900.0,3644A00500,3644B00100,278,184286.0,19.833172351,48.363913317,202.2525,2.1,rámová,prefabrikovaný železobetón,50.0,130.0,420.0,odhadom,Vodný tok,0.0,medzikrižovatkový,1981.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,20.0,96.0
cesta I. triedy,50,235,M7494,"50_235 Most cez Maštinský potok pri Ružovej osade, k.ú. Nové Hony",,1997.0,,,1.0,4.5,,12.5,10.2,,,Veľmi dobrý,3900.0,3644A00500,3644B00100,1967,185975.0,19.850149489,48.373910114,204.2535,4.5,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1981.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Lučenec,20.0,96.0
cesta I. triedy,50,236,M4954,"50_236 Most cez zátopové územie pri Ružovej osade, k.ú. Ožďany",,1928.0,,,1.0,2.7,,10.45,,,,Dobrý,394881.0,3644A27800,3644A27900,50,186126.0,19.851680265,48.374799991,207.436499,2.7,klenbová,kameň,50.0,121.0,364.0,podľa tabuliek,Záplavové územie,0.0,medzikrižovatkový,1352.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,98.0
cesta I. triedy,50,237,M6309,50_237 Most cez zátopové územie pred obcou Ožďany,,1941.0,,,1.0,2.6,,8.4,8.3,,,Dobrý,394881.0,3644A27800,3644A27900,518,186594.0,19.857855553,48.375295872,208.847999,2.6,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Záplavové územie,0.0,medzikrižovatkový,1352.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,98.0
cesta I. triedy,50,238,M1171,50_238 Most cez potok Suchá pred obcou Ožďany,,1950.0,,,1.0,11.1,,11.7,9.7,,,Dobrý,20456.0,3644A05400,3644A28000,921,188692.0,19.885942759,48.37615421,205.73475,11.1,dosková,monolitický železobetón,28.0,52.0,83.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,1304.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,100.0
cesta I. triedy,50,242,M7283,"50_242 Most cez bezmenný potok na Čiernej Lúke, k.ú. Ožďany",,1928.0,,,1.0,2.44,,12.65,12.65,,,Dobrý,394905.0,3644A29100,3644A29200,67,195417.0,19.957023554,48.392024194,246.1,2.44,klenbová,oceľ -  plnostenná,23.0,65.0,196.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,500.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,114.0
cesta I. triedy,50,243,M2191,50_243 Most cez rieku Rimava v meste Rimavská Sobota,,1971.0,,,2.0,38.42,,13.0,10.5,,,Uspokojivý,4293.0,3644A00302,3733A19500,165,198280.0,19.995275431,48.391020489,211.524,38.42,dosková,prefabrikovaný predpätý betón,26.0,78.0,191.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1102.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,122.0
cesta I. triedy,50,244,M6044,50_244 Most nad železničnou traťou v meste Rimavská Sobota,,1971.0,,,3.0,39.2,,13.5,10.5,,,Dobrý,393102.0,3733A19500,3733A00603,484,199701.0,20.014055848,48.392206486,226.841499,39.2,dosková,prefabrikovaný predpätý betón,26.0,78.0,300.0,podľa tabuliek,Železnica,0.0,medzikrižovatkový,961.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,123.0
cesta I. triedy,50,245,M197,50_245 Most cez potok Močiar za mestom Rimavská Sobota,,1971.0,,,1.0,5.8,,11.5,10.5,,,Dobrý,393111.0,3733A20400,3733A20500,1769,202663.0,20.050915138,48.387682608,218.8125,5.8,dosková,prefabrikovaný železobetón,31.0,96.0,287.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1826.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,131.0
cesta I. triedy,50,246,M6763,50_246 Most cez zátopové územie pred obcou Bátka,,1928.0,,,1.0,2.1,,9.7,9.7,,,Dobrý,394900.0,3733A26300,3733A26400,3109,210270.0,20.146246317,48.379132162,224.369999,2.1,klenbová,kameň,48.0,100.0,266.0,podľa tabuliek,Záplavové územie,0.0,medzikrižovatkový,4491.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,140.0
cesta I. triedy,50,248,M6789,50_248 Most cez potok Blh za obcou Bátka,,1962.0,,,1.0,14.8,,10.0,8.5,,,Dobrý,4380.0,3733A01000,3733A01100,460,212884.0,20.17920123,48.382086161,178.861749,14.8,trámová,prefabrikovaný predpätý betón,30.0,61.0,124.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,512.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,146.0
cesta I. triedy,50,249,M5250,50_249 Most cez potok Teška pred obcou Figa,,1958.0,,,1.0,3.2,,10.0,9.0,,,Dobrý,393124.0,3733A21700,3733A01201,181,215800.0,20.21314132,48.392001501,205.1315,3.2,dosková,monolitický železobetón,12.0,41.0,294.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,214.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,149.0
cesta I. triedy,50,250A,M5558,,,2008.0,,,1.0,7.58,,11.32,11.32,,,Bezchybný,394994.0,3733A30100,3733A06211,118,220083.0,20.26241388,48.396295622,0.0,7.58,iná,iný materiál,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,138.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,155.0
cesta I. triedy,50,250B,M7716,,,2008.0,,,4.0,65.6,,9.5,9.5,,,Bezchybný,402833.0,3733A06212,3733A06204,103,220268.0,20.264922126,48.3973091,184.83125,65.6,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,lúč,266.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,158.0
cesta I. triedy,50,251,M3527,50_251 Most cez zátopové územie za obcou Stránska,,1930.0,,,1.0,4.6,,6.7,,,,Dobrý,394960.0,3733A27300,3733B00100,92,221828.0,20.282270308,48.403675215,177.2385,4.6,dosková,monolitický železobetón,12.0,23.0,39.0,podľa tabuliek,Kanál,0.0,medzikrižovatkový,588.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,162.0
cesta I. triedy,50,252,M3162,50_252 Most cez zrážkový potok pri obci Strážska,,1928.0,,,1.0,2.5,,9.5,8.7,,,Uspokojivý,394960.0,3733A27300,3733B00100,373,222109.0,20.283828622,48.405917642,174.702,2.5,klenbová,kameň,5.0,23.0,100.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,588.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Rimavská Sobota,20.0,162.0
cesta I. triedy,50,253,M5259,50_253 Most cez potok Turiec pri obci Behynce,,1960.0,,,3.0,29.45,,8.5,8.4,,,Uspokojivý,192666.0,3733A09100,3733A09200,763,223565.0,20.291328947,48.417713907,176.8015,29.45,dosková,prefabrikovaný železobetón,34.0,69.0,195.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,1138.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,165.0
cesta I. triedy,50,255,M4121,50_255 Most cez rieku Slaná pred obcou Tornaľa,,1958.0,,,3.0,46.6,,11.1,10.0,,,Veľmi zlý,4255.0,3733A01600,3733A08800,345,226386.0,20.316429784,48.423772574,176.98225,46.6,dosková,monolitický železobetón,24.0,55.0,100.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,488.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,169.0
cesta I. triedy,50,257,M6674,50_257 Most cez bezmenný potok v obci Stárňa,,1937.0,,,1.0,4.35,,12.8,11.4,,,Uspokojivý,192685.0,3734A02200,3734A02300,141,229345.0,20.334487767,48.440672249,185.113249,4.35,klenbová,kameň,7.0,22.0,84.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,148.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,188.0
cesta I. triedy,50,258,M7755,50_258 Most cez bezmenný potok za obcou Stárňa,,1930.0,,,1.0,3.0,,9.8,8.85,,,Dobrý,192687.0,3734A02400,3734A01101,476,229941.0,20.337111765,48.445716089,186.062999,3.0,dosková,monolitický železobetón,13.0,25.0,350.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,922.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,190.0
cesta I. triedy,50,259,M5308,50_259 Most cez bezmenný potok za obcou Stárňa,,1927.0,,,1.0,3.0,,9.6,,,,Dobrý,192687.0,3734A02400,3734A01101,759,230224.0,20.33963912,48.447604176,187.766499,3.0,klenbová,kameň,10.0,34.0,140.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,922.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,190.0
cesta I. triedy,50,260,M4860,"50_260 Most nad železničnou traťou, k.ú. Gemer",,1986.0,,,1.0,24.9,,11.5,11.5,,,Dobrý,4592.0,3734A01101,3734A00304,152,230539.0,20.342927212,48.449459672,198.869,24.9,trámová,prefabrikovaný predpätý betón,35.0,101.0,460.0,projektovaná,Železnica,0.0,medzikrižovatkový,211.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,191.0
cesta I. triedy,50,261,M1294,"50_261 Most cez podzemné ropovodné potrubie, k.ú. Gemer",,1986.0,,,1.0,26.8,,11.5,11.5,,,Dobrý,20615.0,3734A00302,3734A00305,131,131.0,20.345735272,48.451468884,196.9985,26.8,trámová,prefabrikovaný predpätý betón,35.0,101.0,460.0,projektovaná,Iná prekážka,998.0,vetva,333.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,194.0
cesta I. triedy,50,261A,M5067,"50_261A Most nad ropovodmi, k.ú. Gemer",,2006.0,,,0.0,27.16,,13.75,13.75,,,Bezchybný,20613.0,3734A00307,3734A00302,13,13.0,20.346481912,48.451672046,0.0,27.16,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,998.0,vetva,202.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,197.0
cesta I. triedy,50,260A,M3846,"50_260A Most na vetve križovatky s R2, k.ú. Gemer",,2006.0,,,0.0,48.73,,8.9,8.9,,,Bezchybný,20622.0,3734A00308,3734A00303,89,89.0,20.346474784,48.449418039,0.0,48.73,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,,998.0,vetva,296.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,20.0,199.0
cesta I. triedy,50,262,M2780,"50_262 Most cez poľnú cestu, k.ú. Gemer",,1986.0,,,1.0,15.6,,11.5,11.5,,,Veľmi dobrý,20614.0,3734A00302,3734B00100,200,230798.0,20.346638293,48.455159348,191.851999,15.6,dosková,prefabrikovaný predpätý betón,46.0,92.0,280.0,projektovaná,Účelová komunikácia,0.0,medzikrižovatkový,953.0,STAT,SSC,SSC - IVSC BB,Banskobystrický kraj,Revúca,21.0,0.0
cesta I. triedy,50,263,M449,"50_263 Most cez potok Sograď, k.ú. Čoltovo",,1986.0,,,1.0,12.71,,11.5,11.5,,,Dobrý,324538.0,3734A04900,3734A05000,257,234411.0,20.36517456,48.484481716,200.231249,12.71,dosková,prefabrikovaný predpätý betón,48.0,103.0,314.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,829.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,3.0
cesta I. triedy,50,266,M2863,50-266 Most cez rieku Slaná v obci Čoltovo,,1951.0,,,1.0,22.9,,11.2,10.1,,,Uspokojivý,324542.0,3734A05300,3734A05400,8,235968.0,20.373420948,48.49725994,197.423999,22.9,trámová,monolitický železobetón,26.0,82.0,125.0,odhadom,Vodný tok,0.0,medzikrižovatkový,39.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,7.0
cesta I. triedy,50,269,M1895,50_269 Most cez rieku Slaná pri obci Bohúňovo,,1952.0,,,1.0,27.8,,11.2,10.3,,,Uspokojivý,4582.0,3732A00700,3732A24600,7,237783.0,20.381660139,48.512428489,203.36675,27.8,trámová,monolitický železobetón,24.0,60.0,169.0,odhadom,Vodný tok,0.0,medzikrižovatkový,45.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,10.0
cesta I. triedy,50,271,M3363,50_271 Most cez Ardovský potok za obcou Bohúňovo,,1980.0,,,1.0,5.0,,11.5,11.5,,,Dobrý,4581.0,3732A00800,3732A24500,659,239123.0,20.385598243,48.523230896,209.716,5.0,dosková,monolitický železobetón,23.0,68.0,385.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,2362.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,14.0
cesta I. triedy,50,275,M3948,50_275 Most cez rieku Slaná za obcou Plešivec,,1954.0,,,1.0,24.2,,11.0,10.0,,,Uspokojivý,324450.0,3732A23400,3732A01001,127,246167.0,20.444419175,48.560564851,226.78875,24.2,trámová,monolitický železobetón,29.0,74.0,182.0,odhadom,Vodný tok,0.0,medzikrižovatkový,415.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,19.0
cesta I. triedy,50,276,M1714,"50_276 Most nad železničnou traťou, k.ú. Slavec",,1976.0,,,6.0,107.1,,13.0,10.8,,,Dobrý,4561.0,3732A01100,3732A30500,134,247918.0,20.46046136,48.572202238,240.738249,107.1,dosková,prefabrikovaný predpätý betón,50.0,102.0,294.0,odhadom,Železnica,0.0,medzikrižovatkový,356.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,21.0
cesta I. triedy,50,277,M4532,"50_277 Most nad železničnou vlečkou, k.ú. Slavec",,1976.0,,,3.0,35.5,,18.52,16.06,,,Dobrý,325857.0,3732A30500,3732A02800,52,248192.0,20.460893958,48.57431132,238.57875,35.5,dosková,prefabrikovaný predpätý betón,47.0,106.0,420.0,odhadom,Železnica,0.0,medzikrižovatkový,946.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,22.0
cesta I. triedy,50,278,M6897,"50_278 Most cez miestny potok a miestnu komunikáciu, k.ú. Slavec",,1976.0,,,3.0,34.9,,13.0,10.5,,,Dobrý,4558.0,3732A02800,3732A21900,344,249430.0,20.464908046,48.585089661,247.03125,34.9,dosková,prefabrikovaný predpätý betón,45.0,90.0,336.0,odhadom,Účelová komunikácia,0.0,medzikrižovatkový,751.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,23.0
cesta I. triedy,50,279,M5680,"50_279 Most cez Egrešský potok pred mestom Rožňava, k.ú. Brzotín",,2002.0,,,1.0,5.18,,11.5,11.5,,,Bezchybný,4556.0,3732A00100,3732A21600,476,254128.0,20.493959149,48.621558051,257.2295,5.18,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1392.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Rožňava,21.0,26.0
cesta I. triedy,50,280,M7091,"50_280 Most cez hospodársku cestu pred mestom Rožňava, k.ú. Brzotín",,2002.0,,,1.0,6.86,,11.5,11.5,,,Veľmi dobrý,4556.0,3732A00100,3732A21600,718,254370.0,20.496227434,48.623146464,259.909499,6.86,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Účelová komunikácia,0.0,medzikrižovatkový,1392.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Rožňava,21.0,26.0
cesta I. triedy,50,281,M5948,"50_281 Most cez rieku Slaná pred mestom Rožňava, k.ú. Brzotín",,2002.0,,,3.0,76.1,,11.5,11.5,,,Veľmi dobrý,4556.0,3732A00100,3732A21600,765,254417.0,20.496984808,48.623679283,260.470749,76.1,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1392.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Rožňava,21.0,26.0
cesta I. triedy,50,282,M3538,"50_282 Most cez potok Čremošná pred mestom Rožňava, k.ú. Brzotín",,2002.0,,,1.0,13.29,,11.5,11.5,,,Bezchybný,4556.0,3732A00100,3732A21600,1319,254971.0,20.50167323,48.62718182,261.048999,13.29,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1392.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Rožňava,21.0,26.0
cesta I. triedy,50,283,M5503,50_283 Most nad železničnou traťou pred mestom Rožňava,,1975.0,,,4.0,66.5,,14.0,11.5,,,Veľmi dobrý,4543.0,3732A02900,3732A00301,563,257479.0,20.524965783,48.642261997,281.33375,66.5,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,0.0,medzikrižovatkový,649.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,34.0
cesta I. triedy,50,284,M2876,50_284 Most cez Kamenný potok pred obcou Krásnohorské Podhradie,,1975.0,,,1.0,3.4,,11.6,10.5,,,Dobrý,324416.0,3732A20000,3732A20100,65,260543.0,20.561288722,48.651195471,363.145999,3.4,trámová,prefabrikovaný železobetón,34.0,88.0,420.0,odhadom,Vodný tok,0.0,medzikrižovatkový,82.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,49.0
cesta I. triedy,50,285,M2692,50_285 Most cez potok Pača pri obci Krásnohorské Podhradie,,1968.0,,,1.0,6.8,,11.5,10.5,,,Dobrý,4512.0,3732A02000,3732A00400,332,262943.0,20.593568003,48.650287567,351.983999,6.8,dosková,prefabrikovaný železobetón,42.0,82.0,420.0,odhadom,Vodný tok,0.0,medzikrižovatkový,508.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,55.0
cesta I. triedy,50,287,M4556,50_287 Most cez potok Čremošná pri obci Lipovník,,1950.0,,,1.0,10.0,,10.5,10.5,,,Veľmi dobrý,4917.0,3732A01500,3732A27400,78,265489.0,20.616702125,48.633719343,338.823999,10.0,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,3465.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,60.0
cesta I. triedy,50,288,M2181,50_288 Most cez potok na úpätí vrchu Soroška,,1949.0,,,1.0,4.45,,11.4,11.4,,,Uspokojivý,4917.0,3732A01500,3732A27400,232,265643.0,20.617797045,48.632564229,342.648,4.45,klenbová,monolitický prostý betón,29.0,74.0,180.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,3465.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,60.0
cesta I. triedy,50,289,M1388,50_289 Most cez horskú bystrinu na vrchu Soroška,,1949.0,,,1.0,4.2,,12.0,12.0,,,Dobrý,4917.0,3732A01500,3732A27400,714,266125.0,20.622786353,48.630746357,368.9235,4.2,klenbová,monolitický prostý betón,19.0,62.0,150.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,3465.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,60.0
cesta I. triedy,50,290,M1620,50_290 Most cez horskú bystrinu na vrchu Soroška,,1940.0,,,1.0,3.6,,11.5,11.5,,,Dobrý,4917.0,3732A01500,3732A27400,1153,266564.0,20.628198665,48.629380926,397.107499,3.6,klenbová,monolitický prostý betón,24.0,60.0,146.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,3465.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,60.0
cesta I. triedy,50,291,M3303,50_291 Most cez horský potok na vrchu Soroška,,1940.0,,,1.0,3.8,,14.0,,,,Veľmi dobrý,4917.0,3732A01500,3732A27400,1984,267395.0,20.638056726,48.625893351,451.448,3.8,klenbová,monolitický prostý betón,17.0,42.0,104.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,3465.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,60.0
cesta I. triedy,50,293,M1273,50-293 Most cez cestu a potok za obcou Jablonov n/Turňou,,1985.0,,,3.0,52.42,,14.0,14.0,,,Uspokojivý,325812.0,3732A27400,3741A07000,4678,273554.0,20.673059896,48.597561887,294.9545,52.42,dosková,prefabrikovaný predpätý betón,40.0,92.0,285.0,odhadom,"Účelová komunikácia,  Vodný tok",0.0,medzikrižovatkový,4956.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Rožňava,21.0,61.0
cesta I. triedy,50,302,M4477,50_302 Most nad železničnou traťou pred obcou Dvorníky,,1953.0,,,1.0,18.65,,11.09,9.09,,,Zlý,451253.0,3741A09500,3741A00701,123,285077.0,20.827157656,48.601377728,214.232749,18.65,trámová,monolitický železobetón,16.0,60.0,270.0,porovnávací výpočet,Železnica,0.0,medzikrižovatkový,241.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,80.0
cesta I. triedy,50,303,M30,50_303 Most nad cestou 050160 za obcou Dvorníky,,1969.0,,,3.0,32.3,,11.5,10.5,,,Uspokojivý,6637.0,3741A00702,3741A18300,640,286037.0,20.838179711,48.605780468,222.242249,32.3,dosková,prefabrikovaný predpätý betón,20.0,62.0,190.0,podľa tabuliek,Cestná komunikácia,0.0,medzikrižovatkový,725.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,82.0
cesta I. triedy,50,304,M6408,50_304 Most nad miestnou komunikáciou v obci Turňa nad Bodvou,,1969.0,,,1.0,7.05,,11.5,10.5,,,Uspokojivý,453520.0,3741A18500,3741A00900,34,289189.0,20.876879831,48.605079121,196.583499,7.05,dosková,prefabrikovaný železobetón,19.0,67.0,314.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,366.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,85.0
cesta I. triedy,50,305,M2966,"50_305 Most cez potok Hájsky, k.ú. Turňa nad Bodvou",,1969.0,,,1.0,4.0,,11.5,,,,Dobrý,453520.0,3741A18500,3741A00900,175,289330.0,20.878750617,48.604965495,191.5715,4.0,dosková,prefabrikovaný železobetón,26.0,39.0,245.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,366.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,85.0
cesta I. triedy,50,306,M7084,50_306 Most cez potok Drienovec pred obcou Drienovec,,1953.0,,,1.0,5.8,,11.0,10.0,,,Dobrý,4961.0,3741A01000,3741A14300,1399,291574.0,20.908306102,48.606246571,177.894,5.8,dosková,monolitický železobetón,24.0,45.0,341.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,3096.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,87.0
cesta I. triedy,50,307,M2371,"50_307 Most nad cestou III/5502, železničnou traťou a riekou Bodva v meste Moldava nad Bodvou",,1970.0,,,15.0,278.88,,10.5,10.5,,,Dobrý,451484.0,3741A14200,3742A30300,385,298400.0,20.999622732,48.60608464,212.2525,278.88,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,1990.0,NDS,NDS,NDS - SSUR KE,Košický kraj,Košice - okolie,21.0,98.0
cesta I. triedy,50,308,M11,50_308 Most cez potok Čečanka v obci Čečejovce,,1953.0,,,1.0,10.05,,15.55,11.45,,,Dobrý,451417.0,3742A25700,3742A25800,66,303424.0,21.063819275,48.598051589,208.46875,10.05,dosková,monolitický železobetón,23.0,105.0,420.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,116.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice - okolie,21.0,104.0
cesta I. triedy,50,309,M1146,50_309 Most cez potok Ida v obci Šaca,,1966.0,,,1.0,7.0,,13.5,11.0,,,Dobrý,294237.0,3742A09000,3742A09100,57,311844.0,21.167159787,48.628391416,240.72125,7.0,dosková,prefabrikovaný železobetón,21.0,73.0,225.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,116.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice II,21.0,117.0
cesta I. triedy,50,309A,M7090,50_309A Podchod pre peších v obci Šaca,,1964.0,,,1.0,3.5,,11.5,7.5,,,Dobrý,8883.0,3742A01300,3742A02001,410,312678.0,21.178382851,48.629080656,239.867499,3.5,dosková,monolitický železobetón,20.0,60.0,420.0,podľa tabuliek,Podchod pre chodcov,0.0,medzikrižovatkový,507.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice II,21.0,120.0
cesta I. triedy,50,324G,M4479,50_324G Most cez MK v meste Košice - Sečovská cesta - pravý,,2008.0,,,0.0,21.26,,10.65,10.65,,,Bezchybný,382809.0,3724A06510,3724A06502,13,313411.0,21.283744588,48.72524084,0.0,21.26,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Miestna komunikácia,1.0,lúč,46.0,STAT,SSC,SSC - IVSC KE,Košický kraj,Košice III,22.0,7.0
