Bridge_ID,District,Latitude,Longitude,Material,Bridge_Name,Bridge_Length,Year_of_Construction,Bridge_Width,Load_Capacity,Road_Class,Type_of_Structure,Bridge_Purpose,Administrator,Road_Number,Region,num_2012,num_2013,num_2014,num_2015,num_2016,num_2017,num_2018,num_2019,num_2020,num_2021,num_2022,num_2023
M4233,Lučenec,48.336606691,19.676201813,monolitický železobetón,"75_072 Most cez Krivánsky potok v meste Lučenec, časť Opatová",16.5,1982.0,15.5,32.0,cesta I. triedy,rámová,Vodný tok,SSC - IVSC BB,75,Banská Bystrica,3,3,3,3,3,3,3,3,3,5,5,5
M4077,Lučenec,48.340427987,19.680268966,prefabrikovaný predpätý betón,"Most nad miestnou komunikáciou, ul. Záhradnícka v meste Lučenec, časť Opatová",104.65,1995.0,13.0,32.0,cesta I. triedy,trámová,Miestna komunikácia,SSC - IVSC BB,75,Banská Bystrica,2,2,2,2,2,2,2,2,2,4,4,4
M7190,Nové Zámky,47.809535819,18.704695907,prefabrikovaný železobetón,76_002 Most cez odpadový kanál za Štúrovom,8.0,1969.0,9.9,47.0,cesta I. triedy,dosková,Kanál,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,3,4,4,4,4
M4811,Nové Zámky,47.818773562,18.692129073,prefabrikovaný železobetón,76_004 Most cez odpadový kanál za Štúrovom,3.0,1970.0,9.0,22.0,cesta I. triedy,dosková,Kanál,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,3,3,3,4,4
M1321,Nové Zámky,47.863197493,18.635696402,monolitický železobetón,76_006 Most cez kanál Paríž za obcou Kamenný Most,8.8,1950.0,9.0,27.0,cesta I. triedy,dosková,Kanál,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,3,3,3,4,4
M1435,Nové Zámky,47.874336374,18.638888625,monolitický železobetón,76_008 Most cez kanál za obcou Kamenný Most,2.3,1924.0,8.1,13.0,cesta I. triedy,dosková,Kanál,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,3,3,3,4,4
M469,Nové Zámky,47.902714541,18.635156722,prefabrikovaný železobetón,76_009 Most nad železnicou za obcou Kamenín,30.5,1960.0,11.0,56.0,cesta I. triedy,dosková,Železnica,SSC - IVSC BA,76,Nitra,4,4,4,4,4,4,4,4,4,4,4,4
M40,Nové Zámky,47.903774794,18.634524065,monolitický železobetón,76_010 Most cez potok za obcou Kamenín,5.8,1966.0,10.2,58.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC BA,76,Nitra,4,4,4,4,4,4,4,4,4,4,4,4
M503,Nové Zámky,47.914641428,18.639693552,monolitický prostý betón,76_011 Most cez potok v obci Bíňa,3.4,1908.0,6.0,30.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC BA,76,Nitra,5,5,5,5,5,5,5,5,5,5,4,4
M2045,Nové Zámky,47.928523044,18.641290527,monolitický železobetón,76_012 Most cez potok za obcou Bíňa,9.0,1949.0,8.3,20.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,3,3,3,4,4
M5365,Levice,47.949264491,18.648947129,monolitický prostý betón,76_013 Most cez Jarok v obci Čata,3.65,1961.0,9.0,13.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC BA,76,Nitra,5,5,5,5,5,5,5,5,6,6,6,6
M7469,Levice,47.966643821,18.652039631,monolitický železobetón,76_015 Most cez potok Nýrica v k.ú. obce Pohronský Ruskov,5.6,1960.0,10.0,14.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,5,5,5,5,5,5,5,4,4,4,4,4
M2750,Levice,48.008657711,18.654633189,monolitický železobetón,76_018 Most cez jarok v k.ú. obce Domaša,3.0,1947.0,10.0,6.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,4,4,4,4,4,4,4,6,6,6,6,6
M830,Levice,48.010526937,18.655765907,prefabrikovaný železobetón,76_019 Most cez jarok pred obcou Vozokany nad Hronom,5.55,1961.0,9.0,27.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC BA,76,Nitra,4,4,4,4,4,4,4,6,6,6,6,6
M1592,Levice,48.04668382,18.654753468,prefabrikovaný predpätý betón,76_020 Most cez potok Vrbovec v obci Želiezovce,11.1,1986.0,16.5,48.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,4,4,4,4,4,4,4,4
M1806,Levice,48.085078377,18.647058704,kameň,76_021 Most cez jarok pred obcou Svodov,2.1,1895.0,7.25,26.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,6,6,6,6,6
M6563,Levice,48.195107993,18.51531125,monolitický železobetón,76_023 Most cez jarok v obci Kalná nad Hronom,4.15,1952.0,9.3,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,5,5,5,5,5
M3124,Levice,48.204804712,18.510774365,prefabrikovaný predpätý betón,76_24 Most nad železnicou a cestou I/51 v Kalnej nadHronom,103.04,1984.0,16.8,35.0,cesta I. triedy,dosková,Železnica,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,4,4,4,5,5
M641,Levice,48.20930999,18.512820138,prefabrikovaný železobetón,76_025 Most cez inundáciu v kat. Kalná nad Hronom,7.2,1985.0,8.3,27.0,cesta I. triedy,rámová,Záplavové územie,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,4,4,4,4,4
M497,Levice,48.248032203,18.516748742,monolitický železobetón,76_026 Most cez jarok v obci Nový Tekov,3.25,1925.0,9.5,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,4,4,4,4,4
M1591,Levice,48.262920293,18.512752081,monolitický železobetón,76_027 Most cez jarok za obcou Nový Tekov,5.0,1925.0,8.9,18.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,4,4,4,4,4
M564,Levice,48.279834393,18.520958036,monolitický železobetón,76_028 Most cez jarok v k.ú. obce Malé Kozmálovce,3.0,1942.0,13.0,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,5,5,5,5,5
M7073,Levice,48.298691044,18.530774751,monolitický železobetón,76_031 Most cezjarok v k.ú. obce Kozárovce,3.0,1900.0,7.85,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,4,4,4,4,4
M1353,Levice,48.306805912,18.53517534,monolitický železobetón,76_033 Most cez jarok v k.ú. obce Kozárovce,3.5,1930.0,7.7,33.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,5,5,5,5,5
M2388,Levice,48.309500361,18.536595589,monolitický železobetón,76_034 Most cez jarok v k.ú. obce Kozárovce,3.5,1930.0,7.5,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BA,76,Nitra,3,3,3,3,3,3,3,6,6,6,6,6
M80,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,3,3,3,3,6,6,6,6,6,6,6,0
M1299,Žarnovica,48.3180279,18.539948916,monolitický železobetón,76_037 Most cez jarok za žel. stanicou v Psiaroch,4.0,1936.0,7.5,11.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BB,76,Banská Bystrica,2,2,2,2,2,5,5,5,5,5,5,5
M4421,Žarnovica,48.333364065,18.557031054,monolitický železobetón,76_039 Most cez potok pred Hronským Beňadikom,4.0,1936.0,7.5,11.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BB,76,Banská Bystrica,2,2,2,2,2,4,4,5,5,5,5,5
M672,Žarnovica,48.341900236,18.557545289,monolitický železobetón,76_040 Most cez Inovecký potok v obci Hronský Beňadik,11.5,1954.0,7.5,31.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC BB,76,Banská Bystrica,3,3,3,3,3,5,5,6,6,6,6,6
M229,Žarnovica,48.343039671,18.557972382,monolitický železobetón,76_041 Most cez Inovecký potok v Hronskom Beňadiku,11.3,1936.0,7.5,20.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC BB,76,Banská Bystrica,4,4,4,4,4,5,5,6,6,6,6,6
M7804,Žarnovica,48.345052684,18.558821624,monolitický železobetón,76_042 Most cez Inovecký potok v obci Hronský Beňadik,13.0,1936.0,9.1,17.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC BB,76,Banská Bystrica,3,3,3,3,3,4,4,5,5,5,5,5
M2376,Kežmarok,49.188465021,20.458310807,prefabrikovaný železobetón,77_001 Most cez miestny potok v obci Spišská Belá,8.0,1979.0,13.5,36.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,4,4,4,4,4
M5332,Kežmarok,49.205708656,20.475077921,monolitický železobetón,77_002 Most cez bezmenný potok za obcou Spišská Belá,3.6,1949.0,9.6,21.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,4,4,4
M4368,Kežmarok,49.218559328,20.483680078,monolitický železobetón,77_003 Most cez mlynský náhon v obci Bušovce,4.93,2000.0,8.5,32.0,cesta I. triedy,dosková,Kanál,SSC - IVSC KE,77,Prešov,1,1,1,1,1,1,1,3,3,3,3,3
M904,Kežmarok,49.222379939,20.485037098,prefabrikovaný predpätý betón,77_004 Most cez rieku Biela voda za obcou Bušovce,31.7,1960.0,11.2,32.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,5,5,5,6,6
M4031,Kežmarok,49.232525359,20.491595412,monolitický železobetón,77_005 Most cez Vojňanský potok pri železničnej zastávke Podhorany,6.4,1949.0,9.6,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,4,4,4,4,4
M344,Kežmarok,49.239798705,20.497689845,monolitický železobetón,77_006 Most cez bezmenný potok za obcou Bušovce,4.6,1943.0,8.8,23.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,4,4,4
M6287,Kežmarok,49.246624648,20.50876329,prefabrikovaný predpätý betón,77_007 Most cez rieku Toporec pri obci Toporec,15.0,1960.0,9.0,32.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,1,1,1,1,1,1,1,5,5,5,6,6
M697,Stará Ľubovňa,49.259696735,20.537864218,monolitický železobetón,"77_009 Most cez miestny potok, k.ú. Podolínec",3.2,1943.0,11.7,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M6118,Stará Ľubovňa,49.262731716,20.542009552,prefabrikovaný železobetón,77_010 Most cez miestny potok v obci Podolínec,8.25,1985.0,15.0,36.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,2,4,4,3,3
M7273,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,5,5,5,1,1,0,0,0,0,0,0,0
M1218,Stará Ľubovňa,49.27387136,20.563166575,monolitický železobetón,77_012 Most nad železničnou traťou za obcou Podolínec,8.2,1963.0,10.85,11.0,cesta I. triedy,klenbová,Železnica,SSC - IVSC KE,77,Prešov,4,4,4,4,4,5,5,7,7,7,7,7
M2956,Stará Ľubovňa,49.283157269,20.577168626,monolitický železobetón,77_014 Most cez potok Ružbašanka v obci Nižné Ružbachy,12.1,1951.0,9.18,32.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,2,2,3,3,3
M6730,Stará Ľubovňa,49.286915307,20.586838079,prefabrikovaný predpätý betón,77_015 Most nad železnicou za obcou Nižné Ružbachy,10.0,1963.0,9.65,32.0,cesta I. triedy,trámová,Železnica,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,2,2,4,4,4
M3146,Stará Ľubovňa,49.286533741,20.588427709,monolitický prostý betón,77_016 Most cez horský potok za obcou Nižné Ružbachy,4.45,1963.0,7.6,26.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M7589,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,5,5,0,0,0,0,0,0,0,0,0,0
M7428,Stará Ľubovňa,49.298886734,20.601102238,prefabrikovaný železobetón,"77_019 Most cez Lackovský potok, k.ú. Lacková",4.1,1961.0,9.5,38.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,6,6,6,6
M2562,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,4,4,4,4,7,7,7,7,7,0,0,0
M3742,Stará Ľubovňa,49.302965195,20.638719222,prefabrikovaný predpätý betón,77_021 Most cez potok Čierny v obci Hniezdne,12.0,1951.0,9.5,25.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,5,5,5,5,5,5,3,3
M3542,Stará Ľubovňa,49.306632839,20.661718614,prefabrikovaný predpätý betón,77_022 Most cez potok Veľký Lipník za obcou Hniezdne,17.0,1961.0,10.5,18.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,6,6,2,2,2,2,2,3,3,3,4,4
M4930,Stará Ľubovňa,49.30809295,20.671528298,prefabrikovaný železobetón,77_023 Most cez potok Malý Lipník za obcou Hniezdne,7.0,1961.0,8.5,35.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,4,4
M1125,Stará Ľubovňa,49.309760487,20.681258378,monolitický prostý betón,77_024 Most cez potok Korbač za obcou Hniezdne,4.0,1943.0,8.0,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M1384,Stará Ľubovňa,49.282770648,20.898389731,monolitický prostý betón,Nezistený,6.15,1958.0,8.7,31.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,4,4,4,4,4
M4969,Stará Ľubovňa,49.284095311,20.90421246,monolitický železobetón,77_026 Most cez bezmenný potok za obcou Orlov,2.3,1958.0,8.3,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,5,5
M3205,Stará Ľubovňa,49.285482472,20.908267013,monolitický železobetón,77_027 Most cez bezmenný potok za obcou Orlov,2.6,1958.0,8.3,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,4,4,4,5,5
M2742,Stará Ľubovňa,49.289498866,20.911261023,monolitický železobetón,77_028 Most cez potok Rakovec v obci Čirč,25.1,1958.0,8.5,24.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,3,3,3,4,4
M784,Stará Ľubovňa,49.297211501,20.93548149,monolitický železobetón,77_029 Most cez potok Chotárny pred obcou Ruská Voľa,7.7,1958.0,8.0,23.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,5,5,5,5,6
M3514,Stará Ľubovňa,49.301320527,20.945330861,monolitický železobetón,"77_030 Most cez potok Kostolný, k.ú. Ruská Voľa",4.6,1958.0,8.0,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,5,5,5,5,5
M1480,Stará Ľubovňa,49.306933489,20.983272357,prefabrikovaný železobetón,77_031 Most cez miestny potok v obci Obručné,8.8,1969.0,7.9,20.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,6,6,2,2,2,2,2,3,3,4,4,4
M622,Stará Ľubovňa,49.299331347,20.986451025,monolitický železobetón,"77_031A Most cez potok Podrožný, k.ú. Obručné",3.1,1969.0,8.5,28.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,4,4,4,4,4
M2196,Bardejov,49.303456983,20.995940356,monolitický železobetón,77 _032 most cez Podružný potok za obcou Obručné,4.6,1969.0,8.9,24.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,5,5,5,5,5,5,5,5,5,5,6
M4338,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,3,3,3,3,6,6,6,6,6,6,6,0
M5979,Bardejov,49.305456679,21.00683157,monolitický železobetón,77_034 Most cez miestny potok pred obcou Lenartov,2.65,1969.0,7.8,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,4,4,4,4,4,4,4,5
M485,Bardejov,49.30702,21.01068,prefabrikovaný predpätý betón,77-035 Most cez Večný potok pred obcou Lenartov,13.25,1969.0,7.35,24.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,5,5,5,5,5,5,5,5,6,6,7,7
M7626,Bardejov,49.304993622,21.061639473,monolitický železobetón,77_036 Most cez Rybný potok v obci Malcov,11.15,1949.0,14.6,24.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,4,4,5
M6517,Bardejov,49.30955772,21.072693446,prefabrikovaný predpätý betón,77_037 Most cez Večný potok za obcou Malcov,33.0,1965.0,9.5,24.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,5,5,5,5,5,6
M1705,Bardejov,49.31683,21.07883,monolitický železobetón,77_038 Most cez potok Vesna za obcou Malcov,29.9,1958.0,9.1,23.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,5,5,5,5,5,5,5,5,5,5,5,5
M1341,Bardejov,49.319124442,21.091202603,monolitický železobetón,77-039 Most cez miestny potok pred obcou Gerlachov,4.7,1932.0,8.8,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,5,5,5,5,4,4,4,4,4,4,4,4
M1872,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,3,3,0,0,0,0,0,0,0,0,0,0
M4978,Bardejov,49.320627691,21.110294625,monolitický železobetón,77_041 Most cez miestny potok v obci Gerlachov,4.3,1957.0,9.0,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,4,4,4,4,4,4
M7209,Bardejov,49.321750022,21.136091126,monolitický železobetón,77_042 Most cez potok Lipovec v obci Kružľov,6.7,1953.0,8.75,20.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,5,5,5,5,5,5
M15,Bardejov,49.323934485,21.148352254,prefabrikovaný predpätý betón,77_043 Most cez potok Kurovec pred obcou Tarnov,13.6,1961.0,9.5,24.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,5,5,5
M341,Bardejov,49.32011998,21.164128455,monolitický železobetón,77_044 Most cez potok Sveržovka v obci Tarnov,38.85,1952.0,9.5,33.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,4,4,4,4,4,5,5,5,5,5,5
M705,Bardejov,49.317297128,21.189513094,prefabrikovaný železobetón,77_045 Most cez potok Rakovec v obci Rokytov,5.01,1978.0,11.84,42.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,4,4,4,4,4,4
M5904,Bardejov,49.311745761,21.20141936,prefabrikovaný predpätý betón,77_046 Most cez Zlacký potok za obcou Rokytov,16.6,1961.0,11.5,32.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,2,4,4,4,4,4,3,3,3,3,3,4
M3688,Bardejov,49.308658775,21.213037766,prefabrikovaný železobetón,77_047 Most cez miestny potok v obci Mokroluh,2.5,1946.0,17.0,32.0,cesta I. triedy,rámová,Vodný tok,SSC - IVSC KE,77,Prešov,1,1,1,1,1,1,1,2,2,2,2,3
M5907,Bardejov,49.3015,21.24193,monolitický železobetón,77_048 Most cez Mnichovský potok pred mestom Bardejov,4.0,1948.0,9.1,24.0,miestna neurčená,dosková,Vodný tok,BJ,MK,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M4087,Bardejov,49.29704,21.25675,monolitický železobetón,77-049 Most cez rieku Topľa v meste Bardejov,69.45,1951.0,10.5,22.0,miestna neurčená,dosková,Vodný tok,BJ,MK,Prešov,5,5,5,5,5,5,5,5,5,5,0,5
M636,Bardejov,49.3000823,21.281458457,prefabrikovaný predpätý betón,77_050A Most cez rieku Topľa v meste Bardejov,75.18,1990.0,12.0,35.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,4,4,4,4,4,4,4,4,4,4
M2909,Bardejov,49.300101625,21.2817061,prefabrikovaný predpätý betón,Most cez rieku Topľa v meste Bardejov - pravý,75.18,1990.0,12.0,35.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,3,4,4,4,4,4,4,4,4,4,4,4
M3437,Bardejov,49.302795848,21.285462908,prefabrikovaný železobetón,77_051 Most cez bezmenný potok v meste Bardejov,2.5,1990.0,22.0,50.0,cesta I. triedy,rámová,"Vodný tok,  Vodný tok",SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M1083,Bardejov,49.320499627,21.292747509,prefabrikovaný železobetón,77_052 Most cez Kúpeľský potok v meste Bardejov,2.53,1984.0,12.69,50.0,cesta I. triedy,rámová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,4,4,4,4,4,5,5,5,5
M4076,Bardejov,49.348746625,21.288194579,monolitický železobetón,77_053 Most cez zrážkový potok pred obcou Zborov,3.05,1961.0,9.5,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,4,4,5
M6428,Bardejov,49.357069178,21.293404921,monolitický prostý betón,77_054 Most cez potok Koldorina pred obcou Zborov,4.85,1959.0,8.0,21.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,4,4,4,4
M3922,Bardejov,49.36259148,21.306318473,prefabrikovaný predpätý betón,77_055 Most cez potok Rosucká voda v obci Zborov,14.95,1951.0,7.1,25.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,4,5,5,5,5
M192,Bardejov,49.367038471,21.309603461,monolitický železobetón,77_056 Most cez potok Kamenec v obci Zborov,25.7,1955.0,14.0,34.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,5,5,5,5
M51,Bardejov,49.369057479,21.31351481,monolitický železobetón,77_057 Most cez miestny potok v obci Zborov,4.7,1962.0,9.0,25.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,4,4,4,4,4,4,4,6
M6267,Bardejov,49.376409757,21.332091308,monolitický železobetón,77_058 Most cez potok za obcou Smilno,3.0,1961.0,9.5,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,6,6,6,6,3,3,3,3,2,2,2,2
M1295,Bardejov,49.37967084,21.339005671,monolitický železobetón,77_059 Most cez potok Drožník za obcou Smilno,3.34,1961.0,9.7,30.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,5,2,2,2,2,2,2,2
M7049,Bardejov,49.391500427,21.368593944,monolitický železobetón,77_060 Most cez potok Olšina pred obcou Smilno,2.65,1954.0,7.9,27.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,2,2,2,2
M6213,Bardejov,49.39393855,21.377906489,monolitický železobetón,77_061 Most cez potok Gľuzov pred odbočkou do obce Jedlinka,2.3,1954.0,9.0,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,4,4,4,4,2,2,2,2
M7631,Bardejov,49.395807154,21.385221191,monolitický železobetón,77_062 Most cez potok Sova pred odbočkou do obce Jedlinka,2.55,1954.0,9.5,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,2,2,2,2
M1047,Bardejov,49.39936713,21.39323832,monolitický železobetón,77_063 Most cez potok Hirky za obcou Nižná Polianka,2.4,1954.0,9.05,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,2,2,2,2,2
M5554,Bardejov,49.403613674,21.398704445,prefabrikovaný predpätý betón,77_064 Most cez rieku Ondava v obci Nižná Polianka,13.1,1959.0,10.3,24.0,cesta I. triedy,trámová,Vodný tok,SSC - IVSC KE,77,Prešov,4,5,5,5,5,5,2,2,2,2,2,2
M6249,Bardejov,49.398941288,21.427775119,monolitický železobetón,77_065 Most cez miestny potok v obci Hutka,3.2,1946.0,9.0,26.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,2,2,2,2
M3477,Svidník,49.389089261,21.442469915,prefabrikovaný železobetón,77_066 Most cez potok Beskyt v obci Vyšný Mirošov,5.8,1958.0,9.25,32.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,2,2,2,2,2,2,2,2,2,2,2,2
M2393,Svidník,49.38320249,21.452569132,monolitický železobetón,"77_067 Most cez potok zo Sivej studne, Vyšný Mirošov",3.55,1960.0,9.5,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,3,3,3,3,3,3,3,3,3,3,3,3
M3933,Svidník,49.37843,21.45978,prefabrikovaný železobetón,77_068 Most cez potok z Č. Lúky pred obcou Vyšný Mirošov,5.11,1959.0,20.07,46.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,6,6,6,6,6,6,6,2,2,2,2,2
M5282,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,Nezistený,7,7,7,7,0,0,0,0,0,0,0,0
M3519,Svidník,49.367869098,21.469634656,monolitický prostý betón,"77_070 Most cez potok Kamienec, k.ú. Nižný Mirošov",3.55,1954.0,8.0,32.0,cesta I. triedy,klenbová,Vodný tok,SSC - IVSC KE,77,Prešov,4,4,4,4,4,4,4,2,2,2,2,2
M792,Svidník,49.350516713,21.490775435,monolitický železobetón,77_071 most cez Roztocký potok za obcou Vyšný Orlík,8.95,1957.0,8.6,11.0,cesta I. triedy,dosková,Vodný tok,SSC - IVSC KE,77,Prešov,4,5,5,5,5,2,2,2,2,2,2,2
