ID mosta,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Okres,Longitude,Latitude,Material,Názov mosta,Dĺžka premostenia,Rok postavenia,Volná šírka mosta,Normána zaťažiteľnost,Trieda PK,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023
M1359,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Poltár,19.628733856,48.474628827,prefabrikovaný železobetón,050113-001_Most cez Cinobanský potok pri obci Cinobaňa,5.0,1980,7.4,42.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3
M6606,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.88999963,48.38468324,monolitický železobetón,2740-1 (050115-001) Most cez potok Suchá za obcou Ožďany,7.0,1954,7.6,21.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,4,4,4,4,4
M903,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.88807078,48.386707533,monolitický železobetón,2740-2 (050115-002) Most cez potok Suchá za obcou Ožďany,3.5,1941,7.6,13.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M4364,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Poltár,19.874552152,48.409765932,prefabrikovaný železobetón,050115-003 Most cez potok v obci Hrnčiarske Zalužany,6.0,1953,6.3,43.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M975,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Poltár,19.874951615,48.410435507,monolitický železobetón,050115-005 Most cez bezmenný potok v obci Hrnčiarske Zalužany,2.2,1957,9.8,2.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M1711,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Poltár,19.862678345,48.430572318,monolitický železobetón,050115-006 Most cez potok Suchá v obci Hrnčiarska Ves,7.8,1955,6.4,14.0,cesta III. triedy,Banská Bystrica,5,5,5,5,5,5,5,5,5,5,5,5
M7204,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.020014845,48.377246078,prefabrikovaný predpätý betón,2741-1 (050118-001) Most cez rieku Rimava v meste Rim.Sobota,42.0,1969,13.8,22.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,4,4,4,4,4,4,4
M544,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Rimavská Sobota,19.988129058,48.35313113,prefabrikovaný železobetón,2741-3 (050118-003) Most cez potok Lukva pred osadou Majša,8.02,1989,7.5,23.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4
M811,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Rimavská Sobota,19.967077699,48.35911964,prefabrikovaný železobetón,2741-4 (050118-004) Most cez potok Lukva za osadou  Majša,8.02,1989,7.5,23.0,cesta III. triedy,Banská Bystrica,2,2,2,2,3,3,3,3,3,3,3,3
M6350,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.880110741,48.342009957,monolitický železobetón,2741-5 (050118-005) Most cez bezmenný potok v obci Husiná,2.6,1955,7.6,14.0,cesta III. triedy,Banská Bystrica,2,2,2,2,3,3,3,4,4,4,4,4
M5532,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Rimavská Sobota,19.870229777,48.341488071,monolitický železobetón,2741-6 (050118-006) Most cez Sokolí potok za obcou Husiná,2.7,1942,7.0,13.0,cesta III. triedy,Banská Bystrica,2,2,2,2,3,3,3,3,3,3,3,3
M5598,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Rimavská Sobota,19.854024238,48.345528624,prefabrikovaný predpätý betón,050118-008_Most cez bezmenný potok pri obci Husiná,4.5,1959,8.0,26.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3
M2977,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Lučenec,19.841846473,48.344621438,prefabrikovaný predpätý betón,050118-009_Most cez potok suchá pri obci Veľké Dravce,15.85,1962,7.3,34.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,4,4,4,4,4,4,4
M4390,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Rimavská Sobota,19.99464013,48.351367753,monolitický železobetón,2742-1 (050119-001) Most cez potok Lukva pred obcou Dúžava,5.0,1959,8.0,19.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4
M3747,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.993463751,48.317326761,prefabrikovaný železobetón,050119-002 Most cez Gemerčecký potok v obci Gemerček,3.7,1965,7.25,18.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4
M1232,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Rimavská Sobota,19.971953188,48.341785143,monolitický železobetón,2743-1 (050120-001) Most cez bezmenný potok v obci Mojín,4.0,1935,5.3,12.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,4
M3677,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.02743219,48.407721747,monolitický železobetón,2744-1 (050121-001) Most cez miestný potok v obci Nižná Pokoradz,3.0,1964,7.7,14.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,3,3,3,3,4,4,4
M2908,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.070512752,48.457459406,prefabrikovaný železobetón,2744-2 (050121-002) Most cez Veľký potok v obci  Padarovce,6.5,1971,9.0,32.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,4,4,4,4,4,4,4
M4234,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.090530786,48.463521589,prefabrikovaný železobetón,2744-3 (050121-003) Most cez potok Pápča za obcou  Padarovce,6.0,1966,7.6,43.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4
M667,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.097235376,48.470076275,prefabrikovaný predpätý betón,2744-4 (050121-004) Most cez potok Blh v obci Teplý Vrch,15.0,1964,11.1,30.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,4,4,4,4,4,4,4
M5961,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.056701282,48.493965249,monolitický železobetón,2747-1 (050124-001) Most cez potok Blh pri obci Hrušovo,9.0,1959,7.2,15.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M4818,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Rimavská Sobota,20.053405737,48.498191535,monolitický železobetón,2747-2 (050124-002)  Most cez potok Blh pri obci  Ostrany,9.0,1959,7.9,15.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,5,5
M6106,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Rimavská Sobota,20.050531649,48.50937606,monolitický železobetón,2747-3  (050124-003) Most cez  potok Blh v obci Hrušovo,4.6,1959,7.3,25.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,3,3
M7559,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.047244026,48.510883787,prefabrikovaný predpätý betón,2747-4 (050124-004) Most cez Striežovský potok  pred obcou Hrušovo,13.7,1963,7.0,30.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4
M675,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.040691161,48.513615737,prefabrikovaný železobetón,2747-5 (050124-005) Most cez potok Blh pri obci Hrušovo,4.0,1966,7.0,42.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4
M7784,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Rimavská Sobota,20.030936726,48.521071206,prefabrikovaný železobetón,2747-6 (050124-006)  Most cez bezmenný potok pred obcou Striežovce,2.5,1966,7.4,39.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,3,3,3
M7810,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.02928,48.52712,prefabrikovaný železobetón,2747-7 (050124-007) Most cez Striežovský potok v obci  Striežovce,8.0,1966,8.5,46.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4
M35,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.064702447,48.468024655,monolitický železobetón,2749-1 (050126-001) Most cez potok Pápča v obci Pápča,4.0,1955,5.7,14.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,4,4,4
M7108,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.962039889,48.539272392,prefabrikovaný železobetón,2750-1 (050127-001) Most cez rieku Rimava v obci Rim.Brezovo,28.55,1966,9.0,41.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4
M3890,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Rimavská Sobota,19.972290516,48.541631376,monolitický železobetón,2750-3 (050127-003) Most cez lesný potok za obcou Rimavské Brezovo,2.1,1958,8.8,14.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,5,5,5
M2604,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,19.999754238,48.532731746,monolitický železobetón,2750-4 (050127-004) Most cez bezmenný potok pred obcou Kyjatice,2.5,1957,5.7,11.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4
M7349,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.010115723,48.529831975,monolitický železobetón,2750-5 (050127-005) Most cez miestný potok v obci Kyjatice,2.8,1957,6.3,11.0,cesta III. triedy,Banská Bystrica,3,3,3,3,4,4,4,4,4,4,4,4
M1113,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.053405081,48.388176201,monolitický prostý betón,2751-1  Most cez potok Močiar v osade Vinica (050128-001),3.2,1937,5.5,3.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4
M6070,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.106168288,48.392690031,monolitický železobetón,2752-1 (050129-001) Most cez miestny potok v obci Bakta,3.0,1952,7.1,14.0,cesta III. triedy,Banská Bystrica,2,2,2,2,4,4,4,4,4,4,4,4
M3267,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.133307974,48.416729486,prefabrikovaný predpätý betón,2752-3 (050129-003) Most cez potok Blh pred obcou Uzovská Panica,17.5,1962,7.5,30.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,4,4
M5306,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Rimavská Sobota,20.137951788,48.417821882,kameň,2752-4 (050129-004) Most cez bezmenný potok v obci Uzovská Panica,6.4,1885,6.4,4.0,cesta III. triedy,Banská Bystrica,5,5,5,5,5,5,5,5,5,5,5,5
M7737,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.153443386,48.392282701,prefabrikovaný železobetón,2753-1 (050130-001) Most cez bezmenný potok v obci Tomašovce,2.8,1981,8.9,23.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M6559,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.125772744,48.417356442,kameň,2753-2 (050130-002)  Most cez bezmenný potok za obcou Semsúrov,4.4,1903,8.5,6.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M2298,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.117003501,48.427718845,kameň,2753-3 (050130-003) Most cez bezmenný potok za obcou Semsúrov,2.5,1903,7.8,4.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M2903,Dobrý,Dobrý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Zlý,Rimavská Sobota,20.115619678,48.433820699,kameň,2753-4 Most cez bezmenný potok  pred obcou Veľký Blh (050130-004),2.4,1903,8.0,4.0,cesta III. triedy,Banská Bystrica,3,3,5,5,5,5,5,5,5,5,5,5
M3524,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.117186556,48.444998412,monolitický železobetón,2753-5 (050130-005) Most cez  potok Suchý v obci  Veľký Blh,3.8,1959,8.0,15.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,4,4,4
M2601,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Veľmi zlý,Rimavská Sobota,20.117562438,48.445086827,prefabrikovaný predpätý betón,2753-6 Most cez potok Blh v obci  Veľký Blh (050130-006),14.7,1959,8.5,7.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,4,4,4,4,5,5,6
M5919,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.119222173,48.445833148,kameň,2753-7 Most cez bezmenný potok v obci Veľký Blh (050130-007),2.4,1935,8.4,2.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M5564,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Zlý,Zlý,Zlý,Rimavská Sobota,20.09479493,48.485912723,prefabrikovaný predpätý betón,2753-9 Most cez Hostinský potok v obci  Budíkovany (050130-009),8.05,1978,8.2,48.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,4,4,4,4,5,5,5
M7076,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Revúca,20.120261526,48.550122518,prefabrikovaný predpätý betón,2753-13 Most cez potok Turiec  pred obcou Rybník (050130-13),13.0,1961,7.5,30.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M7416,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Revúca,20.106049051,48.563477178,prefabrikovaný železobetón,2753-15 Most cez potok Turiec  za obcou Sása (050130-015),8.0,1957,9.5,30.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,3,3,3,3,3,3,4
M3480,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Revúca,20.09901237,48.583023834,prefabrikovaný železobetón,2753-18 Most cez bezmenný potok pred obcou Ratková (050130-018),5.3,1967,7.5,40.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M6640,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Revúca,20.097416863,48.590503198,monolitický železobetón,2753-19 Most cez bezmenný potok v obci Ratková (050130-019),4.7,1948,6.4,51.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,4,4
M1879,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Revúca,20.096017458,48.593915729,kameň,2753-20 Ratková (050130-020),2.19,1947,7.7,32.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,3,3,3,3,3,3,3
M4495,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.10952,48.49375,kameň,050131-001 Most cez bezmenný potok pred obcou Hostišovce,3.2,1885,7.9,4.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M6995,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.113761799,48.495546329,prefabrikovaný železobetón,2754-2 Most cez bezmenný potok v obci Hostišovce (050131-002),3.43,1970,8.2,41.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M4407,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.05346119,48.581411142,monolitický železobetón,2756-1 Most cez potok Blh v obci Rovné (050133-001),9.0,1961,11.4,19.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,4,4
M3014,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.051420242,48.581908458,monolitický železobetón,2756-2 Most cez  potok v obci Rovné (050133-002),9.2,1961,9.8,19.0,cesta III. triedy,Banská Bystrica,3,3,4,4,4,4,4,4,4,4,4,4
M2125,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.04608,48.58705,monolitický železobetón,050133-003 Most cez potok Blh za obcou Rovné,5.8,1961,8.0,19.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,4,4,4,4,4,4
M5834,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Rimavská Sobota,20.043983867,48.588504583,oceľ -  plnostenná,2756-4 Most cez  potok Blh pri Burde (050133-004),8.0,1957,4.0,22.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,3,3
M3705,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.03142,48.59725,monolitický železobetón,050133-005 Most cez  potok Blh v osade Burda,8.3,1964,10.0,19.0,cesta III. triedy,Banská Bystrica,3,3,4,4,4,4,4,4,4,4,4,4
M4624,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.02744,48.59984,monolitický železobetón,050134-001 Most cez potok Blh pred obcou Ratkovská Zdychava,8.6,1961,10.0,24.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,4,4,4,4,4,4
M1564,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Uspokojivý,Revúca,20.099876319,48.590703592,prefabrikovaný predpätý betón,2820-1 Most cez potok Turiec za obcou Ratková (050136-001),15.3,1969,9.0,20.0,cesta III. triedy,Banská Bystrica,4,4,4,4,4,4,4,4,4,4,4,4
M3206,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.237285446,48.411376862,monolitický železobetón,2761-1 Most cez bezmenný potok pred obcou Káloša (050139-001),2.5,1957,7.6,14.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,4,4
M3940,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Bezchybný,Dobrý,Dobrý,Dobrý,Rimavská Sobota,20.248434847,48.400254609,monolitický predpätý betón,"2761-1A Most na ceste III/050139 nad R2 v km 1,723 (050139-1A)",49.8,2007,8.0,32.0,cesta III. triedy,Banská Bystrica,1,1,1,1,1,1,1,1,1,3,3,3
M4881,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Rimavská Sobota,20.21435,48.42581,kameň,2761-2 Most cez bezmenný potok za obcou Nižná Káloša (050139-002),2.05,1927,7.5,32.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,3,3
M7521,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Dobrý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.20957,48.43017,monolitický železobetón,2761-4 Most cez potok pred obcou Gem. Michalovce (050139-004),3.0,1939,5.6,16.0,cesta III. triedy,Banská Bystrica,3,3,3,3,3,3,3,3,3,3,4,4
M5983,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Uspokojivý,Uspokojivý,Rimavská Sobota,20.208947686,48.437047762,monolitický železobetón,2761-6 Most cez bezmenný potok v obci Gem. Michalovce (050139-006),5.6,1963,8.1,19.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,4,4
M4749,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Rimavská Sobota,20.205882213,48.443054121,monolitický železobetón,2761-7 Most cez bezmenný potok pri obci Nižné Valice (050139-007),2.5,1940,5.7,17.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,3,3
M7555,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Veľmi dobrý,Dobrý,Dobrý,Rimavská Sobota,20.19794,48.44778,monolitický železobetón,2761-8 Most cez   bezmenný potok pri obci Nižné Valice (050139-008),9.0,1956,7.4,17.0,cesta III. triedy,Banská Bystrica,2,2,2,2,2,2,2,2,2,2,3,3
