ID_mosta,Trieda_PK,Číslo_PK,Názov_mosta,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Počiatočný_uzol,Koncový_uzol,úsek_ID,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,n_2024
M5622,cesta I. triedy,18,18-389 Most cez rieku Poprad za mestom Poprad,389,49.055472159,20.275511055,680.7115,trámová,prefabrikovaný predpätý betón,27.0,90.0,300.0,zaťažovacou skúškou,Vodný tok,1973,Nezistený,1.0,24.55,,13.0,10.5,,,STAT,SSC - IVSC KE,Poprad,2733A00215,2733A14500,964622,Prešov,5,6,6,6,6,6,6,6,6,2,2,2,2
M8776,cesta I. triedy,66,"67_052 Most cez rieku Poprad, Matejovce",52,49.06703,20.32265,658.0,trámová,spriahnutá betón-betón,32.0,80.0,196.0,projektovaná,Vodný tok,2011,STN 73 6203,1.0,24.306,26.536,,26.25,,,STAT,SSC - IVSC KE,Poprad,2733A79703,2733A28208,1368321,Prešov,0,0,0,0,1,1,1,1,1,2,2,2,2
M43,cesta I. triedy,79a,79A-001 Most cez rieku Roňava na hranici SR/MR pred obcou Slovenské Nové Mesto,1,48.424969098,21.656201381,110.971,trámová,iný materiál,32.0,80.0,196.0,projektovaná,Vodný tok,1988,Nezistený,1.0,24.0,,18.6,14.0,,,STAT,SSC - IVSC KE,Trebišov,3833A01000,3833A00500,3145,Košice,2,2,2,2,2,2,2,2,2,2,2,2,2
M6690,cesta I. triedy,64,64_094 Most cez rieku Rajčianka v obci Šuja,94,49.071099024,18.629507658,468.68875,dosková,monolitický železobetón,22.0,92.0,112.0,podľa tabuliek,Vodný tok,1955,Nezistený,2.0,23.9,,9.5,7.0,,,STAT,SSC - IVSC ZA,Žilina,2544A45700,2544A45800,398621,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M2386,cesta I. triedy,9,"50_131 Most cez potok Moštenica a poľnú cestu, k.ú. Prievidza",131,48.753923365,18.627236469,291.890808105469,trámová,prefabrikovaný predpätý betón,35.0,82.0,269.0,odhadom,"Vodný tok,  Vodný tok",1985,Nezistený,1.0,21.24,,10.25,10.25,,,STAT,SSC - IVSC ZA,Prievidza,3524A07607,3524A00201,716067,Trenčín,3,3,3,3,3,3,3,3,2,2,2,2,2
M543,cesta I. triedy,65,"65_084 Most cez Mošovský potok, k.ú. Mošovce",84,48.918095087,18.880110497,471.883,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1972,Nezistený,1.0,17.65,,11.5,11.5,,,STAT,SSC - IVSC ZA,Turčianske Teplice,3611A31200,3611A02900,376907,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M8002,cesta I. triedy,16,50_180N2 Most nad potokom Neresnica - Pravý most,180N2,48.56716,19.13438,287.0,rámová,monolitický železobetón,50.0,120.0,230.0,statický výpočet,Vodný tok,2013,Model EC,1.0,16.5,19.3,17.084,15.084,417.34,362.16,STAT,SSC - IVSC BB,Zvolen,3632A00601,3632A00605,578088,Banská Bystrica,0,0,0,1,1,1,1,1,1,2,2,2,2
M8003,cesta I. triedy,16,50_180N1 Most nad potokom Neresnica Ľavý most,180N1,48.5675,19.13438,287.0,rámová,monolitický železobetón,50.0,120.0,230.0,statický výpočet,Vodný tok,2013,Model EC,1.0,16.5,19.3,11.5,11.5,318.0,278.0,STAT,SSC - IVSC BB,Zvolen,3632A33300,3632A00606,578075,Banská Bystrica,0,0,0,2,2,2,2,2,2,2,2,2,2
M4306,cesta I. triedy,59,"59_046 Most cez potok Korytnica, Liptovská Osada",46,48.92007,19.26056,659.15,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,statický výpočet,Vodný tok,1960,A,1.0,15.85,17.72,9.54,7.94,,151.209,STAT,SSC - IVSC ZA,Ružomberok,3612A05800,3612A06100,455805,Žilina,6,2,2,2,2,2,2,2,2,2,2,2,2
M8845,cesta I. triedy,66,"67_055N2 Most cez potok Rovný, Poprad-Matejovce, Pravý",055N2,49.0858,20.3338,649.0,rámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2011,STN 73 6203,1.0,15.72,,10.25,10.25,211.68,184.71,STAT,SSC - IVSC KE,Poprad,2733A28410,2734B00402,1038693,Prešov,0,0,0,0,1,1,2,2,2,2,2,2,2
M8825,cesta I. triedy,66,"67_055N1 Most cez potok Rovný, Poprad-Matejovce, Ľavý",055N1,49.08583,20.3379,649.0,rámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2011,STN 73 06203,1.0,15.72,,10.25,10.25,211.68,184.71,STAT,SSC - IVSC KE,Poprad,2734B00401,2733A28411,28242,Prešov,0,0,0,0,1,1,2,2,2,2,2,2,2
M5434,cesta I. triedy,65,65_082 Most cez mlynský náhon a poľnú cestu v obci Turčiansky Michal,82,48.88792,18.85983,485.41,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Vodný tok",1972,A,1.0,15.0,,11.5,11.5,,,STAT,SSC - IVSC ZA,Turčianske Teplice,3611A00504,3611A00809,1017289,Žilina,1,1,1,1,1,1,2,2,2,2,2,2,2
M5253,cesta I. triedy,67,"67_036 Most cez rieku Hnilec za tunelom, k.ú. Stratená",36,48.874080455,20.323309954,821.124249,rámová,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,1971,Nezistený,1.0,14.7,,8.5,7.9,,,STAT,SSC - IVSC KE,Rožňava,3711A01600,3711A01700,325798,Košice,1,1,2,2,2,2,2,2,2,2,2,2,2
M761,cesta I. triedy,18,18_276 Portál tunela medzi Strečnom a Dubnou Skalou,276,49.16055,18.88455,384.72,klenbová,monolitický prostý betón,50.0,60.0,100.0,odhadom,Železnica,1910,Nezistený,1.0,14.0,,7.0,7.0,,,STAT,SSC - IVSC ZA,Žilina,2633A06100,2633A42900,2621,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M2148,cesta I. triedy,18,18_450 Most cez potok Šebastovka v obci Nižná Šebastová,450,49.018463991,21.272308665,267.300499,dosková,prefabrikovaný predpätý betón,27.0,66.0,196.0,statický výpočet,Vodný tok,1980,Nezistený,1.0,14.0,21.05,16.0,16.0,363.94,491.63,STAT,SSC - IVSC KE,Prešov,2744A22900,2744A32301,737719,Prešov,3,3,3,3,4,4,4,4,4,4,2,2,2
M6725,cesta I. triedy,68,68_006 Most cez potok Ščerbach v obci Hraničné,6,49.375872048,20.699701132,526.283249,trámová,monolitický železobetón,25.0,75.0,120.0,projektovaná,Vodný tok,1948,Nezistený,1.0,14.0,,8.85,7.5,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2723A02000,2723A02100,1367556,Prešov,1,1,1,1,1,1,1,1,2,2,2,2,2
M3268,cesta I. triedy,19,50_343 Most cez Višňovský potok za obcou Hriadky,343,48.698979026,21.712357858,109.42075,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1948,Nezistený,1.0,13.9,,8.8,83.33,175.15,265.5,STAT,SSC - IVSC KE,Trebišov,3814A11600,3814B00300,183137,Košice,4,4,4,4,4,2,2,2,2,3,3,3,2
M4265,cesta I. triedy,66,67_076 Most cez potok Biela za osadou Tatranská Kotlina,76,49.249917339,20.309093496,790.456999,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1936,Nezistený,1.0,13.7,,9.5,9.5,,130.2,STAT,SSC - IVSC KE,Poprad,2731A00300,2731A03700,4001,Prešov,1,4,4,6,6,5,5,4,4,4,2,2,2
M8708,cesta I. triedy,66,"67_056A Most cez červený potok, Veľká Lomnica - pravý",056A,49.0947,20.33933,647.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2010,STN 73 6203,1.0,13.606,15.48,10.6,10.6,177.72,142.86,STAT,SSC - IVSC KE,Kežmarok,2734A19104,2734B00802,625506,Prešov,0,0,0,0,2,2,2,2,2,2,2,2,2
M8700,cesta I. triedy,66,"67_056B Most cez Červený potok, Veľká Lomnica - ľavý",056B,49.09471,20.33934,647.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2010,STN 73 6203,1.0,13.606,15.48,12.5,12.5,213.27,171.43,STAT,SSC - IVSC KE,Kežmarok,2734B00801,2734A19109,988267,Prešov,0,0,0,0,1,1,1,1,1,2,2,2,2
M4739,cesta I. triedy,68,68_018 Most cez Kozelský potok v k.ú. obce Plaveč,18,49.25636,20.83334,489.52,dosková,prefabrikovaný predpätý betón,50.0,130.0,420.0,statický výpočet,Vodný tok,1980,Nezistený,1.0,13.46,,9.5,8.5,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A01000,2741A16701,5137,Prešov,6,6,6,2,2,2,2,2,2,2,2,2,2
M9477,cesta II. triedy,520,520_201-00 Most cez potok Vychylovka v obci Nová Bystrica,Nezistený,49.370891,19.060418,610.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,2008,A,1.0,13.253,15.679,,8.5,664.35,352.83,STAT,SSC - IVSC ZA,Čadca,2614A01000,2614A01200,28217,Žilina,0,0,0,0,0,0,0,2,2,2,2,2,2
M5554,cesta I. triedy,77,77_064 Most cez rieku Ondava v obci Nižná Polianka,64,49.403613674,21.398704445,378.659249,trámová,prefabrikovaný predpätý betón,24.0,60.0,124.0,podľa tabuliek,Vodný tok,1959,Nezistený,1.0,13.1,,10.3,9.3,,,STAT,SSC - IVSC KE,Bardejov,2813A08400,2813A00502,320993,Prešov,4,5,5,5,5,5,2,2,2,2,2,2,2
M449,cesta I. triedy,16,"16_263 Most cez potok Sograď, k.ú. Čoltovo",263,48.484481716,20.36517456,200.231249,dosková,prefabrikovaný predpätý betón,50.0,110.0,420.0,statický výpočet,Vodný tok,1986,Nezistený,1.0,12.71,15.4,11.5,11.5,200.2,171.59,STAT,SSC - IVSC KE,Rožňava,3734A04900,3734A05000,324538,Košice,3,3,3,3,4,2,2,2,2,2,2,2,2
M3711,cesta I. triedy,65,"65_085 Most cez Čiernu Vodu, k.ú. Mošovce",85,48.924504963,18.886072411,467.5785,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1972,Nezistený,1.0,12.26,,11.3,11.3,,,STAT,SSC - IVSC ZA,Turčianske Teplice,3611A31200,3611A02900,376907,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M4405,cesta I. triedy,18,18_347A Most cez potok Demänovka v obci Palúdzka,347A,49.0836,19.59376,574.64,dosková,prefabrikovaný železobetón,32.0,62.0,201.0,statický výpočet,Vodný tok,1963,"LM1,LM2,LM3",1.0,11.98,13.8,13.226,10.166,177.3,161.08,STAT,SSC - IVSC ZA,Liptovský Mikuláš,2643A30300,2643A30400,211165,Žilina,5,5,5,5,5,5,5,5,5,2,2,2,2
M2754,cesta I. triedy,77,77_076 Most cez potok Jedlovka pred mestom Svidník,76,49.31516566,21.55276903,238.571249,dosková,prefabrikovaný predpätý betón,48.0,120.0,356.0,podľa tabuliek,Vodný tok,1991,Nezistený,1.0,10.7,,16.25,11.5,,,STAT,SSC - IVSC KE,Svidník,2831A01500,2831A01400,5748,Prešov,3,3,3,3,3,3,3,2,2,2,2,2,2
M4727,cesta I. triedy,65D,"65D.1_010 Most cez potok Medokýš, k.ú. Martin - pravý most",10,49.078927,18.91917,400.0,dosková,prefabrikovaný predpätý betón,38.0,78.0,336.0,podľa tabuliek,"Vodný tok,  Vodný tok",1993,A,1.0,10.4,13.5,11.0,11.0,235.0,180.96,STAT,SSC - IVSC ZA,Martin,2633A15006,2633A21701,641250,Žilina,4,4,4,4,4,2,2,2,2,2,2,2,2
M9548,cesta I. triedy,65D,"65D.2-010 Most cez potok Medokýš, k.ú. Martin - ľavý most",65D.2-010,49.07909,18.91912,391.18,trámová,prefabrikovaný predpätý betón,48.0,98.0,420.0,Nezistený,Vodný tok,1993,A - pôvodná,1.0,10.4,13.5,11.0,11.0,171.06,132.6,STAT,SSC - IVSC ZA,Martin,2633A21702,2633A15007,244516,Žilina,0,0,0,0,4,2,2,2,2,2,2,2,2
M3776,cesta I. triedy,78,78_031 Most cez potok Plšetnica za obcou Oravská Polhora,31,49.538937629,19.40153143,729.608999,dosková,prefabrikovaný predpätý betón,27.0,60.0,100.0,odhadom,Vodný tok,1967,Nezistený,1.0,9.4,,7.5,6.5,,,STAT,SSC - IVSC ZA,Námestovo,2621A00500,2621A00600,334236,Žilina,3,3,3,3,2,2,2,2,2,2,2,2,2
M2640,cesta I. triedy,18,18_460 Most cez bezmenný potok v obci Hanušovce,460,49.027008962,21.501777964,188.480249,dosková,prefabrikovaný železobetón,32.0,68.0,184.0,podľa tabuliek,Vodný tok,1961,Nezistený,1.0,9.0,,15.8,11.7,,,STAT,SSC - IVSC KE,Vranov nad Topľou,2833A28100,2833A01404,403662,Prešov,4,5,5,5,5,5,5,5,5,5,2,2,2
M792,cesta I. triedy,77,77_071 most cez Roztocký potok za obcou Vyšný Orlík,71,49.350516713,21.490775435,274.220499,dosková,monolitický železobetón,11.0,44.0,232.0,odhadom,Vodný tok,1957,Nezistený,1.0,8.95,,8.6,7.0,,,STAT,SSC - IVSC KE,Svidník,2831A01800,2831A12000,5741,Prešov,4,5,5,5,5,2,2,2,2,2,2,2,2
M4729,cesta I. triedy,64,"64_093 Most cez potok Lesnianka, k.ú. Rajecká Lesná",93,49.046572708,18.621101684,496.323999,trámová,monolitický železobetón,32.0,80.0,196.0,odhadom,Vodný tok,1941,Nezistený,1.0,8.6,,7.5,7.5,,,STAT,SSC - IVSC ZA,Žilina,2544A02500,2544A45400,136,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M1135,cesta I. triedy,21,73_031 Most cez potok pri odbočke do obce Krajná Bystrá,31,49.365022342,21.670383109,313.2065,dosková,monolitický železobetón,22.0,50.0,205.0,podľa tabuliek,Vodný tok,1956,A,1.0,8.0,9.12,8.5,8.55,87.552,129.75,STAT,SSC - IVSC KE,Svidník,2813A00100,2814A00600,5768,Prešov,4,4,4,4,4,2,2,2,2,2,2,2,2
M4803,cesta I. triedy,10,18_237 Most cez potok Trojačka v obci Makov,237,49.380403755,18.431718544,668.133499,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1925,A,1.0,7.98,,8.4,7.0,,,STAT,SSC - IVSC ZA,Čadca,2524A16500,2524A16600,194551,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M9487,cesta II. triedy,520,520_211-00 Most v obci Oravská Lesná - Brišovka,Nezistený,49.360038,19.149707,843.0,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,2008,A,0.0,7.945,,,,,,STAT,SSC - IVSC ZA,Námestovo,2614B00400,2632A04900,986671,Žilina,0,0,0,0,0,0,0,2,2,2,2,2,2
M301,cesta I. triedy,18,18_261 Most nad cestou do obce Rosinky,261,49.212580225,18.775437959,356.36075,dosková,monolitický železobetón,28.0,38.0,116.0,podľa tabuliek,Miestna komunikácia,1962,Nezistený,1.0,7.15,,13.1,12.7,,,STAT,SSC - IVSC ZA,Žilina,2631A01102,2631A53903,2697,Žilina,4,2,2,2,2,2,2,2,2,2,2,2,2
M7503,cesta I. triedy,18,18_458 Most cez bezmenný potok v osade Podlipníky,458,49.036690318,21.458991623,232.618,dosková,monolitický železobetón,28.0,48.0,203.0,odhadom,Vodný tok,1954,Nezistený,1.0,7.05,,11.65,9.8,,,STAT,SSC - IVSC KE,Vranov nad Topľou,2833A01000,2833A01100,5898,Prešov,3,3,3,3,3,4,4,4,4,4,2,2,2
M9536,cesta I. triedy,68,Most cez potok pred obcou Pusté Pole,25,49.22533,20.90221,554.32,dosková,monolitický železobetón,32.0,80.0,275.0,projektovaná,Vodný tok,2015,model (EC),1.0,7.0,17.4,8.5,8.5,81.48,175.74,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A00702,2741A00600,233184,Prešov,0,0,0,0,0,2,2,2,2,2,2,2,2
M3824,cesta I. triedy,59,59_065 Most cez Likavský potok v k.ú. Valaská Dubová,65,49.13602,19.28769,619.78,dosková,prefabrikovaný železobetón,38.0,82.0,196.0,statický výpočet,Vodný tok,1968,"LM1, LM2, LM3",1.0,6.8,8.453,9.65,9.65,92.56,77.86,STAT,SSC - IVSC ZA,Ružomberok,2634A29500,2634A29700,455801,Žilina,6,6,6,6,6,6,6,6,6,2,2,2,2
M9690,cesta I. triedy,16,16-228A: Most na ceste I/16 ponad potok Slatinka,228A,48.3437,19.6927,183.7,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,statický výpočet,Vodný tok,2018,STN EN 1991-2,1.0,6.78,7.58,9.5,9.5,100.5,100.5,STAT,SSC - IVSC BB,Lučenec,3644A00202,3644A19800,3894,Banská Bystrica,0,0,0,0,0,0,0,1,1,1,1,2,2
M9790,cesta I. triedy,74,Most cez potok Brezovčík v obci Ubľa,74-044,48.9028,22.38518,216.316772460938,dosková,monolitický železobetón,33.0,116.0,474.0,statický výpočet,Vodný tok,2018,Nezistený,1.0,6.08,,9.5,9.5,,57.76,STAT,SSC - IVSC KE,Snina,3822A00500,3822A05200,2146,Prešov,0,0,0,0,0,0,0,0,0,2,2,2,2
M3541,cesta I. triedy,59,59_094 Most cez poľnú cestu v obci Tvrdošín,94,49.331956028,19.55238981,576.7645,dosková,monolitický železobetón,41.0,49.0,82.0,odhadom,Miestna komunikácia,1951,Nezistený,1.0,6.05,,10.5,10.5,,,STAT,SSC - IVSC ZA,Tvrdošín,2641A08800,2641A00302,333972,Žilina,3,3,3,3,2,2,2,2,2,2,2,2,2
M2532,cesta I. triedy,11,11_209 Most nad MK v meste Čadca,209,49.428672502,18.799520991,412.9725,dosková,prefabrikovaný železobetón,30.0,76.0,239.0,projektovaná,Miestna komunikácia,1970,Nezistený,1.0,6.0,,12.71,10.5,,,STAT,SSC - IVSC ZA,Čadca,2613A04002,2613A35601,992026,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M3339,cesta I. triedy,21,73-019 Most cez potok Rakovčík v obci Rakovčík,19,49.241154741,21.578614797,227.217499,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1941,A,1.0,6.0,6.8,7.0,7.0,55.08,51.6,STAT,SSC - IVSC KE,Svidník,2831A20902,2831A21000,1255867,Prešov,5,5,5,5,5,2,2,2,2,2,2,2,2
M8551,cesta I. triedy,57,57_108 Most cez Sidonský potok v osade Vlársky priesmyk,108,49.031915,18.054905,280.0,dosková,monolitický železobetón,30.0,54.0,243.0,,Vodný tok,1946,,1.0,6.0,,10.9,,9.8,,STAT,SSC - IVSC ZA,Trenčín,2543A00400,2543B00300,8402,Trenčín,0,0,0,0,0,0,0,0,0,0,0,0,2
M6933,cesta I. triedy,66,67_081 Most cez potok Javorina za obcou Ždiar,81,49.279431588,20.207409801,1073.138,klenbová,monolitický prostý betón,23.0,43.0,191.0,podľa tabuliek,Vodný tok,1950,Nezistený,1.0,5.9,,9.6,,,,STAT,SSC - IVSC KE,Poprad,2731A04600,2731A00401,440609,Prešov,6,7,7,7,7,7,7,7,7,2,2,2,2
M9570,cesta I. triedy,16,"Most na ceste I/16 cez Bezmenný potok v km 0,907",236A,48.37477,19.85167,206.066,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,statický výpočet,Vodný tok,2015,"LM 1, LM2, LM3",1.0,5.895,5.999,9.5,9.5,179.295,305.354,STAT,SSC - IVSC BB,Rimavská Sobota,3644B00100,3644A27900,721459,Banská Bystrica,0,0,0,0,0,0,1,1,1,1,2,2,2
M5449,cesta I. triedy,59,59_066 Most nad poľnou cestou v k.ú. obce Valaská Dubová,66,49.13668,19.28748,622.64,dosková,prefabrikovaný železobetón,35.0,80.0,202.0,statický výpočet,Účelová komunikácia,1968,"LM1, LM2, LM3",1.0,5.89,7.18,9.6,9.6,78.55,67.15,STAT,SSC - IVSC ZA,Ružomberok,2634A29500,2634A29700,455801,Žilina,6,6,6,6,6,6,6,6,6,2,2,2,2
M3477,cesta I. triedy,77,77_066 Most cez potok Beskyt v obci Vyšný Mirošov,66,49.389089261,21.442469915,354.195,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1958,Nezistený,1.0,5.8,,9.25,7.5,,,STAT,SSC - IVSC KE,Svidník,2813A02800,2813A02900,236092,Prešov,2,2,2,2,2,2,2,2,2,2,2,2,2
M9468,cesta I. triedy,66,"67_053N1 Most cez potok Fujara, Poprad Matejovce - Pravý",053N1,49.07507,20.32979,654.0,rámová,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,2008,"""A"" STN 73 6203",1.0,5.74,6.565,13.67,13.67,,79.24,STAT,SSC - IVSC KE,Poprad,2733A05926,2733A28409,451945,Prešov,0,0,0,0,1,2,2,2,2,2,2,2,2
M9469,cesta I. triedy,66,"67_053N2 Most cez potok Fujara, Poprad Matejovce - Ľavý",053N2,49.07507,20.32979,654.0,rámová,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,2008,"STN 736203 ""A""",1.0,5.74,6.565,11.92,11.92,,68.59,STAT,SSC - IVSC KE,Poprad,2733A28408,2733A05921,1038691,Prešov,0,0,0,0,2,2,2,2,2,2,2,2,2
M1724,cesta I. triedy,18,18_268 Most cez MK v obci Strečno,268,49.179853489,18.860775291,383.494,dosková,monolitický železobetón,65.0,86.0,286.0,podľa tabuliek,Účelová komunikácia,1959,Nezistený,1.0,5.5,,10.0,7.0,,,STAT,SSC - IVSC ZA,Žilina,2633A00300,2633A06100,2618,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M2012,cesta I. triedy,9,9 (50)_145 Most cez bezmenný potok v obci Ráztočno,145,48.766663618,18.762430632,361.743499,dosková,prefabrikovaný železobetón,39.0,88.0,420.0,podľa tabuliek,Vodný tok,1980,Nezistený,1.0,5.5,,17.27,14.7,,,STAT,SSC - IVSC ZA,Prievidza,3613A20902,3613A28900,1284758,Trenčín,1,1,1,1,1,1,1,1,2,2,2,2,2
M696,cesta I. triedy,66,67_077 Most cez horský potok pred obcou Ždiar,77,49.263513375,20.299886952,831.463499,klenbová,monolitický prostý betón,22.0,39.0,228.0,podľa tabuliek,Vodný tok,1936,Nezistený,1.0,5.45,,7.7,,,,STAT,SSC - IVSC KE,Poprad,2731A00300,2731A03700,4001,Prešov,4,4,4,6,6,6,6,6,6,2,2,2,2
M1767,cesta I. triedy,74A,74A_002 Most cez potok Suchý jarok pred mestom Humenné,2,48.929920073,21.878611964,153.452163696289,Nezistený,Nezistený,32.0,80.0,196.0,Nezistený,Nezistený,2006,Nezistený,0.0,5.38,,16.5,,,,STAT,SSC - IVSC KE,Humenné,3812A07103,3812A24500,312575,Prešov,1,1,1,1,1,1,1,1,1,2,2,2,2
M4917,cesta I. triedy,60,"18_258A Podchod pre peších pod rondelom v meste Žilina, spoločný P + L strana, Lúč 1 a 2",258A,49.218962526,18.731284673,345.931701660156,rámová,prefabrikovaný železobetón,36.0,78.0,354.0,odhadom,Podchod pre chodcov,1981,Nezistený,1.0,5.23,,10.0,,,,STAT,SSC - IVSC ZA,Žilina,2631A00201,2631A00213,2772,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M1522,cesta I. triedy,61,"61_066A Most nad podchodom pre peších, k.ú. Dubnica nad Váhom",066A,48.959626407,18.173827653,250.701,rámová,prefabrikovaný železobetón,36.0,78.0,357.0,odhadom,Miestna komunikácia,1987,Nezistený,1.0,5.2,,14.6,14.6,,,STAT,SSC - IVSC ZA,Ilava,3521A19001,3521A19104,288265,Trenčín,2,2,2,2,2,2,2,2,2,2,2,2,2
M3933,cesta I. triedy,77,77_068 Most cez potok z Č. Lúky pred obcou Vyšný Mirošov,68,49.37843,21.45978,318.27,dosková,prefabrikovaný železobetón,46.0,172.0,300.0,porovnávací výpočet,Vodný tok,1959,Nezistený,1.0,5.11,,20.07,9.5,,114.3,STAT,SSC - IVSC KE,Svidník,2813A03200,2813A00300,236096,Prešov,6,6,6,6,6,6,6,2,2,2,2,2,2
M3363,cesta I. triedy,16,16_271 Most cez Ardovský potok za obcou Bohúňovo,16 -271,48.523230896,20.385598243,209.716,dosková,monolitický železobetón,23.0,68.0,385.0,podľa tabuliek,Vodný tok,1980,Nezistený,1.0,5.0,7.0,11.6,11.6,161.7,116.5,STAT,SSC - IVSC KE,Rožňava,3732A00800,3732A24500,4581,Košice,3,3,3,5,5,2,2,2,2,2,2,2,2
M7773,cesta I. triedy,77,"77_075 Most cez potok Kyjovka, k.ú. Nižný Orlík",75,49.33531426,21.525278229,257.630999,dosková,monolitický železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1957,Nezistený,1.0,4.95,7.36,7.0,7.0,,,STAT,SSC - IVSC KE,Svidník,2831A12200,2831A01600,236128,Prešov,3,3,3,3,3,3,3,3,2,2,2,2,2
M1717,cesta I. triedy,9,50_143 Most cez potok Jalovský v obci Jalovec,143,48.771287036,18.7458886,346.79575,rámová,prefabrikovaný železobetón,23.0,47.0,91.0,odhadom,Vodný tok,1980,Nezistený,1.0,4.8,,72.78,68.78,,,STAT,SSC - IVSC ZA,Prievidza,3613A20500,3613A20600,490733,Trenčín,2,2,2,2,2,2,2,2,2,2,2,2,2
M7197,cesta I. triedy,68,68_022 Most cez potok Hradlová v obci Ľubotín,22,49.260480384,20.878912265,493.998999,dosková,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,1937,Nezistený,1.0,4.8,,9.37,7.52,,,STAT,SSC - IVSC KE,Stará Ľubovňa,2741A17700,2741A33300,218748,Prešov,1,1,1,1,1,2,2,2,2,2,2,2,2
M1558,cesta I. triedy,65,"65_074 Most cez železničnú trať, k.ú. Horná Štubňa",74,48.80412,18.8849,637.1,klenbová,kameň,26.0,60.0,113.0,odhadom,Železnica,1949,Nezistený,1.0,4.7,,9.5,9.5,,,STAT,SSC - IVSC ZA,Turčianske Teplice,3613A01300,3613A05500,2424,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M9483,cesta II. triedy,520,520_207-00 Most cez občasný tok,Nezistený,49.370298,19.091446,847.0,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,"Údolie,  Vodný tok",2008,A,0.0,4.388,,7.15,,,,STAT,SSC - IVSC ZA,Čadca,2614A01500,2614B00100,194673,Žilina,0,0,0,0,0,0,0,2,2,2,2,2,2
M4796,cesta I. triedy,18,"18_287 Most cez miestny jarok, Priekopa",287,49.101007204,18.919447374,384.75,dosková,prefabrikovaný železobetón,38.0,96.0,499.0,odhadom,Vodný tok,1970,Nezistený,1.0,4.3,,11.5,10.5,,,STAT,SSC - IVSC ZA,Martin,2633A00602,2633A16603,2587,Žilina,2,2,2,2,2,2,2,2,2,2,2,2,2
M422,cesta I. triedy,62,62_004 Most cez Suchý potok pred obcou Sládkovičovo,4,48.194282215,17.595218976,119.625,dosková,prefabrikovaný železobetón,32.0,80.0,196.0,statický výpočet,Vodný tok,1967,Nezistený,1.0,4.3,,11.65,11.35,,,STAT,SSC - IVSC BA,Galanta,4511A53400,4511A02804,1348507,Trnava,2,2,2,2,2,2,2,2,2,2,2,2,2
