ID_mosta,Trieda_PK,Číslo_PK,Most_DC,Názov_mosta,ID_DC,správcovské_číslo,Zemepisná_šírka,Zemepisná_dĺžka,Výška,Druh_konštrukcie,Material,Normálna_zaťažiteľnosť,Výhradná_zaťažiteľnosť_t,Výnimočná_zaťažiteľnosť_t,Spôsob_stanovenia,Predmet_premostenia,Rok_postavenia,Zaťažovacia_trieda_STN,Počet_otvorov,Dĺžka_premostenia,Dĺžka_nosnej_konštrukcie_m,Volná_šírka_mosta,Šírka_medzi_obrubami_m,Plocha_mosnej_konštrukcie_m2,Plocha_mosta_m2,Vlastník_úseku,Správca_úseku,Okres,Smer_úseku,Typ_úseku,Počiatočný_uzol,Koncový_uzol,úsek_ID,úsekové_staničenie_začiatku_DC_m,Kilometrovníkové_staničenie_začiatku_DC_km,Kumulatívne_staničenie_začiatku_DC_km,Poradie,Kraj,n_2012,n_2013,n_2014,n_2015,n_2016,n_2017,n_2018,n_2019,n_2020,n_2021,n_2022,n_2023,S
M3306,cesta III. triedy,3277,Dilatačný celok,Most cez Železný potok za obcou Nálepkovo,M3306.01,1,48.847758566,20.61184467,545.53625,dosková,prefabrikovaný predpätý betón,28,60,308,odhadom,Vodný tok,1952,Nezistený,1.0,11.0,,8.2,7.0,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3714A01200,3714A04100,4789,9,0.027,0.009,1,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M5022,cesta III. triedy,3277,Dilatačný celok,Most cez potok pred obcou Závadka,M5022.01,2,48.853634326,20.614222772,597.04475,dosková,monolitický železobetón,26,52,280,odhadom,Vodný tok,1952,Nezistený,1.0,2.6,,5.5,5.3,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3712A26000,3712A26100,291743,475,0.749,0.731,4,Košice,3,3,3,3,3,3,3,6,6,6,6,7,
M6039,cesta III. triedy,3277,Dilatačný celok,Most cez Strážnický potok pred obcou Závadka,M6039.01,4,48.861799059,20.626579373,731.194749,dosková,monolitický železobetón,26,40,266,odhadom,Vodný tok,1951,Nezistený,1.0,5.0,,8.0,8.0,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3712A26000,3712A26100,291743,1871,2.144,2.127,4,Košice,2,2,2,2,2,2,2,2,2,2,5,5,
M3660,cesta III. triedy,3279,Dilatačný celok,Most cez rieku Hnilec - Nálepkovo,M3660.01,1,48.838294144,20.618450337,521.133,dosková,monolitický železobetón,26,53,178,odhadom,Vodný tok,1960,Nezistený,1.0,14.1,,6.2,5.1,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3714A16600,3714A16701,1384169,28,Nezistený,0.621,11,Košice,3,3,3,3,3,3,3,4,4,4,4,5,
M6908,cesta III. triedy,3279,Dilatačný celok,Most cez potok Surovec - III. Hamor,M6908.01,3,48.813171685,20.574186893,581.989,trámová,prefabrikovaný železobetón,36,81,421,podľa tabuliek,Vodný tok,1972,Nezistený,1.0,4.5,,6.3,5.5,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3714A16901,3714A17000,1384173,6,Nezistený,5.261,16,Košice,2,2,2,2,2,2,2,2,2,2,5,5,
M6989,cesta III. triedy,3390,Dilatačný celok,Most cez miestny potok v obci Kostoľany nad Hornádom,M6989.01,4,48.797834952,21.241557143,228.533249,dosková,monolitický železobetón,11,25,100,podľa tabuliek,Vodný tok,1939,Nezistený,1.0,8.1,,7.3,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21000,3724A03301,452424,47,Nezistený,7.327,29,Košice,4,4,4,4,4,4,4,4,4,4,5,5,4831.0
M1634,cesta III. triedy,3390,Dilatačný celok,Most cez rieku Hornád v obci Družstevná pri Hornáde,M1634.01,7,48.800273298,21.244516642,226.270499,dosková,prefabrikovaný predpätý betón,38,81,220,odhadom,Vodný tok,1987,Nezistený,4.0,70.84,,16.45,13.65,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A03303,3724A05901,498161,138,Nezistený,7.795,31,Košice,4,4,4,4,4,4,4,4,4,4,5,5,4831.0
M96,cesta III. triedy,3349,Dilatačný celok,Most pred obcou Košická Belá (D 259) k pionierskému táboru,M96.01,1,48.794749705,21.117810019,399.637499,rámová,prefabrikovaný železobetón,50,107,378,podľa tabuliek,Vodný tok,1995,Nezistený,2.0,5.5,,13.6,13.6,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A00800,3724A95100,5436,25,Nezistený,0.025,1,Košice,1,1,1,1,1,1,1,1,4,4,4,4,
M6071,cesta III. triedy,3349,Dilatačný celok,Most cez miestny potok v obci Košická Belá,M6071.01,2,48.803206614,21.109557356,376.429999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1940,Nezistený,1.0,2.55,,9.0,7.9,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21400,3724A21500,452428,5,Nezistený,1.216,5,Košice,3,3,3,3,3,3,3,3,5,5,5,5,
M952,cesta III. triedy,3349,Dilatačný celok,Most cez potok v Košickej Belej,M952.01,3,48.804938316,21.107087616,369.722999,trámová,monolitický predpätý betón,32,80,196,projektovaná,Vodný tok,1946,Nezistený,1.0,13.43,,7.0,7.0,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21500,3724A21600,452429,164,Nezistený,1.48,6,Košice,1,1,1,1,1,1,1,1,3,3,3,3,
M3482,cesta III. triedy,3349,Dilatačný celok,Most cez miestny potok Košická Belá,M3482.01,4,48.805378749,21.105642926,370.5705,dosková,prefabrikovaný železobetón,26,38,255,podľa tabuliek,Vodný tok,1965,Nezistený,1.0,4.0,,9.0,7.25,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21600,3724A21700,452430,12,Nezistený,1.604,7,Košice,3,3,3,3,3,3,3,3,4,4,4,4,
M2645,cesta III. triedy,3349,Dilatačný celok,Most cez potok v obci Košická Belá,M2645.01,5,48.806860762,21.102153069,361.6875,dosková,monolitický železobetón,14,31,102,podľa tabuliek,Vodný tok,1951,Nezistený,1.0,9.95,,9.4,8.0,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21700,3724A21800,452431,304,Nezistený,1.915,8,Košice,3,3,3,3,3,3,3,3,3,4,4,4,
M1093,cesta III. triedy,3349,Dilatačný celok,Most cez horskú bystrinu Košická Belá,M1093.01,6,48.808640883,21.099510724,361.972999,dosková,prefabrikovaný železobetón,26,36,243,podľa tabuliek,Vodný tok,1969,Nezistený,1.0,4.0,,8.5,7.5,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A21900,3724A01400,452433,7,Nezistený,2.192,10,Košice,3,3,3,3,3,3,3,3,3,5,5,5,
M1266,cesta III. triedy,3351,Dilatačný celok,Most cez mlynský náhon v obci Kostoľany nad Hornádom,M1266.01,1,48.799180365,21.244900947,226.595499,dosková,monolitický železobetón,23,49,253,podľa tabuliek,Kanál,1952,Nezistený,1.0,6.0,,6.5,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A03302,3724A03900,498160,82,Nezistený,0.108,3,Košice,3,3,3,3,3,3,3,3,4,4,4,4,
M991,cesta III. triedy,3352,Dilatačný celok,Most cez miestny potok v obci Družstevná pri Hornáde,M991.01,1,48.79739631,21.240555517,228.970749,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,3.3,,6.7,6.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A04000,3724A95700,5446,4,Nezistený,0.004,1,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M2328,cesta III. triedy,3352,Dilatačný celok,Most cez potok pred obcou Sokoľ,M2328.01,2,48.804373013,21.228838528,234.623999,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,3.9,,5.0,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A24800,3724A95602,452462,24,Nezistený,1.189,4,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M4215,cesta III. triedy,3353,Dilatačný celok,Most cez rieku Hornád pred obcou Kysak,M4215.01,1,48.857232946,21.227551611,245.807499,trámová,oceľ -  plnostenná,32,80,196,odhadom,Vodný tok,1956,Nezistený,3.0,76.41,,7.0,5.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A05302,3722A06300,498169,26,Nezistený,0.056,3,Košice,3,3,3,3,3,3,5,5,5,5,6,6,
M2230,cesta III. triedy,3353,Dilatačný celok,Most nad žel. traťou Košice - Žilina v obci Kysak,M2230.01,2,48.855616283,21.22370503,253.539999,dosková,monolitický železobetón,18,45,83,odhadom,Železnica,1958,Nezistený,3.0,39.5,,9.2,7.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A05403,3722A08800,498167,9,Nezistený,0.421,6,Košice,5,5,5,5,3,3,3,3,3,3,4,4,
M6259,cesta III. triedy,3353,Dilatačný celok,Most cez miestny potok v obci Kysak,M6259.01,3,48.853056874,21.220912315,254.002999,dosková,monolitický železobetón,17,36,196,odhadom,Vodný tok,1934,Nezistený,1.0,3.0,,5.35,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A09000,3722A05500,452508,14,Nezistený,0.807,10,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M4959,cesta III. triedy,3354,Dilatačný celok,Most cez rieku Hornád v osade Sopotnica,M4959.01,4,48.85803,21.1848,255.7,trámová,prefabrikovaný predpätý betón,32,96,200,statický výpočet,Vodný tok,2021,"LM1, LM2, LM4",2.0,44.49,49.09,11.0,7.5,520.4,488.0,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A06300,3722A65000,5484,4273,Nezistený,4.273,1,Košice,4,4,4,4,4,4,4,4,4,7,7,1,
M7069,cesta III. triedy,3354,Dilatačný celok,Most cez potok v obci Malá Lodina,M7069.01,6,48.880027691,21.127223797,268.762499,dosková,monolitický železobetón,9,38,244,odhadom,"Vodný tok, Kanál",1929,Nezistený,1.0,4.5,,15.4,14.4,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A64400,3722A64300,1315071,189,Nezistený,10.313,9,Košice,4,4,4,4,4,4,4,4,4,4,5,5,
M5005,cesta III. triedy,3354,Dilatačný celok,Most cez potok za obcou Malá Lodina,M5005.01,7,48.877794581,21.110820513,277.5255,dosková,monolitický železobetón,12,25,105,odhadom,Vodný tok,1929,Nezistený,1.0,4.3,,7.3,6.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A10100,3722A10200,452519,330,Nezistený,11.766,11,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M7063,cesta III. triedy,3354,Dilatačný celok,Prepadový kanál priehrady Ružín,M7063.01,9,48.866930255,21.092958178,283.785499,dosková,prefabrikovaný železobetón,36,84,264,podľa tabuliek,Vodný tok,1993,Nezistený,1.0,8.07,,8.5,8.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A10302,3722A10503,1315069,1245,Nezistený,14.143,14,Košice,2,2,2,2,2,2,2,2,2,2,6,6,
M7266,cesta III. triedy,3354,Dilatačný celok,Most na priehrade Ružín,M7266.01,10,48.861166621,21.098032527,283.55975,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Vodná nádrž,1974,Nezistený,3.0,87.86,,9.5,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A10501,3722A05700,452523,239,Nezistený,14.896,17,Košice,5,5,5,5,5,5,5,5,5,5,5,6,
M3340,cesta III. triedy,3355,Dilatačný celok,Most cez Hornád v obci Malá Lodina,M3340.01,1,48.876526257,21.13280158,266.0325,trámová,prefabrikovaný predpätý betón,35,101,218,podľa tabuliek,Vodný tok,1992,Nezistený,3.0,78.5,,10.0,7.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3722A06401,3722A64600,5485,128,Nezistený,0.128,1,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M795,cesta III. triedy,3357,Dilatačný celok,Most cez potok Rumanová v obci Opatka,M795.01,2,48.788202006,21.058445402,449.186499,dosková,monolitický železobetón,26,31,160,podľa tabuliek,Vodný tok,1949,Nezistený,1.0,5.6,,6.0,5.5,,,KE SK,SC KSK - SNV,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A22600,3724A23000,452440,3690,Nezistený,5.41,5,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M1910,cesta III. triedy,3280,Dilatačný celok,Most nadcestie trať ČSD Košice - Žilina,M1910.01,1,48.914543105,20.952865407,359.679749,dosková,prefabrikovaný predpätý betón,36,47,144,odhadom,Železnica,1958,Nezistený,4.0,37.5,,7.1,6.1,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3721A03303,3721A46500,303367,120,Nezistený,0.141,3,Košice,3,3,3,3,3,3,3,3,3,5,5,7,
M772,cesta III. triedy,3281,Dilatačný celok,Most cez Kojšovský potok za obcou Veľký Folkmár,M772.01,1,48.845476561,21.011207485,394.542,trámová,prefabrikovaný predpätý betón,26,69,293,podľa tabuliek,Vodný tok,1970,Nezistený,1.0,14.9,,8.5,7.5,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3724A04900,3723A05100,291878,203,Nezistený,0.656,4,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M5337,cesta III. triedy,3281,Dilatačný celok,Most cez Kojšovský potok - Kojšov,M5337.01,3,48.821814825,20.988266639,464.0815,trámová,oceľ -  plnostenná,16,34,119,odhadom,Vodný tok,1934,Nezistený,1.0,2.9,,7.7,7.4,,,KE SK,SC KSK - SNV,Gelnica,oba smery trasy CK,medzikrižovatkový,3723A05400,3723A16000,291882,11,Nezistený,3.925,9,Košice,3,3,3,3,3,3,3,3,3,3,3,6,
M5560,cesta III. triedy,3255,Dilatačný celok,Most cez potok Slovinka v meste Krompachy,M5560.01,1,48.909788061,20.872880475,378.89375,trámová,prefabrikovaný železobetón,36,89,264,podľa tabuliek,Vodný tok,1970,Nezistený,1.0,7.5,,10.0,7.5,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A09700,3721A09800,219363,9,Nezistený,0.665,9,Prešov,3,3,3,4,4,4,4,4,4,4,4,6,3219.0
M150,cesta III. triedy,3255,Dilatačný celok,Most cez potok Slovinka - Krompachy,M150.01,2,48.898889957,20.868521351,397.6015,dosková,monolitický železobetón,26,31,168,odhadom,Vodný tok,1960,Nezistený,1.0,9.0,,9.6,6.6,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A10100,3721A10200,219367,239,Nezistený,1.928,13,Prešov,2,2,2,2,2,2,2,4,4,4,4,5,3219.0
M7064,cesta III. triedy,3255,Dilatačný celok,Most cez potok Bela - Krompachy,M7064.01,3,48.896173553,20.865303666,407.839999,dosková,monolitický železobetón,11,33,169,odhadom,Vodný tok,1939,Nezistený,1.0,2.6,,8.4,7.2,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A43500,3721A10400,1135847,15,Nezistený,2.326,16,Prešov,4,4,4,4,4,4,4,6,6,6,6,6,3219.0
M4922,cesta III. triedy,3255,Dilatačný celok,Most cez potok Telegrunt - Krompachy,M4922.01,4,48.892283631,20.861363773,412.7185,dosková,monolitický železobetón,14,40,210,odhadom,Vodný tok,1935,Nezistený,1.0,2.75,,8.5,6.0,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A10400,3721A10500,219370,409,Nezistený,2.858,17,Prešov,4,4,4,4,4,4,4,5,5,5,5,6,3219.0
M6615,cesta III. triedy,3255,Dilatačný celok,Most cez miestny potok Slovinky,M6615.01,6,48.878472559,20.843942491,444.6655,klenbová,kameň,20,40,280,odhadom,Vodný tok,1998,Nezistený,1.0,2.3,,18.6,15.9,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A11102,3721A11200,1315885,5,Nezistený,5.006,25,Prešov,2,2,2,2,2,2,2,2,2,2,2,5,1579.0
M967,cesta III. triedy,3257,Dilatačný celok,Most cez Slatvinský potok pred obcou Slatvina,M967.01,1,48.940944154,20.824410814,382.619749,dosková,prefabrikovaný železobetón,39,93,420,podľa tabuliek,Vodný tok,1972,Nezistený,1.0,5.15,,9.0,8.0,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A02803,3721A06400,242510,156,Nezistený,0.192,3,Prešov,3,3,3,3,3,3,4,4,4,4,5,5,
M2307,cesta III. triedy,3257,Dilatačný celok,Most cez Slatvinský potok pred obcou Slatvina,M2307.01,2,48.953319924,20.841058292,428.997499,dosková,monolitický železobetón,26,40,238,odhadom,Vodný tok,1957,Nezistený,1.0,4.5,,7.6,6.4,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A06400,3721A44300,5033,593,Nezistený,2.201,4,Prešov,3,3,3,3,3,3,3,4,4,4,4,6,
M7597,cesta III. triedy,3257,Dilatačný celok,Most cez miestny potok Slatvina,M7597.01,3,48.958924771,20.843639722,451.3935,dosková,monolitický železobetón,37,130,384,odhadom,Vodný tok,1934,Nezistený,1.0,3.4,,6.5,6.5,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A44300,3721A17000,1313450,50,Nezistený,2.887,5,Prešov,3,3,3,3,3,3,3,5,5,5,5,5,
M1201,cesta III. triedy,3257,Dilatačný celok,Most cez Slatvinský potok - Slatvina,M1201.01,4,48.960417579,20.842364995,455.842999,dosková,prefabrikovaný železobetón,26,53,344,podľa tabuliek,Vodný tok,1976,Nezistený,1.0,7.5,,34.24,33.24,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A44300,3721A17000,1313450,233,Nezistený,3.07,5,Prešov,3,3,3,3,3,3,3,4,4,4,4,5,
M4951,cesta III. triedy,3259,Dilatačný celok,Most cez potok Oľšavka - Oľšavka,M4951.01,1,48.964453795,20.820985469,437.840249,dosková,prefabrikovaný železobetón,39,92,350,podľa tabuliek,Vodný tok,1963,Nezistený,1.0,2.75,,7.5,6.5,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A17500,3721A06600,219445,4,Nezistený,2.533,6,Prešov,3,3,3,3,3,3,3,3,3,3,3,5,
M2380,cesta III. triedy,3260,Dilatačný celok,Most cez rieku Hornád - Spišské Vlachy,M2380.01,3,48.938856577,20.802970901,381.622749,rámová,monolitický železobetón,20,39,140,porovnávací výpočet,Vodný tok,1961,736203,2.0,43.91,46.91,9.8,7.3,473.791,443.491,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A21300,3721A21400,219504,305,Nezistený,1.214,11,Prešov,5,5,2,2,2,2,2,3,3,3,3,3,
M4314,cesta III. triedy,3261,Dilatačný celok,Most cez potok Branisko - Žehra,M4314.01,1,48.980847918,20.791696929,418.88425,dosková,monolitický železobetón,20,32,168,odhadom,Vodný tok,1948,Nezistený,1.0,6.1,,7.6,6.3,,,KE SK,SC KSK - SNV,Spišská Nová Ves,oba smery trasy CK,medzikrižovatkový,3721A19100,3721A19200,219461,8,Nezistený,1.665,6,Prešov,4,4,4,4,4,4,4,5,5,5,6,6,
M5655,cesta III. triedy,3358,Dilatačný celok,Most cez miestny potok v obci Rudník,M5655.01,1,48.689725735,21.009341097,311.811,dosková,monolitický železobetón,24,36,292,podľa tabuliek,Vodný tok,1947,Nezistený,1.0,3.5,,6.0,6.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A18300,3724A18400,452349,74,Nezistený,0.092,2,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M5925,cesta III. triedy,3358,Dilatačný celok,Most cez potok Ida pred obcou Zlatá Idka,M5925.01,2,48.730079422,21.032391262,504.183999,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,1948,Nezistený,1.0,5.05,,5.5,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A93500,3724A03702,1307452,4957,Nezistený,5.838,8,Košice,3,3,3,3,3,3,3,3,4,4,4,4,
M5462,cesta III. triedy,3359,Dilatačný celok,Most cez miestny potok v obci Jasov,M5462.01,1,48.687964677,20.975124064,273.077,dosková,monolitický železobetón,18,24,169,podľa tabuliek,Vodný tok,1946,Nezistený,1.0,4.5,,5.0,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3723A13000,3723A13100,453524,13,Nezistený,0.459,2,Košice,4,4,4,4,4,4,4,4,4,4,6,6,
M3961,cesta III. triedy,3359,Dilatačný celok,Most cez úzkokoľaj. vlečku do tehelne v Jasove,M3961.01,2,48.689360923,20.974535229,281.9185,dosková,monolitický železobetón,26,53,278,odhadom,Železnica,1931,Nezistený,1.0,2.05,,7.5,7.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3723A13100,3723A13200,453525,103,Nezistený,0.615,3,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M6945,cesta III. triedy,3359,Dilatačný celok,Most cez miestny potok za obcou Poproč,M6945.01,3,48.718503649,20.983769566,383.2215,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,1939,Nezistený,1.0,4.0,,6.0,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3723A14100,3723A01800,453535,332,Nezistený,4.349,16,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M2169,cesta III. triedy,3359,Dilatačný celok,Most cez miestny potok za obcou Poproč,M2169.01,4,48.720865396,20.983731138,397.857499,dosková,monolitický železobetón,24,36,292,podľa tabuliek,Vodný tok,1939,Nezistený,1.0,3.4,,6.0,5.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3723A14100,3723A01800,453535,605,Nezistený,4.622,16,Košice,3,3,3,3,3,3,3,3,3,3,6,6,
M2421,cesta III. triedy,3360,Dilatačný celok,Most cez miestny potok v obci Šemša,M2421.01,1,48.675044876,21.115519369,296.380999,dosková,monolitický železobetón,15,44,280,odhadom,Vodný tok,1920,Nezistený,1.0,3.0,,7.0,7.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3742A29100,3742A19701,451456,22,Nezistený,0.599,4,Košice,4,4,4,4,4,4,4,4,4,4,6,6,
M852,cesta III. triedy,3363,Dilatačný celok,Most cez Nováčanský potok v obci Novačany,M852.01,1,48.685797334,21.073730583,322.345499,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,1938,Nezistený,1.0,3.2,,6.2,6.2,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A94400,3724A17700,1315051,18,Nezistený,0.723,3,Košice,3,3,4,4,4,4,3,3,3,3,4,4,
M5599,cesta III. triedy,3363,Dilatačný celok,Most cez poľný jarok za obcou Novačany,M5599.01,2,48.691132738,21.056861401,325.116999,dosková,monolitický železobetón,26,49,322,odhadom,Vodný tok,1924,Nezistený,1.0,3.0,,7.1,7.1,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3724A16800,3724A03500,451458,1023,Nezistený,2.174,7,Košice,3,3,3,3,3,3,4,4,4,4,5,5,
M2575,cesta III. triedy,3364,Dilatačný celok,Most cez rieku Bodva pred obcou Debraď,M2575.01,2,48.64795757,21.003388378,230.992499,trámová,prefabrikovaný predpätý betón,24,51,100,podľa tabuliek,Vodný tok,1960,Nezistený,1.0,16.3,,7.6,6.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3742A01700,3741A15800,5254,306,Nezistený,0.306,1,Košice,4,4,4,4,4,4,5,5,6,6,6,6,
M2975,cesta III. triedy,3365,Dilatačný celok,Most cez miestny potok v obci Mokrance,M2975.01,3,48.597028712,21.01729531,202.2935,dosková,prefabrikovaný železobetón,24,30,174,podľa tabuliek,Vodný tok,1937,Nezistený,1.0,5.5,,8.2,7.6,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3742A21000,3742A21100,451302,15,Nezistený,2.188,9,Košice,3,3,3,3,3,3,3,3,3,3,4,4,
M6866,cesta III. triedy,3365,Dilatačný celok,Most cez potok v obci Mokrance,M6866.01,4,48.593722162,21.023851846,196.171,dosková,prefabrikovaný železobetón,26,84,256,podľa tabuliek,Vodný tok,1958,Nezistený,1.0,4.0,,10.0,8.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3742A20200,3742A20300,451287,3,Nezistený,3.07,16,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
M1640,cesta III. triedy,3366,Dilatačný celok,Most cez rieku Torysa pred obcou Vyšná Hutka,M1640.01,1,48.675644997,21.352361297,190.1915,trámová,monolitický železobetón,32,80,196,statický výpočet,Vodný tok,1932,Nezistený,2.0,49.0,,4.05,3.1,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3813A23901,3813A24000,452669,64,Nezistený,1.853,5,Košice,5,5,5,5,5,5,2,2,2,2,6,6,
M2788,cesta III. triedy,3368,Dilatačný celok,Most nad žel. traťou Košice - Čierna nad Tisou pred obcou Nižná Myšľa,M2788.01,1,48.639784652,21.367003023,194.876499,trámová,prefabrikovaný predpätý betón,32,80,196,statický výpočet,Železnica,1963,Nezistený,3.0,36.3,,7.5,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3831A00400,3831A18500,4608,293,Nezistený,0.293,1,Košice,4,4,4,4,4,5,5,5,5,1,1,1,
M4649,cesta III. triedy,3368,Dilatačný celok,Most cez rieku Olšavu pred obcou Ždaňa,M4649.01,3,48.611130973,21.359797045,177.28525,trámová,monolitický železobetón,27,41,179,odhadom,Vodný tok,1930,Nezistený,2.0,31.38,,6.0,6.0,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3831A18202,3831A02201,1315170,1090,Nezistený,3.941,7,Košice,2,2,2,2,2,2,2,2,2,2,5,5,
M1948,cesta III. triedy,3370,Dilatačný celok,Most cez rieku Olšavu pred obcou Vyšná Myšľa,M1948.01,1,48.638514165,21.375915627,192.850749,dosková,prefabrikovaný predpätý betón,26,66,315,podľa tabuliek,Vodný tok,1967,Nezistený,3.0,29.87,,9.0,6.5,,,KE SK,SC KSK - KS,Košice - okolie,oba smery trasy CK,medzikrižovatkový,3831A00503,3831A18800,4613,611,Nezistený,0.701,3,Košice,3,3,3,3,3,3,3,3,3,3,5,5,
