ID_mosta;Trieda_PK;Číslo_PK;Zemepisná_šírka;Zemepisná_dĺžka
M991;cesta III. triedy;3352;48.79739631;21.240555517
M2328;cesta III. triedy;3352;48.804373013;21.228838528
M4215;cesta III. triedy;3353;48.857232946;21.227551611
M2230;cesta III. triedy;3353;48.855616283;21.22370503
M6259;cesta III. triedy;3353;48.853056874;21.220912315
M4959;cesta III. triedy;3354;48.85803;21.1848
M7069;cesta III. triedy;3354;48.880027691;21.127223797
M5005;cesta III. triedy;3354;48.877794581;21.110820513
M7063;cesta III. triedy;3354;48.866930255;21.092958178
M7266;cesta III. triedy;3354;48.861166621;21.098032527
M3340;cesta III. triedy;3355;48.876526257;21.13280158
M795;cesta III. triedy;3357;48.788202006;21.058445402
M1910;cesta III. triedy;3280;48.914543105;20.952865407
M772;cesta III. triedy;3281;48.845476561;21.011207485
M5337;cesta III. triedy;3281;48.821814825;20.988266639
M5560;cesta III. triedy;3255;48.909788061;20.872880475
M150;cesta III. triedy;3255;48.898889957;20.868521351
M7064;cesta III. triedy;3255;48.896173553;20.865303666
M4922;cesta III. triedy;3255;48.892283631;20.861363773
M6615;cesta III. triedy;3255;48.878472559;20.843942491
M967;cesta III. triedy;3257;48.940944154;20.824410814
M2307;cesta III. triedy;3257;48.953319924;20.841058292
M7597;cesta III. triedy;3257;48.958924771;20.843639722
M1201;cesta III. triedy;3257;48.960417579;20.842364995
M4951;cesta III. triedy;3259;48.964453795;20.820985469
M2380;cesta III. triedy;3260;48.938856577;20.802970901
M4314;cesta III. triedy;3261;48.980847918;20.791696929
M5655;cesta III. triedy;3358;48.689725735;21.009341097
M5925;cesta III. triedy;3358;48.730079422;21.032391262
M5462;cesta III. triedy;3359;48.687964677;20.975124064
M3961;cesta III. triedy;3359;48.689360923;20.974535229
M6945;cesta III. triedy;3359;48.718503649;20.983769566
M2169;cesta III. triedy;3359;48.720865396;20.983731138
M2421;cesta III. triedy;3360;48.675044876;21.115519369
M852;cesta III. triedy;3363;48.685797334;21.073730583
M5599;cesta III. triedy;3363;48.691132738;21.056861401
M2575;cesta III. triedy;3364;48.64795757;21.003388378
M2975;cesta III. triedy;3365;48.597028712;21.01729531
M6866;cesta III. triedy;3365;48.593722162;21.023851846
M1640;cesta III. triedy;3366;48.675644997;21.352361297
M2788;cesta III. triedy;3368;48.639784652;21.367003023
M4649;cesta III. triedy;3368;48.611130973;21.359797045
M1948;cesta III. triedy;3370;48.638514165;21.375915627
M1212;cesta III. triedy;3371;48.630434518;21.476951273
M3309;cesta III. triedy;3371;48.616205027;21.472659483
M6234;cesta III. triedy;3372;48.6501848;21.493968083
M5586;cesta III. triedy;3374;48.627722261;21.522999403
M294;cesta III. triedy;3374;48.600130834;21.556887206
M3261;cesta III. triedy;3374;48.572756991;21.567526116
M6642;cesta III. triedy;3374;48.51921903;21.591723437
M6716;cesta III. triedy;3374;48.512201003;21.608991207
M7009;cesta III. triedy;3374;48.510868883;21.611094224
M2431;cesta III. triedy;3374;48.509939372;21.612452208
M2345;cesta III. triedy;3374;48.509471894;21.614846509
M6081;cesta III. triedy;3658;48.526482046;21.581553157
M3311;cesta III. triedy;3658;48.53066517;21.547346828
M5712;cesta III. triedy;3659;48.578677773;21.576882573
M4506;cesta III. triedy;3659;48.578414549;21.572776023
M2487;cesta III. triedy;3661;48.515778431;21.619368395
M4854;cesta III. triedy;3663;48.47905903;21.794083863
M2809;cesta III. triedy;3664;48.513780623;21.712744898
M314;cesta III. triedy;3665;48.487150132;21.744788158
M1935;cesta III. triedy;3667;48.503655348;21.772172946
M4639;cesta III. triedy;3667;48.499538649;21.775559911
M3554;cesta III. triedy;3667;48.48304448;21.771713822
M3994;cesta III. triedy;3667;48.458650692;21.744477751
M5844;cesta III. triedy;3667;48.458146519;21.743658422
M524;cesta III. triedy;3667;48.421438604;21.727496177
M2069;cesta III. triedy;3667;48.40892188;21.709821229
M4946;cesta III. triedy;3668;48.503237361;21.777386322
M647;cesta III. triedy;3670;48.42524022;21.716677436
M350;cesta III. triedy;3754;48.568756865;22.066648113
M5734;cesta III. triedy;3754;48.604700858;22.157007417
M4319;cesta III. triedy;3754;48.617912334;22.155201956
M1623;cesta III. triedy;3754;48.639751209;22.166406344
M922;cesta III. triedy;3754;48.650937711;22.199927904
M1700;cesta III. triedy;3754;48.661799124;22.207428507
M7561;cesta III. triedy;3754;48.673493653;22.210136144
M5753;cesta III. triedy;3754;48.682312848;22.198970927
M2039;cesta III. triedy;3754;48.682922003;22.195657917
M1374;cesta III. triedy;3754;48.68334445;22.190315604
M7622;cesta III. triedy;3754;48.706925841;22.177532263
M2906;cesta III. triedy;3754;48.71978795;22.168522736
M4369;cesta III. triedy;3754;48.728272414;22.173997241
M7170;cesta III. triedy;3807;48.626216896;22.16863466
M7557;cesta III. triedy;3810;48.64582119;22.226394562
M4923;cesta III. triedy;3755;48.538735142;22.040764748
M5523;cesta III. triedy;3756;48.529530773;22.113764625
M483;cesta III. triedy;3757;48.547570702;22.121609419
M4664;cesta III. triedy;3757;48.500088274;22.138851654
M7593;cesta III. triedy;3672;48.568185024;21.663737889
M4516;cesta III. triedy;3761;48.567240776;22.033868623
M556;cesta III. triedy;3761;48.562067325;22.049100893
M5625;cesta III. triedy;3673;48.756286566;21.718415589
M6397;cesta III. triedy;3673;48.757799942;21.720099065
M3331;cesta III. triedy;3673;48.758379018;21.721212191
M2472;cesta III. triedy;3673;48.764256304;21.735034355
M5368;cesta III. triedy;3676;48.633661708;21.690297446
M4239;cesta III. triedy;3676;48.626025303;21.640785716
M1874;cesta III. triedy;3677;48.556054392;21.720563683
M4957;cesta III. triedy;3679;48.523743958;21.693828402
M5363;cesta III. triedy;3680;48.467525191;21.678427801
M5367;cesta III. triedy;3683;48.400443133;21.667657477
M516;cesta III. triedy;3685;48.467500216;21.793239829
M4779;cesta III. triedy;3686;48.351414733;21.739870201
M1772;cesta III. triedy;3689;48.334084839;21.829535191
M3629;cesta III. triedy;3690;48.369701863;21.83658618
M4790;cesta III. triedy;3690;48.372206842;21.859730268
M3841;cesta III. triedy;3690;48.396813046;21.932453253
M3406;cesta III. triedy;3695;48.47525;21.90051
M7323;cesta III. triedy;3696;48.460239021;21.859166634
M3191;cesta III. triedy;3697;48.415323345;21.919415696
M338;cesta III. triedy;3697;48.397779135;21.925699931
M3207;cesta III. triedy;3698;48.415325996;21.982685987
M5504;cesta III. triedy;3698;48.404524779;21.989662386
M7288;cesta III. triedy;3699;48.420971401;22.024812808
M3666;cesta III. triedy;3699;48.407328495;22.026060379
M3523;cesta III. triedy;3699;48.401403274;22.066795048
M2338;cesta III. triedy;3700;48.455014312;22.054197944
M883;cesta III. triedy;3700;48.425644607;22.053278909
M917;cesta III. triedy;3710;48.635651368;21.71719906
M1051;cesta III. triedy;3710;48.635575951;21.718648931
M7632;cesta III. triedy;3710;48.637586115;21.726749716
M3061;cesta III. triedy;3710;48.638983614;21.745229928
M3064;cesta III. triedy;3711;48.390126878;21.967211889
M1417;cesta III. triedy;3711;48.38939;21.96941
M3039;cesta III. triedy;3714;48.540542457;21.889180611
M2312;cesta III. triedy;3715;48.452292494;21.945714119
M2940;cesta III. triedy;3715;48.453566211;21.930206638
M2598;cesta III. triedy;3769;48.581635761;21.839986487
M7544;cesta III. triedy;3769;48.578115316;21.827174916
M2154;cesta III. triedy;3770;48.726740437;21.977807643
M5358;cesta III. triedy;3770;48.716549164;22.000214868
M2840;cesta III. triedy;3770;48.709797232;22.030501627
M3534;cesta III. triedy;3771;48.663960065;22.007322452
M1770;cesta III. triedy;3772;48.618590184;21.980320239
M5580;cesta III. triedy;3772;48.611927817;21.970478587
M3546;cesta III. triedy;3774;48.62614467;22.089628357
M633;cesta III. triedy;3812;48.809076177;22.294837505
M614;cesta III. triedy;3812;48.822098987;22.356256544
M6794;cesta III. triedy;3813;48.864280757;22.332349335
M5131;cesta III. triedy;3813;48.85923468;22.311734505
M4016;cesta III. triedy;3813;48.858399999;22.308475883
M9551;cesta II. triedy;533;48.827185;20.497086
M9490;cesta III. triedy;3012;48.63157;20.55063
M9492;cesta III. triedy;3318;48.612;21.24135
M9493;cesta III. triedy;3401;48.61665;21.24087
M9659;cesta II. triedy;587;48.6465;20.37055
M9691;cesta III. triedy;3325;48.74087;21.34563
M9859;cesta III. triedy;3741;48.87788;21.85255
